"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","gene_set","database"
"GO:1901873","regulation of post-translational protein modification",230,0.29567877702764,1.41825535809717,0.00304552329638674,0.0243839112629099,0.0190064904929944,4693,"tags=38%, list=25%, signal=29%","23077/64175/6659/3326/23560/84259/8767/10459/57761/54552/10054/27338/11065/1958/22976/55215/23028/65125/10196/64708/6872/7415/7466/10980/27085/819/2932/10920/54726/10055/84131/3309/26271/6201/10253/5347/1020/54984/3984/11315/6188/9532/6502/64127/8841/56160/9093/4085/54765/3301/8945/139285/2873/50813/23640/9373/51588/23251/59343/29979/1499/1616/83932/7046/1407/991/55294/10491/7375/55869/10075/26232/378884/3320/8877/123879/2729/23328/7336/409/10987/51256/11186/5478/10273/857/5970/9318","tumor_vs_healthy","GO_BP_ranked"
"GO:0006094","gluconeogenesis",84,-0.405272747817591,-1.59879049190858,0.00305542440337477,0.0244315371762736,0.01904361339177,1655,"tags=24%, list=9%, signal=22%","8850/5106/2908/1609/5164/51548/5091/55829/2805/2538/10891/388581/5236/83667/5105/51547/57486/34/2641/2875","tumor_vs_healthy","GO_BP_ranked"
"GO:0043255","regulation of carbohydrate biosynthetic process",96,-0.400080349743483,-1.61135975685887,0.00306052177636262,0.0244406784233816,0.0190507387058503,1655,"tags=22%, list=9%, signal=20%","8850/3643/2908/1609/2852/5164/51548/55512/55829/51763/10891/388581/5167/83667/51547/8445/57486/34/2641/2875/5028","tumor_vs_healthy","GO_BP_ranked"
"GO:0009313","oligosaccharide catabolic process",16,-0.657310146815475,-1.77438633611229,0.00307109612336358,0.0244934775980778,0.0190918939988253,2485,"tags=50%, list=13%, signal=43%","23324/4759/1486/11181/6476/8972/129807/57733","tumor_vs_healthy","GO_BP_ranked"
"GO:0060325","face morphogenesis",32,0.509252359110027,1.74632541229715,0.00309130626681983,0.0245418390165602,0.0191295902006652,6102,"tags=62%, list=33%, signal=42%","1277/84159/5781/6497/4487/4313/29123/5083/83690/51176/64220/7040/64651/83716/22943/5156/642658/144165/7043/444","tumor_vs_healthy","GO_BP_ranked"
"GO:2000142","regulation of DNA-templated transcription initiation",80,0.401444555363365,1.64066743110564,0.00309304199868959,0.0245418390165602,0.0191295902006652,3028,"tags=32%, list=16%, signal=27%","4609/1019/22976/170506/5469/3725/55795/6872/7291/3146/6874/6873/9968/83860/80306/23493/9440/2067/6722/84246/8061/9441/9442/84148/6875/6878","tumor_vs_healthy","GO_BP_ranked"
"GO:0007204","positive regulation of cytosolic calcium ion concentration",165,-0.348173217870284,-1.5170067217635,0.00308121112641305,0.0245418390165602,0.0191295902006652,3747,"tags=28%, list=20%, signal=22%","5319/100133941/1240/57338/55584/3558/51554/57053/1906/7224/3827/2864/2826/57158/596/9034/338557/54795/729230/148/5734/2902/10800/5294/1043/7009/2623/624/948/5732/2852/51714/1232/2185/27020/56477/5729/2281/1902/578/1238/2150/10672/623/5025/5028","tumor_vs_healthy","GO_BP_ranked"
"GO:0072001","renal system development",330,0.277767370690909,1.38259676678923,0.00308871670066064,0.0245418390165602,0.0191295902006652,3916,"tags=29%, list=21%, signal=24%","4609/8692/1282/6659/6662/5420/285/84159/10413/1958/23213/26146/23322/4953/57122/54475/1312/5629/183/79902/10252/1063/4358/4854/652/1512/7466/55746/171023/163/9510/26508/1909/3207/3913/3911/8549/4070/29927/23129/655/4090/3070/271/3764/23279/2146/11174/79810/4811/4318/203286/3976/1028/84662/2828/5800/51057/9500/5754/10220/56913/4091/6092/9653/5175/26585/7474/54806/139285/2200/2296/23210/123016/51804/25937/3579/55959/55083/93/57216/1499/23371/7481/639/6608/2260/6385/4774/341640/2297/8642/7046/26249/64412/3037/7422","tumor_vs_healthy","GO_BP_ranked"
"GO:0006304","DNA modification",27,0.547921831927902,1.78885779546759,0.00312486215950952,0.024762529497344,0.0193016114764846,3524,"tags=44%, list=19%, signal=36%","142/56915/54512/4350/118460/252969/81602/51010/7374/4913/10038/55247","tumor_vs_healthy","GO_BP_ranked"
"GO:0044070","regulation of monoatomic anion transport",13,-0.701991131128679,-1.81542072539194,0.00313388697626425,0.0247730661790392,0.0193098244878554,1758,"tags=46%, list=10%, signal=42%","5243/8737/5593/5205/760/766","tumor_vs_healthy","GO_BP_ranked"
