gene_symbol,healthy,adjacent_normal,tumor,healthy_to_adjacent,adjacent_to_tumor,trajectory_category,rule_tolerance,analysis_provenance
ACP2,4.2257792440364055,4.058783991243366,3.802418153879489,-0.16699525279303984,-0.25636583736387664,monotonic_down,0.15,raw_cel_rma
ACP3,3.032886628015463,2.9891256258575387,3.1807139322578144,-0.043761002157924445,0.1915883064002757,non_monotonic,0.15,raw_cel_rma
ACP4,2.84391969260444,2.643080813182697,2.589327340329667,-0.20083887942174306,-0.053753472853030004,non_monotonic,0.15,raw_cel_rma
ACP5,6.397079319492111,6.0296023388515705,6.170282857812545,-0.36747698064054024,0.14068051896097433,non_monotonic,0.15,raw_cel_rma
ACP6,5.695223954347057,5.530411546335735,6.4169740111228295,-0.16481240801132202,0.8865624647870947,non_monotonic,0.15,raw_cel_rma
ACP7,2.5357586178853904,2.394410882787497,2.416410690564545,-0.14134773509789333,0.02199980777704802,non_monotonic,0.15,raw_cel_rma
ACR,4.08277997983156,3.827745169096518,3.9732094707007417,-0.2550348107350424,0.14546430160422386,non_monotonic,0.15,raw_cel_rma
ACRBP,3.695790667607586,3.532131282727677,3.38585875959766,-0.16365938487990883,-0.14627252313001682,non_monotonic,0.15,raw_cel_rma
ACRV1,3.222391233329555,3.0945304364202424,2.8969756308249317,-0.1278607969093124,-0.1975548055953107,non_monotonic,0.15,raw_cel_rma
ACSBG1,2.318629531510488,2.2831795820614973,2.242548252988121,-0.035449949448990825,-0.04063132907337641,non_monotonic,0.15,raw_cel_rma
ACSBG2,2.315015004962396,2.2950168703863136,2.3037195357063065,-0.01999813457608246,0.008702665319992864,non_monotonic,0.15,raw_cel_rma
ACSF2,7.776427637060524,7.164903898528256,5.682987429470028,-0.6115237385322683,-1.4819164690582278,monotonic_down,0.15,raw_cel_rma
ACSF3,4.554458619599234,4.462140417002071,4.420613459545684,-0.09231820259716272,-0.04152695745638724,non_monotonic,0.15,raw_cel_rma
ACSL1,4.69710012095469,5.172512334506887,5.338436914096931,0.47541221355219765,0.16592457959004392,monotonic_up,0.15,raw_cel_rma
ACSL3,7.9150627501160935,8.307558811848253,8.419450190008241,0.39249606173215934,0.11189137815998862,non_monotonic,0.15,raw_cel_rma
ACSL4,2.2597142143495126,2.3214872177383055,2.692613160534276,0.06177300338879288,0.37112594279597033,non_monotonic,0.15,raw_cel_rma
ACSL5,9.701889443147813,9.307652843794042,9.251120407978412,-0.3942365993537713,-0.05653243581562961,non_monotonic,0.15,raw_cel_rma
ACSL6,2.2439203786287485,2.246293143597928,4.191108350707051,0.002372764969179375,1.944815207109123,tumor_specific,0.15,raw_cel_rma
ACSM1,2.9181111669174964,2.7915907253925223,2.5882432698335287,-0.1265204415249741,-0.20334745555899358,non_monotonic,0.15,raw_cel_rma
ACSM2A,2.3161828132080604,2.311350156625194,2.2649858550974096,-0.004832656582866246,-0.04636430152778459,non_monotonic,0.15,raw_cel_rma
ACSM2B,2.2933605093347946,2.2584263684117802,2.2422704237933195,-0.03493414092301439,-0.016155944618460705,non_monotonic,0.15,raw_cel_rma
ACSM3,7.686173883407143,6.931020605514712,6.004142173136087,-0.7551532778924308,-0.9268784323786257,monotonic_down,0.15,raw_cel_rma
ACSM4,2.2357591350354284,2.169210907377814,2.1512013703352806,-0.06654822765761459,-0.018009537042533275,non_monotonic,0.15,raw_cel_rma
ACSM5,2.8941958506980283,2.8777285885835617,2.8280967221596005,-0.016467262114466585,-0.049631866423961224,non_monotonic,0.15,raw_cel_rma
ACSM6,2.3877129728472464,2.371121590242906,2.327615943249753,-0.016591382604340232,-0.04350564699315296,non_monotonic,0.15,raw_cel_rma
