gene_symbol,reference_model,adjusted_model,unadjusted_log2fc,adjusted_log2fc,effect_difference,unadjusted_fdr,adjusted_fdr,effect_direction_agreement,reference_significant,adjusted_significant,significance_retained,lost_significance,gained_significance,changed_direction
ZNF623,U0_unadjusted,U1_age_sex_adjusted,-0.134220904517139,-0.135162432750808,-0.0009415282336689978,0.0001232119883274,0.0004113685400414,True,False,False,False,False,False,False
FBXL19,U0_unadjusted,U1_age_sex_adjusted,-0.147052997126901,-0.143681068748133,0.003371928378768013,0.0001233921005515,0.0006092462903545,True,False,False,False,False,False,False
CARHSP1,U0_unadjusted,U1_age_sex_adjusted,-0.184017269697127,-0.180516304849883,0.0035009648472439925,0.0001236686632074,0.0005851499497536,True,False,False,False,False,False,False
NEIL2,U0_unadjusted,U1_age_sex_adjusted,0.178926132201495,0.163253605612945,-0.015672526588550006,0.0001237477794717,0.0013548883305164,True,False,False,False,False,False,False
TMCC2,U0_unadjusted,U1_age_sex_adjusted,-0.108312281672549,-0.0982095347563714,0.010102746916177602,0.0001247679797231,0.0014576051651238,True,False,False,False,False,False,False
KIF21A,U0_unadjusted,U1_age_sex_adjusted,0.210846529475324,0.230102193028429,0.019255663553104985,0.0001248394836518,0.0001229798665152,True,False,False,False,False,False,False
DLG4,U0_unadjusted,U1_age_sex_adjusted,0.139763091604982,0.121325413489385,-0.01843767811559699,0.0001248394836518,0.0022422180274764,True,False,False,False,False,False,False
KRT17,U0_unadjusted,U1_age_sex_adjusted,-0.127162150373348,-0.123802921956994,0.0033592284163539987,0.0001248394836518,0.0006454450245824,True,False,False,False,False,False,False
NVL,U0_unadjusted,U1_age_sex_adjusted,-0.294516681341378,-0.24429562159698,0.05022105974439797,0.0001248394836518,0.0033689348992736,True,False,False,False,False,False,False
EGFLAM,U0_unadjusted,U1_age_sex_adjusted,0.130126553943189,0.114500230386007,-0.015626323557182006,0.0001249599444035,0.0019332192568813,True,False,False,False,False,False,False
SPC25,U0_unadjusted,U1_age_sex_adjusted,-0.652203944803818,-0.626445087181451,0.02575885762236707,0.0001250915706189,0.0007216638044413,True,True,True,True,False,False,False
TRIML2,U0_unadjusted,U1_age_sex_adjusted,-0.105767802267267,-0.103910077749659,0.0018577245176079893,0.0001252636338091,0.0005372829402303,True,False,False,False,False,False,False
MAPK1IP1L,U0_unadjusted,U1_age_sex_adjusted,0.189171991525253,0.189534291908831,0.00036230038357801253,0.0001257411175816,0.0004518699227678,True,False,False,False,False,False,False
SLC7A6OS,U0_unadjusted,U1_age_sex_adjusted,-0.172117864564522,-0.172505413553445,-0.00038754898892301437,0.0001258304245885,0.0004430924010472,True,False,False,False,False,False,False
ATP1A1,U0_unadjusted,U1_age_sex_adjusted,0.345967897952211,0.362125692321272,0.016157794369061007,0.0001263306633254,0.000242773773029,True,False,False,False,False,False,False
PABPN1L,U0_unadjusted,U1_age_sex_adjusted,-0.0990455045944398,-0.0970206789484747,0.002024825645965095,0.0001263372584974,0.0006054952465252,True,False,False,False,False,False,False
BNIP5,U0_unadjusted,U1_age_sex_adjusted,-0.367559147075165,-0.361473053270491,0.006086093804674009,0.0001266757195234,0.0005781816535012,True,False,False,False,False,False,False
HOMEZ,U0_unadjusted,U1_age_sex_adjusted,-0.142723894965859,-0.14506359705073,-0.002339702084870998,0.00012674610313,0.0003636498316603,True,False,False,False,False,False,False
PARPBP,U0_unadjusted,U1_age_sex_adjusted,-0.16504749332092,-0.14596697402333,0.01908051929759,0.00012674610313,0.0018655638057938,True,False,False,False,False,False,False
TACO1,U0_unadjusted,U1_age_sex_adjusted,-0.228757548396112,-0.22220335556553,0.006554192830582006,0.00012680051445,0.0005921693590688,True,False,False,False,False,False,False
GPATCH3,U0_unadjusted,U1_age_sex_adjusted,-0.148754914542197,-0.163222100321848,-0.014467185779651004,0.0001269686985835,0.0001018925326722,True,False,False,False,False,False,False
FREY1,U0_unadjusted,U1_age_sex_adjusted,-0.185122906534961,-0.163597520446516,0.02152538608844501,0.0001269686985835,0.0019150191029154,True,False,False,False,False,False,False
KAZALD1,U0_unadjusted,U1_age_sex_adjusted,0.254555574644755,0.253932532795711,-0.0006230418490439926,0.0001272326664914,0.0004805057786732,True,False,False,False,False,False,False
CCDC159,U0_unadjusted,U1_age_sex_adjusted,-0.133323256304453,-0.124376441108596,0.008946815195856994,0.0001274149048827,0.0010744842088663,True,False,False,False,False,False,False
NTS,U0_unadjusted,U1_age_sex_adjusted,-0.946552791909137,-1.14402231120094,-0.197469519291803,0.0001276208466583,1.52356218202792e-05,True,True,True,True,False,False,False
ERMP1,U0_unadjusted,U1_age_sex_adjusted,-0.318402435286233,-0.275582093273896,0.04282034201233703,0.0001276208466583,0.0023307044589913,True,False,False,False,False,False,False
ORC6,U0_unadjusted,U1_age_sex_adjusted,-0.430431757756935,-0.391043686138359,0.03938807161857599,0.0001276208466583,0.0014286835765503,True,False,False,False,False,False,False
VPS13D,U0_unadjusted,U1_age_sex_adjusted,0.246284674515458,0.268142099062792,0.021857424547334026,0.0001276208466583,0.0001287080449924,True,False,False,False,False,False,False
ODAD1,U0_unadjusted,U1_age_sex_adjusted,-0.207576817572008,-0.202179597326189,0.005397220245818984,0.0001276246708975,0.0006542219141723,True,False,False,False,False,False,False
FKBP3,U0_unadjusted,U1_age_sex_adjusted,-0.181229949725764,-0.15847762608732,0.02275232363844401,0.0001276487792159,0.0020845928971305,True,False,False,False,False,False,False
C9orf163,U0_unadjusted,U1_age_sex_adjusted,-0.121869879239542,-0.128997282993005,-0.007127403753463005,0.0001277012338933,0.000205368367468,True,False,False,False,False,False,False
DEFA6,U0_unadjusted,U1_age_sex_adjusted,-1.2908401404398,-1.34540294097605,-0.054562800536249956,0.0001278137508978,0.0002012516379247,True,True,True,True,False,False,False
MIS18BP1,U0_unadjusted,U1_age_sex_adjusted,-0.266321718374217,-0.260720672927528,0.00560104544668899,0.0001278174978226,0.0005182569330242,True,False,False,False,False,False,False
WFDC10B,U0_unadjusted,U1_age_sex_adjusted,-0.154874973844681,-0.142101130907527,0.012773842937154,0.000128165615819,0.0013001006248868,True,False,False,False,False,False,False
ARHGDIG,U0_unadjusted,U1_age_sex_adjusted,-0.1698224623444,-0.195103993813108,-0.025281531468708013,0.0001281888513617,4.93236172013641e-05,True,False,False,False,False,False,False
INSIG1,U0_unadjusted,U1_age_sex_adjusted,0.47167530070634,0.46614953189019,-0.005525768816150023,0.0001292486237756,0.0005473735545672,True,False,False,False,False,False,False
HGSNAT,U0_unadjusted,U1_age_sex_adjusted,0.198924366952147,0.197646043793502,-0.001278323158644984,0.0001293752930097,0.0004920602328784,True,False,False,False,False,False,False
RBM24,U0_unadjusted,U1_age_sex_adjusted,0.21935852409386,0.240773407362051,0.021414883268190993,0.0001294327559245,0.000108422149662,True,False,False,False,False,False,False
DYM,U0_unadjusted,U1_age_sex_adjusted,0.270536675343288,0.239217666608958,-0.03131900873433002,0.0001298934096833,0.0019028430805574,True,False,False,False,False,False,False
JKAMP,U0_unadjusted,U1_age_sex_adjusted,-0.163118347121723,-0.17588034180465,-0.01276199468292702,0.0001302002967577,0.0001609095598978,True,False,False,False,False,False,False
IRF2BPL,U0_unadjusted,U1_age_sex_adjusted,0.324161959452592,0.269094230788508,-0.05506772866408399,0.0001305644767195,0.003419553176645,True,False,False,False,False,False,False
PLPP2,U0_unadjusted,U1_age_sex_adjusted,-0.446315005907204,-0.41053234792685,0.035782657980354016,0.0001305644767195,0.0012472448614063,True,False,False,False,False,False,False
TUSC3,U0_unadjusted,U1_age_sex_adjusted,0.65813768017985,0.744571501065905,0.086433820886055,0.0001305644767195,6.95214598848837e-05,True,True,True,True,False,False,False
RAD21,U0_unadjusted,U1_age_sex_adjusted,-0.284115761486372,-0.260388552808278,0.023727208678094025,0.0001305644767195,0.0013461662547769,True,False,False,False,False,False,False
RPL35,U0_unadjusted,U1_age_sex_adjusted,-0.139660268060588,-0.136636574202668,0.0030236938579200068,0.0001308059279516,0.0006328094308503,True,False,False,False,False,False,False
DPY19L4,U0_unadjusted,U1_age_sex_adjusted,-0.1524518354198,-0.162747465913402,-0.010295630493601993,0.0001308059279516,0.0001792020666365,True,False,False,False,False,False,False
ACTL6A,U0_unadjusted,U1_age_sex_adjusted,-0.169818563613828,-0.168445318853369,0.001373244760458997,0.0001310144910976,0.0005344256382218,True,False,False,False,False,False,False
TNNI3,U0_unadjusted,U1_age_sex_adjusted,-0.12702298402024,-0.120921224005925,0.006101760014315005,0.0001310241252662,0.0007527921161527,True,False,False,False,False,False,False
PNMA1,U0_unadjusted,U1_age_sex_adjusted,0.554575232165271,0.511247609066432,-0.043327623098839085,0.0001310399776413,0.0012489855635215,True,True,True,True,False,False,False
DLL1,U0_unadjusted,U1_age_sex_adjusted,-0.156910221979215,-0.189557807379403,-0.032647585400188,0.0001312912248231,1.81358245478705e-05,True,False,False,False,False,False,False
USP10,U0_unadjusted,U1_age_sex_adjusted,0.294616045962993,0.317087914642042,0.02247186867904899,0.0001313520551057,0.0001668498955035,True,False,False,False,False,False,False
NCKAP1,U0_unadjusted,U1_age_sex_adjusted,-0.200366907190347,-0.217368559082336,-0.01700165189198899,0.0001317392246544,0.0001465897121455,True,False,False,False,False,False,False
STAT4,U0_unadjusted,U1_age_sex_adjusted,-0.312088077665243,-0.30198537506299,0.010102702602252989,0.0001324581703412,0.0007131248694294,True,False,False,False,False,False,False
PPP1R35,U0_unadjusted,U1_age_sex_adjusted,-0.143231360101277,-0.142290131810065,0.0009412282912119874,0.0001328598380701,0.0005222436270751,True,False,False,False,False,False,False
GNRH2,U0_unadjusted,U1_age_sex_adjusted,-0.171438239116297,-0.149554895367517,0.021883343748779982,0.000133022192954,0.0020619838239218,True,False,False,False,False,False,False
FARP1,U0_unadjusted,U1_age_sex_adjusted,0.385670536237524,0.346082249008677,-0.039588287228847,0.0001333999543026,0.0016863774890653,True,False,False,False,False,False,False
NEFM,U0_unadjusted,U1_age_sex_adjusted,0.300078338775409,0.292088940966258,-0.007989397809151033,0.0001337399415662,0.000685691583053,True,False,False,False,False,False,False
TCAIM,U0_unadjusted,U1_age_sex_adjusted,-0.224922725149647,-0.260059970679009,-0.03513724552936198,0.0001338097127909,4.68517224749316e-05,True,False,False,False,False,False,False
RFC5,U0_unadjusted,U1_age_sex_adjusted,-0.295470279335672,-0.268426134951935,0.02704414438373698,0.0001339530068872,0.0014879518157152,True,False,False,False,False,False,False
EFNA3,U0_unadjusted,U1_age_sex_adjusted,-0.207450653625411,-0.189459917990407,0.017990735635004,0.0001343549936754,0.0014250817891135,True,False,False,False,False,False,False
CLRN1,U0_unadjusted,U1_age_sex_adjusted,-0.0921442237841658,-0.0920287931192963,0.0001154306648694925,0.0001344613961539,0.000485776862202,True,False,False,False,False,False,False
PADI2,U0_unadjusted,U1_age_sex_adjusted,-0.393305895102901,-0.355781870300154,0.03752402480274697,0.0001349539535378,0.0015186775736453,True,False,False,False,False,False,False
CUL4B,U0_unadjusted,U1_age_sex_adjusted,-0.217708501515049,-0.226277959485135,-0.008569457970085986,0.0001353096757782,0.0002830453818535,True,False,False,False,False,False,False
TMBIM4,U0_unadjusted,U1_age_sex_adjusted,-0.230379047542666,-0.208181724956415,0.02219732258625101,0.0001356443806453,0.0013969955097389,True,False,False,False,False,False,False
CDKN2A-AS1,U0_unadjusted,U1_age_sex_adjusted,-0.132958837735655,-0.125471985497963,0.007486852237691993,0.0001367328620264,0.0010120990795941,True,False,False,False,False,False,False
PRG3,U0_unadjusted,U1_age_sex_adjusted,-0.178017324131694,-0.184757165973673,-0.006739841841979011,0.0001371097791596,0.0002939501689816,True,False,False,False,False,False,False
CD300E,U0_unadjusted,U1_age_sex_adjusted,-0.112931052583436,-0.107174664957068,0.005756387626368001,0.0001371097791596,0.0009186020649751,True,False,False,False,False,False,False
ZNF586,U0_unadjusted,U1_age_sex_adjusted,-0.139165261221574,-0.122806038726477,0.016359222495096998,0.0001372538984052,0.0019210040028231,True,False,False,False,False,False,False
ARHGAP1,U0_unadjusted,U1_age_sex_adjusted,0.138229025284407,0.119527816989429,-0.018701208294977997,0.0001374392189861,0.0024014837102106,True,False,False,False,False,False,False
KIDINS220,U0_unadjusted,U1_age_sex_adjusted,0.279985118495413,0.250754433878451,-0.029230684616962044,0.0001374655852718,0.0016787039649505,True,False,False,False,False,False,False
PRPF6,U0_unadjusted,U1_age_sex_adjusted,0.240864977798819,0.218154396154347,-0.022710581644471983,0.0001376084978651,0.0014744950084706,True,False,False,False,False,False,False
NLRC5,U0_unadjusted,U1_age_sex_adjusted,0.3985080350599,0.400509937454734,0.0020019023948339987,0.0001376084978651,0.0004634892379584,True,False,False,False,False,False,False
B9D2,U0_unadjusted,U1_age_sex_adjusted,-0.205390118429522,-0.186712358488875,0.01867775994064702,0.0001376084978651,0.0015091814552791,True,False,False,False,False,False,False
THAP7,U0_unadjusted,U1_age_sex_adjusted,0.161952426904116,0.162950845065953,0.000998418161837017,0.0001376278695517,0.0004375823462729,True,False,False,False,False,False,False
SH2D7,U0_unadjusted,U1_age_sex_adjusted,-0.205666344655428,-0.196950510980408,0.00871583367501999,0.0001376278695517,0.0008550252155757,True,False,False,False,False,False,False
TNFRSF18,U0_unadjusted,U1_age_sex_adjusted,-0.173206239186008,-0.151513464312836,0.021692774873172005,0.000137688373184,0.0022241081522762,True,False,False,False,False,False,False
AP1M1,U0_unadjusted,U1_age_sex_adjusted,0.229244552084132,0.206384048501916,-0.022860503582216002,0.0001377502417102,0.0016591057311169,True,False,False,False,False,False,False
AGER,U0_unadjusted,U1_age_sex_adjusted,-0.121766972913621,-0.121908336191102,-0.00014136327748100197,0.0001379493819176,0.0004965189104521,True,False,False,False,False,False,False
GABRB2,U0_unadjusted,U1_age_sex_adjusted,-0.0847342367222007,-0.0804436110898721,0.004290625632328612,0.0001383799818324,0.0009295405613845,True,False,False,False,False,False,False
TXNIP,U0_unadjusted,U1_age_sex_adjusted,0.279367099546296,0.30214970181729,0.02278260227099399,0.0001383799818324,0.0001619119477105,True,False,False,False,False,False,False
ZNF785,U0_unadjusted,U1_age_sex_adjusted,-0.110942579074024,-0.103718012500331,0.007224566573692998,0.0001385445794286,0.0011328356523662,True,False,False,False,False,False,False
AIMP1,U0_unadjusted,U1_age_sex_adjusted,-0.201521650599513,-0.178790033018975,0.02273161758053799,0.0001385445794286,0.0019567218566123,True,False,False,False,False,False,False
SUCNR1,U0_unadjusted,U1_age_sex_adjusted,-0.281694829338935,-0.260925631059741,0.020769198279194045,0.0001387603368634,0.0010872956448746,True,False,False,False,False,False,False
HPN,U0_unadjusted,U1_age_sex_adjusted,-0.146193264252603,-0.157966810657343,-0.011773546404739987,0.0001387737233586,0.0001451150726828,True,False,False,False,False,False,False
LRRIQ4,U0_unadjusted,U1_age_sex_adjusted,-0.173264034125154,-0.218611817737192,-0.04534778361203798,0.0001387737233586,5.53388960671499e-06,True,False,False,False,False,False,False
FAM131C,U0_unadjusted,U1_age_sex_adjusted,-0.108102557153953,-0.102370014827171,0.005732542326782011,0.000139089516261,0.0009335120167212,True,False,False,False,False,False,False
NHSL1,U0_unadjusted,U1_age_sex_adjusted,-0.306051403462637,-0.293387509958336,0.012663893504300971,0.0001398152268015,0.0008456779097502,True,False,False,False,False,False,False
SPEM2,U0_unadjusted,U1_age_sex_adjusted,-0.100374580534194,-0.0839239736738754,0.0164506068603186,0.0001401430417501,0.0033472572174495,True,False,False,False,False,False,False
EDA,U0_unadjusted,U1_age_sex_adjusted,-0.0823794048249614,-0.078787552790016,0.0035918520349454003,0.0001401918044865,0.0008261568122671,True,False,False,False,False,False,False
ARL4D,U0_unadjusted,U1_age_sex_adjusted,0.61701350395877,0.560074867002429,-0.05693863695634094,0.0001404685297325,0.0015728711208897,True,True,True,True,False,False,False
TNK2,U0_unadjusted,U1_age_sex_adjusted,-0.116064806814471,-0.107717399327518,0.008347407486952993,0.0001411862251327,0.0012422689960951,True,False,False,False,False,False,False
ZDHHC1,U0_unadjusted,U1_age_sex_adjusted,0.208019250015008,0.18673064808288,-0.021288601932128004,0.0001412961964598,0.0016932288110349,True,False,False,False,False,False,False
TBX20,U0_unadjusted,U1_age_sex_adjusted,-0.156056310383411,-0.16190093454209,-0.005844624158679007,0.0001413962923681,0.0003114314355451,True,False,False,False,False,False,False
GABRR2,U0_unadjusted,U1_age_sex_adjusted,-0.153122290834892,-0.165254188728393,-0.012131897893500998,0.000141416899852,0.000172267741002,True,False,False,False,False,False,False
MIA3,U0_unadjusted,U1_age_sex_adjusted,0.302564811011117,0.286750049367186,-0.015814761643930975,0.0001415244229652,0.000978750469924,True,False,False,False,False,False,False
AKR7A2,U0_unadjusted,U1_age_sex_adjusted,-0.254857277698666,-0.279126842752447,-0.024269565053780973,0.0001417719442952,0.0001271654422006,True,False,False,False,False,False,False
SLC6A3,U0_unadjusted,U1_age_sex_adjusted,-0.100227391993943,-0.104287611898318,-0.004060219904375009,0.0001418328710947,0.0002965645643765,True,False,False,False,False,False,False
MYZAP,U0_unadjusted,U1_age_sex_adjusted,-0.354784883334982,-0.31231879434313,0.042466088991852,0.0001418595124482,0.0021166204425084,True,False,False,False,False,False,False
HMGN1,U0_unadjusted,U1_age_sex_adjusted,-0.280684312226216,-0.241291704476877,0.039392607749338976,0.000142106871721,0.0026867417667289,True,False,False,False,False,False,False
FAM118A,U0_unadjusted,U1_age_sex_adjusted,0.300071833658133,0.286561663467128,-0.013510170191004978,0.00014327083279,0.0008783753259752,True,False,False,False,False,False,False
HDHD2,U0_unadjusted,U1_age_sex_adjusted,-0.216701640959122,-0.229549071823882,-0.012847430864760007,0.0001432760544928,0.0002317256186991,True,False,False,False,False,False,False
SYT12,U0_unadjusted,U1_age_sex_adjusted,-0.129435111941811,-0.133870980262916,-0.004435868321104985,0.0001432760544928,0.0003287143048241,True,False,False,False,False,False,False
CD300LD,U0_unadjusted,U1_age_sex_adjusted,-0.115583487049525,-0.113181319556719,0.002402167492805987,0.0001433254367974,0.0006575847503261,True,False,False,False,False,False,False
DPY19L2,U0_unadjusted,U1_age_sex_adjusted,0.152213759229157,0.148531499330378,-0.0036822598987790167,0.0001437714045177,0.0007046464258306,True,False,False,False,False,False,False
ITGAV,U0_unadjusted,U1_age_sex_adjusted,-0.325848190288433,-0.328575460837584,-0.0027272705491510063,0.0001441396495854,0.0004612083508664,True,False,False,False,False,False,False
INSL3,U0_unadjusted,U1_age_sex_adjusted,-0.236739557476853,-0.213165493182927,0.023574064293926,0.0001442629326979,0.0016579459382571,True,False,False,False,False,False,False
FGF4,U0_unadjusted,U1_age_sex_adjusted,-0.121443571250965,-0.132549255265144,-0.011105684014178996,0.0001443771699046,0.0001401814278612,True,False,False,False,False,False,False
WDR18,U0_unadjusted,U1_age_sex_adjusted,0.245173482829211,0.246038294481063,0.0008648116518520099,0.0001447741737363,0.0005001188978769,True,False,False,False,False,False,False
CENPV,U0_unadjusted,U1_age_sex_adjusted,-0.258968110483087,-0.239842218963694,0.01912589151939298,0.0001451656860573,0.0011438594474049,True,False,False,False,False,False,False
ZNHIT6,U0_unadjusted,U1_age_sex_adjusted,0.272977578828048,0.271713101251836,-0.0012644775762120086,0.0001451656860573,0.0005382686920862,True,False,False,False,False,False,False
TSEN2,U0_unadjusted,U1_age_sex_adjusted,-0.176789307452766,-0.174884116591719,0.0019051908610469848,0.0001455793767317,0.0005642934657533,True,False,False,False,False,False,False
CLCN1,U0_unadjusted,U1_age_sex_adjusted,-0.119064035901898,-0.118550351242889,0.0005136846590090005,0.0001459166823536,0.0005587473598653,True,False,False,False,False,False,False
CHAD,U0_unadjusted,U1_age_sex_adjusted,-0.27913303934602,-0.278816019349592,0.00031701999642802514,0.0001466694289737,0.0005341231583089,True,False,False,False,False,False,False
GCM2,U0_unadjusted,U1_age_sex_adjusted,-0.0925996023373313,-0.0971504220948343,-0.0045508197575029885,0.000146672492423,0.0002646748418171,True,False,False,False,False,False,False
HMX2,U0_unadjusted,U1_age_sex_adjusted,-0.163683214025519,-0.141080435684916,0.022602778340603008,0.0001471175426285,0.0026403493831706,True,False,False,False,False,False,False
FGF11,U0_unadjusted,U1_age_sex_adjusted,-0.12341468476157,-0.12274762144666,0.0006670633149099964,0.0001471487807423,0.0005614496072201,True,False,False,False,False,False,False
OLIG2,U0_unadjusted,U1_age_sex_adjusted,-0.156995635829187,-0.162772695643134,-0.005777059813947022,0.0001472030520701,0.0003217777166864,True,False,False,False,False,False,False
GORASP1,U0_unadjusted,U1_age_sex_adjusted,-0.138776596722604,-0.141501287824733,-0.002724691102129001,0.0001477785340489,0.000392804075739,True,False,False,False,False,False,False
MED4,U0_unadjusted,U1_age_sex_adjusted,-0.115465352870886,-0.11552853199431,-6.317912342400367e-05,0.0001488369639468,0.0005332202817037,True,False,False,False,False,False,False
IL17RB,U0_unadjusted,U1_age_sex_adjusted,-0.512262970470234,-0.475253237541264,0.037009732928969974,0.0001491103671644,0.0012428061750725,True,True,False,False,True,False,False
JDP2,U0_unadjusted,U1_age_sex_adjusted,0.214146650045338,0.198021929343988,-0.016124720701350015,0.0001491388771826,0.0013129209260725,True,False,False,False,False,False,False
SYNPO,U0_unadjusted,U1_age_sex_adjusted,-0.131406862142719,-0.132294859839485,-0.0008879976967660075,0.0001492485879085,0.0004775766599518,True,False,False,False,False,False,False
ZNF34,U0_unadjusted,U1_age_sex_adjusted,0.185596177167705,0.168915080664084,-0.016681096503620985,0.0001498481611324,0.0015982999237678,True,False,False,False,False,False,False
PRXL2C,U0_unadjusted,U1_age_sex_adjusted,0.397691195347734,0.349726626899351,-0.04796456844838298,0.0001503761489583,0.0021780866698418,True,False,False,False,False,False,False
USP40,U0_unadjusted,U1_age_sex_adjusted,0.197304646374375,0.179270139641571,-0.01803450673280399,0.0001503761489583,0.0016088422249525,True,False,False,False,False,False,False
MRI1,U0_unadjusted,U1_age_sex_adjusted,-0.172234699177001,-0.181784390847123,-0.009549691670122012,0.0001503974953967,0.0002486411358331,True,False,False,False,False,False,False
CRTAC1,U0_unadjusted,U1_age_sex_adjusted,0.29463544175324,0.279668675458631,-0.014966766294609024,0.0001507932836546,0.0010146603836335,True,False,False,False,False,False,False
RPS15,U0_unadjusted,U1_age_sex_adjusted,-0.102426720926806,-0.111635105996119,-0.009208385069313,0.0001507959692444,0.0001549822713006,True,False,False,False,False,False,False
TDRG1,U0_unadjusted,U1_age_sex_adjusted,-0.17477081996051,-0.149686718820884,0.025084101139626003,0.0001512299255271,0.0027946845084731,True,False,False,False,False,False,False
ZNF831,U0_unadjusted,U1_age_sex_adjusted,-0.113502273500404,-0.105704018472715,0.007798255027688994,0.0001515426147838,0.0012612626287373,True,False,False,False,False,False,False
RSAD2,U0_unadjusted,U1_age_sex_adjusted,1.15968040202221,1.36537725691253,0.20569685489031997,0.0001522220745776,3.79315170359124e-05,True,True,True,True,False,False,False
MID1,U0_unadjusted,U1_age_sex_adjusted,0.283828550540441,0.270776292267296,-0.01305225827314499,0.0001522836099284,0.0009510660803097,True,False,False,False,False,False,False
NKX3-2,U0_unadjusted,U1_age_sex_adjusted,0.367011340783728,0.32130681207431,-0.04570452870941799,0.000152561367795,0.0023704686504746,True,False,False,False,False,False,False
TRPV3,U0_unadjusted,U1_age_sex_adjusted,-0.0940455055338399,-0.0970782977194482,-0.003032792185608299,0.000152561367795,0.0003572389754951,True,False,False,False,False,False,False
SLC4A9,U0_unadjusted,U1_age_sex_adjusted,-0.142776786630308,-0.133807062081795,0.008969724548512997,0.0001527532766566,0.0011838989360707,True,False,False,False,False,False,False
MTM1,U0_unadjusted,U1_age_sex_adjusted,-0.276836671012589,-0.270640341572928,0.00619632943966103,0.0001528314782835,0.0007259205233951,True,False,False,False,False,False,False
ASB10,U0_unadjusted,U1_age_sex_adjusted,-0.14869428253904,-0.160437519954474,-0.01174323741543401,0.0001529009269418,0.0001859843892185,True,False,False,False,False,False,False
NCS1,U0_unadjusted,U1_age_sex_adjusted,0.643812392485426,0.552937887869183,-0.09087450461624302,0.0001530322789309,0.0028414443031606,True,True,True,True,False,False,False
PLEKHA6,U0_unadjusted,U1_age_sex_adjusted,0.311152745267518,0.365398053435444,0.054245308167926,0.0001535028365412,4.0881563400144e-05,True,False,False,False,False,False,False
ANAPC11,U0_unadjusted,U1_age_sex_adjusted,-0.166264985585537,-0.177472966122806,-0.011207980537268986,0.0001537295931901,0.0002155596045741,True,False,False,False,False,False,False
GFAP,U0_unadjusted,U1_age_sex_adjusted,-0.0915177598539889,-0.0804247992551299,0.011092960598859003,0.0001542536228546,0.0022592167615691,True,False,False,False,False,False,False
RAP2C,U0_unadjusted,U1_age_sex_adjusted,-0.157094605639116,-0.165482872249196,-0.008388266610079992,0.0001543051031088,0.0002626587769769,True,False,False,False,False,False,False
SLC13A4,U0_unadjusted,U1_age_sex_adjusted,-0.132508288753363,-0.135487999344531,-0.002979710591168,0.0001552258361966,0.000368501510694,True,False,False,False,False,False,False
SLPI,U0_unadjusted,U1_age_sex_adjusted,0.630714396437341,0.703313665946812,0.07259926950947104,0.0001552258361966,0.0001089714477548,True,True,True,True,False,False,False
KIF18B,U0_unadjusted,U1_age_sex_adjusted,-0.126352587090102,-0.11297214366236,0.013380443427742,0.0001556933036093,0.0019559111658696,True,False,False,False,False,False,False
WDR90,U0_unadjusted,U1_age_sex_adjusted,-0.181757497635525,-0.183561675223496,-0.0018041775879709954,0.0001569364462684,0.0004749826452273,True,False,False,False,False,False,False
ABHD12,U0_unadjusted,U1_age_sex_adjusted,-0.237435591381599,-0.236494659736932,0.0009409316446669924,0.0001570054616639,0.0005894754884474,True,False,False,False,False,False,False
HINFP,U0_unadjusted,U1_age_sex_adjusted,-0.236442116108032,-0.254907111531895,-0.018464995423862984,0.0001573794633763,0.0001920731633978,True,False,False,False,False,False,False
MAGI2,U0_unadjusted,U1_age_sex_adjusted,0.247489775256044,0.234281679896895,-0.013208095359148991,0.000157478898152,0.0010830851102252,True,False,False,False,False,False,False
LOC100287808,U0_unadjusted,U1_age_sex_adjusted,-0.161587555918323,-0.172348009907357,-0.010760453989033997,0.0001579001654345,0.0002289592309014,True,False,False,False,False,False,False
LIN7A,U0_unadjusted,U1_age_sex_adjusted,-0.325656107135735,-0.34313515384354,-0.01747904670780498,0.0001581058690761,0.0002665470852153,True,False,False,False,False,False,False
RIMBP2,U0_unadjusted,U1_age_sex_adjusted,0.208548158889659,0.245556585440231,0.037008426550572016,0.000158364118425,4.01150470893292e-05,True,False,False,False,False,False,False
DRP2,U0_unadjusted,U1_age_sex_adjusted,-0.118333271635688,-0.111638148511991,0.006695123123697008,0.0001583989347746,0.001127875574587,True,False,False,False,False,False,False
TLL1,U0_unadjusted,U1_age_sex_adjusted,0.12519734487534,0.121770699160169,-0.0034266457151710117,0.0001587370347982,0.0006231987509089,True,False,False,False,False,False,False
LIPJ,U0_unadjusted,U1_age_sex_adjusted,-0.14989692928682,-0.165337380351392,-0.015440451064572008,0.0001589091630482,0.0001319669001827,True,False,False,False,False,False,False
FBXL22,U0_unadjusted,U1_age_sex_adjusted,0.550467546216825,0.489580746017964,-0.06088680019886106,0.0001596573633821,0.0020943971910073,True,True,False,False,True,False,False
ZMAT2,U0_unadjusted,U1_age_sex_adjusted,-0.147551935982422,-0.144388832158026,0.0031631038243959964,0.0001596858205268,0.000672853191189,True,False,False,False,False,False,False
GSTT1,U0_unadjusted,U1_age_sex_adjusted,-1.01521300152734,-1.06529588323209,-0.05008288170475006,0.0001604161209157,0.0002743385374486,True,True,True,True,False,False,False
RPS6KA6,U0_unadjusted,U1_age_sex_adjusted,-0.221684334185598,-0.223690277280329,-0.002005943094731011,0.0001606677311428,0.0005055366374446,True,False,False,False,False,False,False
