gene_symbol,reference_model,adjusted_model,unadjusted_log2fc,adjusted_log2fc,effect_difference,unadjusted_fdr,adjusted_fdr,effect_direction_agreement,reference_significant,adjusted_significant,significance_retained,lost_significance,gained_significance,changed_direction
ALDH1L1,U0_unadjusted,U1_age_sex_adjusted,-0.255064952649925,-0.247737912210744,0.007327040439181004,0.0001616093964887,0.0008213973804399,True,False,False,False,False,False,False
ACY3,U0_unadjusted,U1_age_sex_adjusted,-0.353403561772083,-0.353236747091888,0.00016681468019497103,0.0001618901581868,0.0005739011856532,True,False,False,False,False,False,False
DNAJC28,U0_unadjusted,U1_age_sex_adjusted,-0.19717922484444,-0.202472466423974,-0.005293241579534008,0.0001620067894539,0.0004001102461502,True,False,False,False,False,False,False
ARL5B,U0_unadjusted,U1_age_sex_adjusted,-0.401175442596522,-0.374628046023464,0.02654739657305799,0.0001621058420229,0.0012826640156312,True,False,False,False,False,False,False
CHI3L1,U0_unadjusted,U1_age_sex_adjusted,0.540249110337893,0.493589133134881,-0.046659977203012015,0.0001622952522057,0.0014983900490244,True,True,False,False,True,False,False
TMEM130,U0_unadjusted,U1_age_sex_adjusted,0.311859544464763,0.28727575223565,-0.024583792229113,0.0001622952522057,0.0014979655152378,True,False,False,False,False,False,False
GNPTG,U0_unadjusted,U1_age_sex_adjusted,-0.172216798205329,-0.162078982089871,0.010137816115457998,0.0001625681818052,0.0011867231259936,True,False,False,False,False,False,False
AQP2,U0_unadjusted,U1_age_sex_adjusted,-0.129114310352407,-0.112866410123075,0.016247900229332007,0.0001629195167015,0.0024699090717374,True,False,False,False,False,False,False
NYX,U0_unadjusted,U1_age_sex_adjusted,-0.105420460476759,-0.0848656636863001,0.020554796790458907,0.0001639424262979,0.005110455454609,True,False,False,False,False,False,False
ZMAT3,U0_unadjusted,U1_age_sex_adjusted,0.17168974351978,0.139121967788322,-0.032567775731458,0.0001641540911761,0.0047636845477383,True,False,False,False,False,False,False
KISS1R,U0_unadjusted,U1_age_sex_adjusted,-0.140539971261127,-0.125371144331985,0.015168826929141982,0.0001642226059589,0.0020915394820154,True,False,False,False,False,False,False
FOXR1,U0_unadjusted,U1_age_sex_adjusted,-0.160596617023379,-0.16126172885174,-0.0006651118283610147,0.0001642753672617,0.0005534013184107,True,False,False,False,False,False,False
PPP1R1A,U0_unadjusted,U1_age_sex_adjusted,0.475680955783831,0.391318908388206,-0.08436204739562503,0.0001646918000271,0.0042909895066897,True,False,False,False,False,False,False
CRIM1,U0_unadjusted,U1_age_sex_adjusted,0.159296529866771,0.17782928631923,0.018532756452459,0.000164991424079,0.0001040461611513,True,False,False,False,False,False,False
FAM124A,U0_unadjusted,U1_age_sex_adjusted,0.176358910683103,0.172854246723789,-0.0035046639593140083,0.0001652850186689,0.0007433807800107,True,False,False,False,False,False,False
FKBP14,U0_unadjusted,U1_age_sex_adjusted,0.33269185137394,0.306867212972341,-0.025824638401598987,0.0001653404947717,0.0014752461264765,True,False,False,False,False,False,False
CORO7,U0_unadjusted,U1_age_sex_adjusted,0.230243986619486,0.231914485578273,0.0016704989587869867,0.0001654541333997,0.000508656676626,True,False,False,False,False,False,False
VIPR1,U0_unadjusted,U1_age_sex_adjusted,-0.210843727458777,-0.201443686935262,0.009400040523515008,0.000165795882979,0.0010099217421231,True,False,False,False,False,False,False
SPIC,U0_unadjusted,U1_age_sex_adjusted,-0.115965187431833,-0.113833989358101,0.0021311980737319935,0.0001664794730909,0.0007368460609202,True,False,False,False,False,False,False
KLF7,U0_unadjusted,U1_age_sex_adjusted,0.244248037413233,0.223010837389287,-0.021237200023945996,0.0001668922058729,0.0016693900518438,True,False,False,False,False,False,False
TBCA,U0_unadjusted,U1_age_sex_adjusted,-0.0914509902549139,-0.106314030140696,-0.014863039885782095,0.0001674038063337,5.43702249238198e-05,True,False,False,False,False,False,False
BMP10,U0_unadjusted,U1_age_sex_adjusted,-0.163740600031612,-0.150317261073362,0.013423338958250014,0.0001681101679445,0.001502920677137,True,False,False,False,False,False,False
ACTC1,U0_unadjusted,U1_age_sex_adjusted,0.469375440559223,0.391350051994396,-0.07802538856482699,0.0001687021348982,0.0039159140689769,True,False,False,False,False,False,False
SIK3,U0_unadjusted,U1_age_sex_adjusted,0.187172316430131,0.174158577875333,-0.013013738554797982,0.0001689267195995,0.0013638433867914,True,False,False,False,False,False,False
MAP2K1,U0_unadjusted,U1_age_sex_adjusted,-0.214312057000871,-0.224159762232804,-0.009847705231933013,0.0001689287733521,0.0003259624752433,True,False,False,False,False,False,False
MAOB,U0_unadjusted,U1_age_sex_adjusted,0.409445365045741,0.338789412740082,-0.07065595230565902,0.0001690186615173,0.0041558585063195,True,False,False,False,False,False,False
COX11,U0_unadjusted,U1_age_sex_adjusted,-0.157189047239477,-0.164699655790624,-0.007510608551147019,0.0001692503718099,0.000309756148947,True,False,False,False,False,False,False
ASH2L,U0_unadjusted,U1_age_sex_adjusted,0.128293638727608,0.118225013233161,-0.010068625494446995,0.0001693765383944,0.0014121918451534,True,False,False,False,False,False,False
CTXN1,U0_unadjusted,U1_age_sex_adjusted,-0.218008146431902,-0.230888326792075,-0.012880180360172994,0.0001697635993341,0.0002618025520016,True,False,False,False,False,False,False
PLEKHA7,U0_unadjusted,U1_age_sex_adjusted,-0.203858798603213,-0.178364189655545,0.025494608947667974,0.0001703370953816,0.0025667160292809,True,False,False,False,False,False,False
GPN2,U0_unadjusted,U1_age_sex_adjusted,-0.23338018700322,-0.206703394112434,0.026676792890786005,0.0001706575512741,0.0022674478879287,True,False,False,False,False,False,False
ZSCAN32,U0_unadjusted,U1_age_sex_adjusted,-0.13955814665539,-0.170324967134812,-0.030766820479422002,0.0001709007907377,1.9834697218152e-05,True,False,False,False,False,False,False
ZNF140,U0_unadjusted,U1_age_sex_adjusted,-0.223695564309546,-0.225295209973542,-0.00159964566399598,0.0001718035373379,0.0005527154723571,True,False,False,False,False,False,False
LPAR6,U0_unadjusted,U1_age_sex_adjusted,-0.355497589349791,-0.30675213598623,0.04874545336356095,0.0001726906687375,0.0029497664039158,True,False,False,False,False,False,False
MSANTD2,U0_unadjusted,U1_age_sex_adjusted,0.15524464265129,0.166407150863313,0.011162508212022998,0.0001727004221652,0.0002323989542058,True,False,False,False,False,False,False
PNPLA8,U0_unadjusted,U1_age_sex_adjusted,-0.184369766205727,-0.198876168018971,-0.014506401813244002,0.000172963395818,0.0001869421948514,True,False,False,False,False,False,False
SLC46A3,U0_unadjusted,U1_age_sex_adjusted,-0.32315176045059,-0.337094997981052,-0.013943237530462005,0.0001732731145949,0.0003369078734667,True,False,False,False,False,False,False
HCG9,U0_unadjusted,U1_age_sex_adjusted,-0.138499103183593,-0.131220528359507,0.007278574824085976,0.000173466576293,0.0011072433613608,True,False,False,False,False,False,False
ELAC2,U0_unadjusted,U1_age_sex_adjusted,0.198718300716073,0.192976480470398,-0.005741820245674989,0.0001742442668514,0.0007931789418475,True,False,False,False,False,False,False
LIN37,U0_unadjusted,U1_age_sex_adjusted,-0.207104283067178,-0.214494062004464,-0.0073897789372859846,0.0001745300052407,0.0003822800673096,True,False,False,False,False,False,False
TCERG1,U0_unadjusted,U1_age_sex_adjusted,0.218827769336315,0.218620307190668,-0.00020746214564701382,0.0001749230804289,0.0006175241338314,True,False,False,False,False,False,False
SHLD1,U0_unadjusted,U1_age_sex_adjusted,-0.236205964347047,-0.201989307077366,0.03421665726968098,0.0001756568769962,0.0032082812123779,True,False,False,False,False,False,False
GJB2,U0_unadjusted,U1_age_sex_adjusted,-0.45856319894307,-0.399185787511566,0.05937741143150399,0.0001756735509893,0.0026413426248128,True,False,False,False,False,False,False
MORC3,U0_unadjusted,U1_age_sex_adjusted,-0.248379040276425,-0.273247770418049,-0.024868730141623996,0.0001757411545028,0.0001289519508989,True,False,False,False,False,False,False
GDF10,U0_unadjusted,U1_age_sex_adjusted,0.205008204412135,0.18453635749472,-0.020471846917414993,0.0001758947168955,0.0019926219203391,True,False,False,False,False,False,False
IKBIP,U0_unadjusted,U1_age_sex_adjusted,0.236774515902033,0.204814045157381,-0.031960470744652,0.0001761273579897,0.002824242257945,True,False,False,False,False,False,False
CYP4F2,U0_unadjusted,U1_age_sex_adjusted,-0.238806573868568,-0.239159909345793,-0.0003533354772250197,0.0001767048169023,0.0006019943926337,True,False,False,False,False,False,False
TSPAN11,U0_unadjusted,U1_age_sex_adjusted,0.253184041953185,0.227956232639932,-0.025227809313252997,0.0001767895818508,0.0019892005348344,True,False,False,False,False,False,False
CIMAP3,U0_unadjusted,U1_age_sex_adjusted,0.36077502413069,0.310014738645248,-0.050760285485442036,0.0001771701162172,0.0030832069272123,True,False,False,False,False,False,False
TEX101,U0_unadjusted,U1_age_sex_adjusted,-0.179599986501294,-0.192481544144818,-0.012881557643524,0.000177338466313,0.0001904380809672,True,False,False,False,False,False,False
CHPF2,U0_unadjusted,U1_age_sex_adjusted,0.187546478054612,0.196066432019488,0.00851995396487601,0.0001773599635982,0.0003405160046725,True,False,False,False,False,False,False
NIT1,U0_unadjusted,U1_age_sex_adjusted,-0.204525806181251,-0.173140235220655,0.03138557096059599,0.0001777556745374,0.0031631592231921,True,False,False,False,False,False,False
DOK5,U0_unadjusted,U1_age_sex_adjusted,0.176547831587526,0.156293601433007,-0.020254230154518993,0.0001778046291289,0.0022985761507086,True,False,False,False,False,False,False
CHP2,U0_unadjusted,U1_age_sex_adjusted,-0.57067102429674,-0.531328834165145,0.03934219013159501,0.0001780860911333,0.0014278311760076,True,True,True,True,False,False,False
BSND,U0_unadjusted,U1_age_sex_adjusted,-0.175649311006162,-0.184017318206773,-0.00836800720061101,0.0001788641897635,0.0003130415351703,True,False,False,False,False,False,False
UBE2J2,U0_unadjusted,U1_age_sex_adjusted,0.173173997116077,0.174684520491672,0.0015105233755949854,0.0001788983320461,0.0005523757474398,True,False,False,False,False,False,False
ANXA2R,U0_unadjusted,U1_age_sex_adjusted,0.215674708592414,0.200968876098174,-0.014705832494240012,0.0001793052477929,0.0014317853077681,True,False,False,False,False,False,False
NXPE3,U0_unadjusted,U1_age_sex_adjusted,0.112491442814299,0.110524932047118,-0.001966510767181004,0.0001793128601438,0.0006996262412605,True,False,False,False,False,False,False
TRMT11,U0_unadjusted,U1_age_sex_adjusted,-0.220732892978574,-0.246990233718731,-0.02625734074015698,0.0001793270615767,0.0001202406659608,True,False,False,False,False,False,False
RAB22A,U0_unadjusted,U1_age_sex_adjusted,-0.130971552627102,-0.127414078775451,0.003557473851651005,0.0001795370085327,0.0008766228889058,True,False,False,False,False,False,False
MYBBP1A,U0_unadjusted,U1_age_sex_adjusted,0.195703431494855,0.178299148044097,-0.017404283450758007,0.0001796028692423,0.0016058709019275,True,False,False,False,False,False,False
IL6,U0_unadjusted,U1_age_sex_adjusted,0.392452351254873,0.334308164408656,-0.05814418684621697,0.0001796559987052,0.003399670396765,True,False,False,False,False,False,False
DHTKD1,U0_unadjusted,U1_age_sex_adjusted,-0.226909373633156,-0.237145486773521,-0.010236113140365016,0.0001797217365496,0.0003453209328216,True,False,False,False,False,False,False
CCDC47,U0_unadjusted,U1_age_sex_adjusted,-0.211134956036796,-0.198026475873438,0.013108480163358,0.0001803594444486,0.0013332332747558,True,False,False,False,False,False,False
EIF3J,U0_unadjusted,U1_age_sex_adjusted,-0.202631905726895,-0.20265445892752,-2.2553200624997327e-05,0.0001805445904516,0.0006297681824187,True,False,False,False,False,False,False
B3GALT5-AS1,U0_unadjusted,U1_age_sex_adjusted,1.10600190248336,1.28369308596018,0.17769118347682,0.0001805445904516,6.18381548163855e-05,True,True,True,True,False,False,False
TMCO4,U0_unadjusted,U1_age_sex_adjusted,-0.186731697365883,-0.205556460816629,-0.018824763450746018,0.0001819515209933,0.0001610255980443,True,False,False,False,False,False,False
PHLPP2,U0_unadjusted,U1_age_sex_adjusted,-0.202655549092348,-0.20763561136734,-0.004980062274991981,0.0001825549790535,0.0004526458915952,True,False,False,False,False,False,False
PTPN7,U0_unadjusted,U1_age_sex_adjusted,-0.0949807642591611,-0.0897055414460278,0.005275222813133307,0.0001826588828712,0.0011443571770943,True,False,False,False,False,False,False
SBDS,U0_unadjusted,U1_age_sex_adjusted,-0.167049040633387,-0.179326514997396,-0.012277474364009,0.0001830991157413,0.0002220609545204,True,False,False,False,False,False,False
FBXO34,U0_unadjusted,U1_age_sex_adjusted,-0.293332394828258,-0.286164925965182,0.00716746886307601,0.0001835646268038,0.0008574254650533,True,False,False,False,False,False,False
MORN2,U0_unadjusted,U1_age_sex_adjusted,-0.326955887499426,-0.321252633666119,0.005703253833306998,0.0001837321528833,0.0007845543241824,True,False,False,False,False,False,False
RNF44,U0_unadjusted,U1_age_sex_adjusted,-0.139123346523746,-0.14636799307418,-0.007244646550433997,0.0001842738511262,0.0002837745769741,True,False,False,False,False,False,False
IFNL1,U0_unadjusted,U1_age_sex_adjusted,-0.124008419754169,-0.135664698232183,-0.011656278478013996,0.0001857074613484,0.0001792949011715,True,False,False,False,False,False,False
KRT9,U0_unadjusted,U1_age_sex_adjusted,-0.110782147851434,-0.0967759481023425,0.014006199749091508,0.0001858841491858,0.0027804848647383,True,False,False,False,False,False,False
DNAH5,U0_unadjusted,U1_age_sex_adjusted,-0.122289516499644,-0.121422151063274,0.0008673654363699906,0.0001859417772327,0.0006943576452202,True,False,False,False,False,False,False
USP32,U0_unadjusted,U1_age_sex_adjusted,0.192389621201023,0.170013341682958,-0.02237627951806498,0.000186577926878,0.002481452834242,True,False,False,False,False,False,False
BAX,U0_unadjusted,U1_age_sex_adjusted,-0.226527417097015,-0.227847783634076,-0.001320366537061024,0.0001867111123092,0.0005890422520784,True,False,False,False,False,False,False
SNORD9,U0_unadjusted,U1_age_sex_adjusted,-0.128849868333594,-0.121228832620394,0.007621035713199997,0.0001867111123092,0.0013316401406177,True,False,False,False,False,False,False
MRPL36,U0_unadjusted,U1_age_sex_adjusted,-0.182803696824332,-0.184682502546555,-0.001878805722222987,0.000186908011968,0.000568756021137,True,False,False,False,False,False,False
ARG2,U0_unadjusted,U1_age_sex_adjusted,-0.565295951980495,-0.639750649664164,-0.07445469768366897,0.0001871641024609,9.9022076101787e-05,True,True,True,True,False,False,False
CATSPERZ,U0_unadjusted,U1_age_sex_adjusted,-0.145865886837957,-0.154490888852024,-0.00862500201406699,0.0001873200028873,0.0002801768832899,True,False,False,False,False,False,False
CCDC28B,U0_unadjusted,U1_age_sex_adjusted,0.311252186935248,0.281313405345344,-0.029938781589903984,0.000187945317073,0.0020252052047827,True,False,False,False,False,False,False
PARP14,U0_unadjusted,U1_age_sex_adjusted,0.504866954064874,0.558332502060758,0.05346554799588399,0.0001885299313079,0.0001540427458019,True,True,True,True,False,False,False
SNTB2,U0_unadjusted,U1_age_sex_adjusted,0.194839039356265,0.199775282166036,0.00493624280977098,0.0001889389549291,0.0004410970168708,True,False,False,False,False,False,False
HILPDA,U0_unadjusted,U1_age_sex_adjusted,-0.237041448329085,-0.218268475075536,0.018772973253548986,0.0001893524206718,0.0016315444669688,True,False,False,False,False,False,False
SMC6,U0_unadjusted,U1_age_sex_adjusted,-0.172177898796188,-0.1768821353076,-0.004704236511411997,0.0001895327571295,0.000455327696749,True,False,False,False,False,False,False
BTBD16,U0_unadjusted,U1_age_sex_adjusted,-0.144140817690607,-0.143305846471008,0.0008349712195989956,0.0001901687187442,0.0006844734344413,True,False,False,False,False,False,False
CACNA2D4,U0_unadjusted,U1_age_sex_adjusted,-0.126326520707363,-0.134195104509465,-0.007868583802102008,0.0001906502164084,0.0002923945856668,True,False,False,False,False,False,False
PCP2,U0_unadjusted,U1_age_sex_adjusted,-0.146807134916376,-0.142100498784059,0.004706636132317005,0.0001906995202762,0.0009675598132289,True,False,False,False,False,False,False
TNFAIP8L1,U0_unadjusted,U1_age_sex_adjusted,0.294199247046016,0.278557593033178,-0.015641654012838013,0.0001910384594158,0.0012409534113921,True,False,False,False,False,False,False
ZNF670,U0_unadjusted,U1_age_sex_adjusted,-0.217720158689881,-0.229517412138441,-0.011797253448560002,0.0001912257080414,0.0002925767239625,True,False,False,False,False,False,False
KLK4,U0_unadjusted,U1_age_sex_adjusted,-0.103768858206685,-0.10896061965021,-0.0051917614435250115,0.0001917952681305,0.000332141065456,True,False,False,False,False,False,False
TM4SF1,U0_unadjusted,U1_age_sex_adjusted,0.499225656710846,0.525044428572825,0.02581877186197895,0.0001920478973697,0.000333387303561,True,False,True,False,False,True,False
REG3G,U0_unadjusted,U1_age_sex_adjusted,-0.134877853473759,-0.133906473419036,0.0009713800547229978,0.0001922184059141,0.0007146891484205,True,False,False,False,False,False,False
