"gene_symbol","entrez_id","comparison","log2_fold_change","standard_error","moderated_statistic","p_value","adjusted_p_value","average_expression","confidence_interval_lower","confidence_interval_upper","direction","mapping_status","analysis_provenance"
"CCNL2",81669,"adjacent_vs_healthy",0.085572656561216,0.0475253170859727,1.8062899776721,0.0728934717758854,0.112148468392089,5.21219556000756,-0.00804145315969111,0.179186766282123,"up","mapped_unique","raw_cel_rma_limma"
"CATSPERE",257044,"adjacent_vs_healthy",0.0289909267499446,0.0152810284863982,1.80557047340941,0.0730064472860862,0.11231082670582,2.10540767913684,-0.00273698022829027,0.0607188337281795,"up","mapped_unique","raw_cel_rma_limma"
"CACNA2D3",55799,"adjacent_vs_healthy",0.0559798876803983,0.0308325061870186,1.80554055243087,0.0730111485670068,0.11231082670582,2.66460519646786,-0.00528597380106641,0.117245749161863,"up","mapped_unique","raw_cel_rma_limma"
"SLC15A2",6565,"adjacent_vs_healthy",-0.0649806630557994,0.0359373758649588,-1.80527100080554,0.0730535126717587,0.112366645811565,2.68567954460506,-0.13610782852196,0.00614650241036138,"down","mapped_unique","raw_cel_rma_limma"
"GRIP2",80852,"adjacent_vs_healthy",-0.055355405475094,0.0304855416943754,-1.80510126892538,0.0730801990198489,0.112398343027533,2.52532062040064,-0.115952560342093,0.00524174939190473,"down","mapped_unique","raw_cel_rma_limma"
"BTBD19",149478,"adjacent_vs_healthy",-0.0619424716735586,0.0342263092428822,-1.80484495645999,0.0731205133984646,0.112450993324263,2.45440868442584,-0.129760069067596,0.00587512572047852,"down","mapped_unique","raw_cel_rma_limma"
"ZNF501",115560,"adjacent_vs_healthy",0.093240601148167,0.0518816612217923,1.80474807537585,0.0731357562282856,0.112465080893297,3.0343882849303,-0.0088491738308422,0.195330376127176,"up","mapped_unique","raw_cel_rma_limma"
"XAB2",56949,"adjacent_vs_healthy",0.102266873186144,0.0569650512638783,1.80447555465953,0.0731786474829662,0.112519048059111,3.8618708015461,-0.00972273974361194,0.214256486115901,"up","mapped_unique","raw_cel_rma_limma"
"EBF2",64641,"adjacent_vs_healthy",-0.0470152575952532,0.0257439996242908,-1.80444776910491,0.0731830217392577,0.112519048059111,2.22207015892925,-0.0985011533859204,0.00447063819541411,"down","mapped_unique","raw_cel_rma_limma"
"IZUMO4",113177,"adjacent_vs_healthy",0.0563615287055912,0.031080950887329,1.80374832334726,0.0732932060895181,0.112679087103616,2.56792943979146,-0.00538330036308517,0.118106357774268,"up","mapped_unique","raw_cel_rma_limma"
"NMUR2",56923,"adjacent_vs_healthy",-0.041528652851369,0.0226100140961306,-1.80351532596324,0.0733299408093056,0.112724353209316,2.50151759204866,-0.0870297401848341,0.00397243448209612,"down","mapped_unique","raw_cel_rma_limma"
"DNPEP",23549,"adjacent_vs_healthy",-0.0754081120785486,0.0418680064527314,-1.80348424091604,0.0733348428747896,0.112724353209316,5.29402004813611,-0.158030831512891,0.00721460735579373,"down","mapped_unique","raw_cel_rma_limma"
"HOXA5",3202,"adjacent_vs_healthy",-0.137810263625705,0.0769681368509564,-1.80333231881689,0.0733588046581675,0.112751811980841,7.55999291993006,-0.288818128304102,0.013197601052691,"down","mapped_unique","raw_cel_rma_limma"
"MTERF3",51001,"adjacent_vs_healthy",-0.0803169772716243,0.044648719317801,-1.80304358768651,0.0734043623586785,0.112812456155928,7.0546117995749,-0.168339720408933,0.00770576586568432,"down","mapped_unique","raw_cel_rma_limma"
"RELL2",285613,"adjacent_vs_healthy",-0.0831489627633859,0.0462757052735792,-1.80189337713876,0.0735860814517976,0.113082334278901,3.59477724244028,-0.174333566687272,0.00803564116050047,"down","mapped_unique","raw_cel_rma_limma"
"LRRC18",474354,"adjacent_vs_healthy",-0.0458763071178239,0.0251310776763744,-1.80179490746174,0.0736016557004328,0.113096868104463,2.2697918294899,-0.0961889192209874,0.00443630498533968,"down","mapped_unique","raw_cel_rma_limma"
"MEGF10",84466,"adjacent_vs_healthy",0.100144781296804,0.0558581275908049,1.80172578389568,0.0736125901097863,0.113104270494428,2.63576931981834,-0.00968835822328301,0.209977920816891,"up","mapped_unique","raw_cel_rma_limma"
"DGAT1",8694,"adjacent_vs_healthy",-0.0935142970569531,0.0521553401437163,-1.80064917954774,0.073783067560941,0.113356785974391,5.83896002582315,-0.19613681710552,0.00910822299161421,"down","mapped_unique","raw_cel_rma_limma"
"OR6P1",128366,"adjacent_vs_healthy",-0.0552249489268815,0.0304902961044876,-1.8005749438028,0.0737948346014501,0.113365444647791,2.32296488687824,-0.115831265440752,0.00538136758698951,"down","mapped_unique","raw_cel_rma_limma"
"XPNPEP3",63929,"adjacent_vs_healthy",-0.0487056454776171,0.026771678946743,-1.8004401420701,0.0738162058639431,0.113388854899419,2.43066154619033,-0.102161390285702,0.00475009933046774,"down","mapped_unique","raw_cel_rma_limma"
"VN1R4",317703,"adjacent_vs_healthy",-0.0673859936811256,0.0374137528856857,-1.79976598326324,0.0739231626935849,0.113543718076457,2.62708512590764,-0.141371622076436,0.00659963471418493,"down","mapped_unique","raw_cel_rma_limma"
"SLC24A5",283652,"adjacent_vs_healthy",0.0734682069115489,0.0408742270128733,1.79908133597164,0.0740319144863409,0.113693436845305,2.58514380886812,-0.00722600999503456,0.154162423818132,"up","mapped_unique","raw_cel_rma_limma"
"GALNTL5",168391,"adjacent_vs_healthy",-0.0615931642450547,0.0341403516471692,-1.79907491135626,0.0740329356201983,0.113693436845305,2.43711218161504,-0.129244603057126,0.0060582745670171,"down","mapped_unique","raw_cel_rma_limma"
"OR5B17",219965,"adjacent_vs_healthy",-0.0549690372144389,0.0303715980347286,-1.79902022767294,0.0740416275622896,0.113697341884124,2.33194397096454,-0.115346638191414,0.00540856376253668,"down","mapped_unique","raw_cel_rma_limma"
"GDI2",2665,"adjacent_vs_healthy",-0.0547683296608259,0.0302585031466112,-1.79894360121562,0.0740538087140529,0.113706603813556,10.3661042820926,-0.114928037291889,0.00539137797023752,"down","mapped_unique","raw_cel_rma_limma"
"LGALS13",29124,"adjacent_vs_healthy",-0.0658856889401518,0.0365872479340414,-1.79860449100939,0.0741077362379538,0.113778757284499,2.1799467841088,-0.138270790335989,0.00649941245568526,"down","mapped_unique","raw_cel_rma_limma"
"ANKRD7",56311,"adjacent_vs_healthy",0.0415695235413152,0.0226993187665917,1.79857072796298,0.074113107232802,0.113778757284499,2.01083799966233,-0.00410155785126329,0.0872406049338936,"up","mapped_unique","raw_cel_rma_limma"
"DISC1",27185,"adjacent_vs_healthy",-0.0585430763158752,0.032421089792483,-1.79826474350194,0.0741617976191995,0.113844054626733,2.3874754676218,-0.122873391518848,0.0057872388870977,"down","mapped_unique","raw_cel_rma_limma"
"ANO4",121601,"adjacent_vs_healthy",-0.048758839122466,0.0268383825779605,-1.79810214940959,0.0741876814706335,0.113874334251371,2.48650369058825,-0.102342547424771,0.00482486917983855,"down","mapped_unique","raw_cel_rma_limma"
"SLC26A5",375611,"adjacent_vs_healthy",-0.0358209113716597,0.0193776843840223,-1.7976023775381,0.0742672883808283,0.11398706417876,2.36038778794022,-0.075197380123363,0.00355555738004366,"down","mapped_unique","raw_cel_rma_limma"
"TMEM179",388021,"adjacent_vs_healthy",-0.0622923659590238,0.034567636841523,-1.79754900773675,0.0742757936349738,0.113990656068282,2.34637525551179,-0.130769859515844,0.00618512759779642,"down","mapped_unique","raw_cel_rma_limma"
"PHACTR4",65979,"adjacent_vs_healthy",-0.0827005503011176,0.0461571739907427,-1.79671590970653,0.0744086641900083,0.114185094271164,7.53321957301099,-0.173654749608165,0.00825364900592998,"down","mapped_unique","raw_cel_rma_limma"
"UPK3A",7380,"adjacent_vs_healthy",-0.076750704042138,0.0427949267760524,-1.79646886006805,0.074448103755182,0.11423613596957,2.86787506162375,-0.161172860889817,0.00767145280554112,"down","mapped_unique","raw_cel_rma_limma"
"YWHAB",7529,"adjacent_vs_healthy",-0.0504947941409242,0.02786056152769,-1.79633123857331,0.0744700814444099,0.1142603772224,11.1039189059696,-0.106040942859337,0.00505135457748881,"down","mapped_unique","raw_cel_rma_limma"
"MAPK8IP3",23162,"adjacent_vs_healthy",-0.060747989655709,0.0337146501410886,-1.79623303806875,0.0744857670075933,0.114274961165815,2.69896010543314,-0.127576687542481,0.00608070823106274,"down","mapped_unique","raw_cel_rma_limma"
"SDR9C7",121214,"adjacent_vs_healthy",-0.055175336471335,0.0305411656730187,-1.7960523472326,0.0745146358727911,0.114309766638008,2.31802938604441,-0.115879680287039,0.00552900734436919,"down","mapped_unique","raw_cel_rma_limma"
"TCAF2",285966,"adjacent_vs_healthy",-0.0619536128596243,0.0344094538488067,-1.79579421309401,0.0745558938250489,0.114363570335586,2.40444173096488,-0.130125268082172,0.00621804236292317,"down","mapped_unique","raw_cel_rma_limma"
"OR6Y1",391112,"adjacent_vs_healthy",0.063811106213854,0.0354734001691815,1.7954415375735,0.0746122929338147,0.114440588664142,2.61166239151918,-0.0064182640487211,0.134040476476429,"up","mapped_unique","raw_cel_rma_limma"
"CBX2",84733,"adjacent_vs_healthy",-0.058631405840222,0.0325262432110189,-1.79531278635747,0.0746328913210167,0.114462687502123,2.65870029410822,-0.123164717546589,0.00590190586614479,"down","mapped_unique","raw_cel_rma_limma"
"LCE3A",353142,"adjacent_vs_healthy",-0.0648412889977705,0.0360675872518096,-1.79503906440746,0.0746766985831721,0.114520374620789,2.64847742917671,-0.136220460770143,0.00653788277460185,"down","mapped_unique","raw_cel_rma_limma"
"HS2ST1",9653,"adjacent_vs_healthy",-0.0968134541360359,0.054238348891231,-1.79330249745823,0.0749551183835856,0.114937812150647,3.98331464840999,-0.203491715999128,0.00986480772705624,"down","mapped_unique","raw_cel_rma_limma"
"ITM2A",9452,"adjacent_vs_healthy",0.197241011564294,0.110925109360763,1.79319485464011,0.0749724046566876,0.114954785811606,8.06602278262352,-0.0201109210694493,0.414592944198036,"up","mapped_unique","raw_cel_rma_limma"
"KIF5C",3800,"adjacent_vs_healthy",0.053922590142705,0.0298862513267027,1.7925284120693,0.0750795013504599,0.115109451075456,2.50979952617536,-0.00552010142694755,0.113365281712357,"up","mapped_unique","raw_cel_rma_limma"
"EML6",400954,"adjacent_vs_healthy",0.11202170623577,0.0628806522185746,1.79208416331185,0.0751509617751679,0.115209458852737,2.70563397377683,-0.0114983697928525,0.235541782264392,"up","mapped_unique","raw_cel_rma_limma"
"CSTL1",128817,"adjacent_vs_healthy",-0.054338463736991,0.0301370459614412,-1.79179278083626,0.0751978630778626,0.115271803043416,2.31463553772135,-0.114264195004926,0.00558726753094414,"down","mapped_unique","raw_cel_rma_limma"
"ADGRG6",57211,"adjacent_vs_healthy",-0.105675375446839,0.059312503626731,-1.79144261303647,0.0752542584764977,0.115348689316956,3.3530042340474,-0.222239436030884,0.0108886851372062,"down","mapped_unique","raw_cel_rma_limma"
"CSTA",1475,"adjacent_vs_healthy",-0.241239619261821,0.135874599195674,-1.79119402435572,0.0752943154699739,0.115400521637916,5.82226585237208,-0.507373257849201,0.0248940193255597,"down","mapped_unique","raw_cel_rma_limma"
"TIFA",92610,"adjacent_vs_healthy",-0.128914131786907,0.0724789265606165,-1.79084289382888,0.0753509257706998,0.115477713841711,4.34849695603803,-0.271159066128379,0.0133308025545655,"down","mapped_unique","raw_cel_rma_limma"
"ILDR1",286676,"adjacent_vs_healthy",-0.120051817105634,0.0674958415944964,-1.790094995472,0.0754716211461856,0.115653097546243,5.26138414212695,-0.252573343215215,0.0124697090039473,"down","mapped_unique","raw_cel_rma_limma"
"RASGEF1A",221002,"adjacent_vs_healthy",0.164132226665398,0.0924554369773947,1.78934848197827,0.0755922519411759,0.115822466820538,3.24643598654764,-0.0171239025022204,0.345388355833017,"up","mapped_unique","raw_cel_rma_limma"
"DIPK2B",79742,"adjacent_vs_healthy",0.0437729988919422,0.024099189300572,1.78933350088056,0.0755946743964443,0.115822466820538,2.90681656358479,-0.00456723830847336,0.0921132360923577,"up","mapped_unique","raw_cel_rma_limma"
"TPTE2P1",646405,"adjacent_vs_healthy",-0.0455259108722381,0.0251155407638156,-1.789090090819,0.0756340429627221,0.115867522235356,2.147443651711,-0.0958087976099888,0.0047569758655126,"down","mapped_unique","raw_cel_rma_limma"
"PTPN12",5782,"adjacent_vs_healthy",0.0969875822817086,0.0544665654566446,1.78907419793266,0.0756366140281636,0.115867522235356,6.24811744143851,-0.0101351274813398,0.204110292044757,"up","mapped_unique","raw_cel_rma_limma"
"SELPLG",6404,"adjacent_vs_healthy",0.0687905915931957,0.0384616805696554,1.78820756260369,0.0757769227364044,0.116072844121955,3.39224676981095,-0.00722538619086197,0.144806569377253,"up","mapped_unique","raw_cel_rma_limma"
"MRPS31",10240,"adjacent_vs_healthy",-0.0438840988026152,0.0241824856962639,-1.78799134723653,0.0758119615344934,0.116116896021602,4.53089799682435,-0.0923834066279423,0.00461520902271184,"down","mapped_unique","raw_cel_rma_limma"
"TBC1D19",55296,"adjacent_vs_healthy",0.129062332215533,0.0726845582466464,1.78785738346358,0.0758336777432967,0.116140536856917,3.4206611266646,-0.0135839330062234,0.271708597437289,"up","mapped_unique","raw_cel_rma_limma"
"TNS4",84951,"adjacent_vs_healthy",-0.0821526892078528,0.0460789113531535,-1.78780349845447,0.075842414223028,0.116144296752012,3.43737000824291,-0.172954763679277,0.00864938526357102,"down","mapped_unique","raw_cel_rma_limma"
"KCNH1",3756,"adjacent_vs_healthy",0.046191039008157,0.0255217063875953,1.78759334152115,0.0758764952960417,0.116163979046302,2.62056395897413,-0.00486919160621218,0.0972512696225262,"up","mapped_unique","raw_cel_rma_limma"
"WDR3",10885,"adjacent_vs_healthy",0.0594088846774321,0.0331156942694405,1.78758973007384,0.0758770810734279,0.116163979046302,4.29522379791278,-0.00626267296047942,0.125080442315344,"up","mapped_unique","raw_cel_rma_limma"
"SLC1A4",6509,"adjacent_vs_healthy",-0.0741617722496644,0.0415370513443173,-1.7875734148679,0.0758797274491368,0.116163979046302,3.89171650860988,-0.156142162535291,0.00781861803596186,"down","mapped_unique","raw_cel_rma_limma"
"ZNF566",84924,"adjacent_vs_healthy",-0.0852668700428483,0.0478556460901207,-1.78756928762173,0.0758803969129929,0.116163979046302,4.07040342715584,-0.179523347631181,0.00898960754548488,"down","mapped_unique","raw_cel_rma_limma"
"PTPRT",11122,"adjacent_vs_healthy",-0.071408053420063,0.03996977713095,-1.78749620090342,0.0758922528194144,0.116172510524958,2.88480043201184,-0.150347819656664,0.00753171281653844,"down","mapped_unique","raw_cel_rma_limma"
"OR51M1",390059,"adjacent_vs_healthy",-0.0598967449109837,0.0334163341683925,-1.786471077077,0.07605870624267,0.116417672055213,2.36544022556872,-0.126149051197823,0.00635556137585519,"down","mapped_unique","raw_cel_rma_limma"
"B4GAT1",11041,"adjacent_vs_healthy",0.107971714372996,0.0607866473236879,1.78633592514338,0.0760806738265812,0.116435906766052,4.28331979082161,-0.011465766194038,0.227409194940031,"up","mapped_unique","raw_cel_rma_limma"
"OR6C4",341418,"adjacent_vs_healthy",-0.0621185002100226,0.0346907805653973,-1.78632029965658,0.0760832139290127,0.116435906766052,2.28480469008323,-0.130834108769598,0.00659710834955254,"down","mapped_unique","raw_cel_rma_limma"
"RRP12",23223,"adjacent_vs_healthy",0.0924824277861931,0.0519938918307562,1.78625055560745,0.0760945524776862,0.1164436212292,3.90833007535139,-0.00982581235127283,0.194790667923659,"up","mapped_unique","raw_cel_rma_limma"
"GIPC3",126326,"adjacent_vs_healthy",-0.0656726244325552,0.0367390633740835,-1.78553754260586,0.0762105495409838,0.116611474761072,2.96603005073492,-0.138351659887772,0.00700641102266174,"down","mapped_unique","raw_cel_rma_limma"
"NDUFAF2",91942,"adjacent_vs_healthy",-0.125160617037906,0.0705875750428991,-1.78501856428239,0.0762950715020131,0.116731143737875,7.61058757502412,-0.263714508313587,0.013393274237774,"down","mapped_unique","raw_cel_rma_limma"
"PLBD1",79887,"adjacent_vs_healthy",-0.140489971768035,0.079292132897691,-1.78476954646143,0.0763356545050273,0.116783572050137,8.85418413737252,-0.296035291257509,0.0150553477214382,"down","mapped_unique","raw_cel_rma_limma"
"NR2E1",7101,"adjacent_vs_healthy",-0.0397912778220149,0.0218517035971509,-1.78461991857506,0.0763600482551453,0.116811226295825,2.26291878660881,-0.0838504080021899,0.00426785235816014,"down","mapped_unique","raw_cel_rma_limma"
"NEK7",140609,"adjacent_vs_healthy",-0.119592095207176,0.0674548779038789,-1.78431606357553,0.0764096053256235,0.116877366187192,7.74079680551303,-0.252033707290376,0.0128495168760236,"down","mapped_unique","raw_cel_rma_limma"
"NAA16",79612,"adjacent_vs_healthy",0.095540540150385,0.0537916849329182,1.78427228489273,0.0764167475697352,0.116878622099794,2.87174866666828,-0.0102679048029068,0.201348985103677,"up","mapped_unique","raw_cel_rma_limma"
"DNALI1",7802,"adjacent_vs_healthy",-0.0582591833522863,0.0325238664260189,-1.78404206351875,0.076454315933151,0.116926410389079,2.73515992260024,-0.122787906528263,0.00626953982369083,"down","mapped_unique","raw_cel_rma_limma"
"SLC26A7",115111,"adjacent_vs_healthy",-0.0383941230843332,0.0210454982859996,-1.78389996370837,0.0764775118904058,0.116952211963742,2.26454258725923,-0.0809234025764645,0.00413515640779808,"down","mapped_unique","raw_cel_rma_limma"
"C2CD4A",145741,"adjacent_vs_healthy",0.188295814581885,0.10644823936248,1.78368437331147,0.0765127153043283,0.116996369994792,3.49539712001263,-0.0203052056672198,0.39689683483099,"up","mapped_unique","raw_cel_rma_limma"
"ABCE1",6059,"adjacent_vs_healthy",-0.0908302482061645,0.0511313798102122,-1.78360737991906,0.0765252906671472,0.117005922801253,4.49848283436078,-0.191459677432113,0.00979918101978408,"down","mapped_unique","raw_cel_rma_limma"
"IFT57",55081,"adjacent_vs_healthy",0.0814855161202228,0.0458171451685748,1.78327668461933,0.0765793226273911,0.117078855248922,3.9655759620339,-0.00880776985446102,0.171778802094907,"up","mapped_unique","raw_cel_rma_limma"
"PYROXD1",79912,"adjacent_vs_healthy",-0.110188495578528,0.0621710730494519,-1.78272549716647,0.0766694503960494,0.117206956413638,5.00172641568233,-0.232325017006199,0.0119480258491439,"down","mapped_unique","raw_cel_rma_limma"
"CD1C",911,"adjacent_vs_healthy",0.122868176661075,0.0693783422098037,1.78268315033204,0.0766763783776274,0.117207856828896,3.28918530622606,-0.0133261518842671,0.259062505206417,"up","mapped_unique","raw_cel_rma_limma"
"CHAC1",79094,"adjacent_vs_healthy",-0.0522058927016071,0.0290712736192427,-1.78250351219937,0.0767057730757982,0.117243096980368,2.53769361830793,-0.110079812915533,0.00566802751231883,"down","mapped_unique","raw_cel_rma_limma"
"SIAE",54414,"adjacent_vs_healthy",-0.140958933208586,0.0796645587697588,-1.78239423348317,0.0767236592017952,0.117260742159133,7.26762322531363,-0.297231449391798,0.0153135829746255,"down","mapped_unique","raw_cel_rma_limma"
"C1QL4",338761,"adjacent_vs_healthy",-0.0660656794078127,0.0370319394457389,-1.78231659800271,0.0767363682273873,0.117270472644383,2.30065025661397,-0.139311832956247,0.00718047414062173,"down","mapped_unique","raw_cel_rma_limma"
"CYSLTR2",57105,"adjacent_vs_healthy",-0.0406691066370062,0.0223962240925441,-1.78211998391086,0.0767685619555074,0.117309976079118,2.43401591170623,-0.0857633870744846,0.00442517380047219,"down","mapped_unique","raw_cel_rma_limma"
"MBLAC1",255374,"adjacent_vs_healthy",-0.0845457798563123,0.0476021581657957,-1.78177041773762,0.0768258276281468,0.117387782236545,3.2031025452403,-0.17830931202627,0.00921775231364561,"down","mapped_unique","raw_cel_rma_limma"
"LIG3",3980,"adjacent_vs_healthy",-0.0298197190355949,0.016007653938978,-1.78172104187725,0.0768339191793888,0.117390445019575,2.40987748511896,-0.0628915018486914,0.00325206377750161,"down","mapped_unique","raw_cel_rma_limma"
"ZNF30",90075,"adjacent_vs_healthy",-0.0850209488099138,0.0478808922418518,-1.78148574637541,0.0768724882611386,0.11743966850768,3.39895479021809,-0.179326523154774,0.00928462553494622,"down","mapped_unique","raw_cel_rma_limma"
"BAG1",573,"adjacent_vs_healthy",0.0803715915783627,0.0452417807385865,1.78095400681768,0.0769597084699466,0.117563203041087,7.25431883750656,-0.00880351431620155,0.169546697472927,"up","mapped_unique","raw_cel_rma_limma"
"ZNF507",22847,"adjacent_vs_healthy",0.0715585355657207,0.0402090590516454,1.78079370924105,0.0769860177472965,0.117593677666048,3.74513771102327,-0.00784532177594786,0.150962392907389,"up","mapped_unique","raw_cel_rma_limma"
"ZNF583",147949,"adjacent_vs_healthy",0.0789357264646191,0.044433196005542,1.7805056051658,0.0770333222281806,0.117656214108629,3.09725792641356,-0.00866829321430899,0.166539746143547,"up","mapped_unique","raw_cel_rma_limma"
"SURF2",6835,"adjacent_vs_healthy",0.0716739725118245,0.040291047613066,1.78010127959978,0.077099749738393,0.117747945210447,6.1655238830778,-0.00788891430748868,0.151236859331138,"up","mapped_unique","raw_cel_rma_limma"
"ARRB2",409,"adjacent_vs_healthy",-0.119357039157312,0.0674876528194508,-1.77994971583255,0.0771246626206121,0.117776264606468,4.85890338254823,-0.251862590168181,0.0131485118535569,"down","mapped_unique","raw_cel_rma_limma"
"ZNF790",388536,"adjacent_vs_healthy",-0.0671710645239902,0.0377171676674205,-1.77988604211204,0.0771351307917825,0.117782522779755,2.74097912927518,-0.141744440236437,0.00740231118845605,"down","mapped_unique","raw_cel_rma_limma"
"ALG3",10195,"adjacent_vs_healthy",-0.102107158893781,0.057672334887763,-1.77975636980714,0.0771564529656676,0.117805352215953,6.37701239492415,-0.215474877041218,0.0112605592536556,"down","mapped_unique","raw_cel_rma_limma"
"IKZF2",22807,"adjacent_vs_healthy",-0.0754945235953337,0.0424888052670567,-1.77959465393164,0.0771830509002323,0.117836232445322,2.77715985134841,-0.159322334582463,0.00833328739179602,"down","mapped_unique","raw_cel_rma_limma"
"SPEF1",25876,"adjacent_vs_healthy",-0.0597730092426771,0.0334807143224892,-1.77943985980331,0.0772085174615045,0.117865380437848,2.39095588241281,-0.126149696712759,0.00660367822740479,"down","mapped_unique","raw_cel_rma_limma"
"PSMC3IP",29893,"adjacent_vs_healthy",0.102728972424956,0.0580521315370168,1.77898139463888,0.0772839842293028,0.117970846891753,4.910308827993,-0.0113788209296339,0.216836765779545,"up","mapped_unique","raw_cel_rma_limma"
"FAF1",11124,"adjacent_vs_healthy",-0.0479355217484136,0.0266725870645578,-1.77829506725837,0.0773970722662582,0.118133718524279,2.73689154448809,-0.101201192954297,0.00533014945747012,"down","mapped_unique","raw_cel_rma_limma"
"CLEC4C",170482,"adjacent_vs_healthy",-0.0399745562410097,0.0220433278244305,-1.7781447072309,0.0774218656746772,0.118153931561702,2.17753624238825,-0.0843978052847535,0.00444869280273423,"down","mapped_unique","raw_cel_rma_limma"
"CWC22",57703,"adjacent_vs_healthy",0.0694121069921918,0.0390401241879962,1.7781372502926,0.0774230954462728,0.118153931561702,6.96105904578741,-0.00772506566917577,0.146549279653559,"up","mapped_unique","raw_cel_rma_limma"
"LRRN3",54674,"adjacent_vs_healthy",-0.17700458359146,0.10040518824205,-1.7773572876812,0.0775518128873197,0.118340597531282,3.36152103459169,-0.37379481774254,0.0197856505596196,"down","mapped_unique","raw_cel_rma_limma"
"GAPVD1",26130,"adjacent_vs_healthy",0.102568427660659,0.05802730966597,1.77695444098248,0.0776183637126945,0.118431470134189,5.1713158892563,-0.0114909962864072,0.216627851607724,"up","mapped_unique","raw_cel_rma_limma"
"DIRC1",116093,"adjacent_vs_healthy",-0.0371420053488913,0.0203983853920262,-1.77691928049106,0.077624174502771,0.118431470134189,2.0647961183531,-0.0784459392974319,0.00416192859964924,"down","mapped_unique","raw_cel_rma_limma"
"VN1R2",317701,"adjacent_vs_healthy",-0.0498381930623295,0.0278038015977701,-1.77646029388998,0.0777000616481588,0.118537470286671,2.29819071759938,-0.105275299273913,0.00559891314925434,"down","mapped_unique","raw_cel_rma_limma"
"MYOM2",9172,"adjacent_vs_healthy",0.113298670205717,0.0641708792601791,1.77633012881534,0.0777215937649552,0.118560536978304,4.38615439640484,-0.0127374133751623,0.239334753786596,"up","mapped_unique","raw_cel_rma_limma"
"B4GALNT1",2583,"adjacent_vs_healthy",-0.0499831404120941,0.027897897129631,-1.7758361134084,0.0778033592643631,0.11867547539994,2.51151360609343,-0.1056010196263,0.00563473880211235,"down","mapped_unique","raw_cel_rma_limma"
"ZC3HAV1L",92092,"adjacent_vs_healthy",-0.0439879289795333,0.0244290889789491,-1.7749808006723,0.0779450911239102,0.118881855553996,2.20690755613088,-0.0929583259333355,0.00498246797426895,"down","mapped_unique","raw_cel_rma_limma"
"ABHD17A",81926,"adjacent_vs_healthy",-0.0481129191164449,0.0268298841841299,-1.77482228530188,0.0779713816434238,0.118912145050058,9.20691279628127,-0.10168032350281,0.00545448526992067,"down","mapped_unique","raw_cel_rma_limma"
"MPP4",58538,"adjacent_vs_healthy",-0.0358487427275858,0.0196720079087377,-1.77399130350539,0.0781093232389817,0.119112691685672,2.17484179649033,-0.0757802966935988,0.00408281123842726,"down","mapped_unique","raw_cel_rma_limma"
"SCAND1",51282,"adjacent_vs_healthy",-0.0826651061641854,0.0467414541316386,-1.77379507214076,0.0781419265928467,0.119152583102568,7.36754635374227,-0.174755123099795,0.00942491077142389,"down","mapped_unique","raw_cel_rma_limma"
"ANKRD27",84079,"adjacent_vs_healthy",0.0733351711492425,0.0413923302961831,1.77372579295663,0.0781534398297836,0.119160311903414,7.61517358958998,-0.00836436625000206,0.155034708548487,"up","mapped_unique","raw_cel_rma_limma"
"FGFBP1",9982,"adjacent_vs_healthy",0.303473325901713,0.172669575063868,1.77365053422027,0.0781659483658135,0.119169556834094,7.0029025685511,-0.0346275059735848,0.641574157777011,"up","mapped_unique","raw_cel_rma_limma"
"TMEM174",134288,"adjacent_vs_healthy",-0.0637024103763681,0.0358586279830171,-1.77355901240782,0.0781811621587585,0.119182924257189,2.28943621855772,-0.134677179918458,0.0072723591657213,"down","mapped_unique","raw_cel_rma_limma"
"ACTL7A",10881,"adjacent_vs_healthy",-0.0545089145782263,0.0305622257617728,-1.77317367980083,0.0782452432211803,0.119268886982167,2.55156431218241,-0.115253843322379,0.00623601416592641,"down","mapped_unique","raw_cel_rma_limma"
"BBS1",582,"adjacent_vs_healthy",-0.0523301778921774,0.0293020310819626,-1.77314236633361,0.0782504525679106,0.119268886982167,2.75693944547253,-0.110648144575285,0.00598778879093003,"down","mapped_unique","raw_cel_rma_limma"
"FLOT1",10211,"adjacent_vs_healthy",-0.0803946745888258,0.0454655047395207,-1.77282220582865,0.0783037312264456,0.119340256377924,7.93419075191115,-0.170004548819241,0.0092151996415893,"down","mapped_unique","raw_cel_rma_limma"
"MSLNL",401827,"adjacent_vs_healthy",-0.0618666501942879,0.0348250476167933,-1.77238088036414,0.0783772221189993,0.119430289766996,2.2987266425405,-0.130841905102188,0.00710860471361249,"down","mapped_unique","raw_cel_rma_limma"
"ZNF671",79891,"adjacent_vs_healthy",0.114153567350125,0.0648040125179992,1.77236957917526,0.0783791047725932,0.119430289766996,3.11314726872383,-0.0131172900108296,0.24142442471108,"up","mapped_unique","raw_cel_rma_limma"
"TMEM259",91304,"adjacent_vs_healthy",0.0744875939815683,0.0420869848569724,1.77235110081816,0.0783821831434559,0.119430289766996,3.00702817960456,-0.00856017235143847,0.157535360314575,"up","mapped_unique","raw_cel_rma_limma"
"PARVB",29780,"adjacent_vs_healthy",0.0692511560309845,0.039084388814681,1.7720428485415,0.0784335505748885,0.119498710458939,2.74752576169328,-0.00797182765920854,0.146474139721178,"up","mapped_unique","raw_cel_rma_limma"
