gene_symbol,entrez_id,log2_fold_change,standard_error,test_statistic,p_value,adjusted_p_value,comparison,direction,annotation_status,method,adjacent_direction_consistency,healthy,adjacent_normal,tumor,healthy_to_adjacent,adjacent_to_tumor,trajectory_category,rule_tolerance
PRAP1,,-1.2760028979591826,0.15925519052361764,-8.012315917388893,3.669614935516144e-13,4.590635241276438e-12,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9081632653061225,10.013308000000002,8.73730510204082,8.554855102040815,-1.2760028979591826,-0.18245000000000466,monotonic_down,0.15
IRS2,,0.6472823061224506,0.08015227834206998,8.075656980828553,3.683695495400989e-13,4.6052240467783875e-12,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9183673469387755,6.0563829999999985,6.703665306122449,7.078154591836732,0.6472823061224506,0.37448928571428297,monotonic_up,0.15
CRYBG3,,0.5272213061224464,0.06260932021906462,8.420811858006832,3.8183200934034863e-13,4.767266529731303e-12,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,7.336594000000002,7.863815306122448,7.131895918367349,0.5272213061224464,-0.7319193877550987,adjacent_specific,0.15
DZIP1,,0.8071038775510204,0.09839413900312811,8.202763759387754,3.8370332661198273e-13,4.787491047635748e-12,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,2.49179,3.2988938775510204,2.6761683673469387,0.8071038775510204,-0.6227255102040816,adjacent_specific,0.15
EHBP1,,0.532009510204082,0.06618165100720913,8.03862554208765,4.048016112333818e-13,5.040825819413727e-12,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9081632653061225,4.176065999999999,4.708075510204081,4.72662142857143,0.532009510204082,0.018545918367348868,field_shift_then_plateau,0.15
SDHD,,-0.6011511428571499,0.0704302478124536,-8.535411439385184,4.130129458212681e-13,5.139716659109114e-12,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9387755102040817,8.819644000000004,8.218492857142854,7.2130928571428585,-0.6011511428571499,-1.0053999999999954,monotonic_down,0.15
MRAP2,,-0.6147807142857151,0.07329548039155587,-8.38770291157737,4.1633301341170195e-13,5.1749241518034515e-12,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9285714285714286,4.450370000000001,3.835589285714286,3.4545494897959177,-0.6147807142857151,-0.38103979591836845,monotonic_down,0.15
TCEA2,,0.5836642448979603,0.07184783173996474,8.123616687701684,4.2974830857652185e-13,5.3270884083964684e-12,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,3.494522999999999,4.0781872448979595,3.788611224489795,0.5836642448979603,-0.2895760204081643,non_monotonic,0.15
TCEAL6,,0.5842514693877545,0.07205581979098229,8.10831756661067,4.428441679773219e-13,5.475164258628707e-12,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8979591836734694,3.590397000000001,4.174648469387756,3.489064795918367,0.5842514693877545,-0.6855836734693885,adjacent_specific,0.15
MLL3,,0.55547644897959,0.0677922258424497,8.19380750634338,4.666711857233232e-13,5.762269374949464e-12,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8673469387755102,5.941145999999999,6.496622448979589,6.468201020408162,0.55547644897959,-0.028421428571427043,field_shift_then_plateau,0.15
RIMKLB,,0.5781463265306139,0.07145326973266448,8.091250809006958,4.785750251638745e-13,5.897778950886841e-12,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9081632653061225,2.93702,3.515166326530614,3.1922591836734706,0.5781463265306139,-0.3229071428571433,non_monotonic,0.15
TMEM170A,,-0.5609826530612247,0.07038373296849262,-7.970345268733465,4.82083390502804e-13,5.937171898559759e-12,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8877551020408163,6.78305,6.2220673469387755,5.897433673469388,-0.5609826530612247,-0.3246336734693873,monotonic_down,0.15
ATPAF1,,-0.502379673469382,0.06091250550369951,-8.247562127269086,4.86381486101647e-13,5.9862336750971934e-12,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,7.827245999999998,7.324866326530616,7.1515367346938765,-0.502379673469382,-0.17332959183673946,monotonic_down,0.15
HMMR,,-0.8339826938775516,0.10305900397971163,-8.092283659579428,4.868480070864121e-13,5.988104686644242e-12,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8775510204081632,5.7759480000000005,4.941965306122449,6.2309086734693855,-0.8339826938775516,1.2889433673469366,adjacent_specific,0.15
NT5DC3,,0.6786002857142872,0.08528271320129129,7.957067267695846,4.93836213162627e-13,6.066220321688011e-12,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,3.5236389999999993,4.2022392857142865,4.202941836734695,0.6786002857142872,0.0007025510204083929,field_shift_then_plateau,0.15
OAS3,,1.1791613469387778,0.14828502156788884,7.951992281290031,4.986153577791771e-13,6.120977699623167e-12,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8163265306122449,4.598156,5.777317346938778,5.539960204081633,1.1791613469387778,-0.23735714285714504,non_monotonic,0.15
CKAP4,,0.5570014693877621,0.06873564637051036,8.103531410548172,5.249212010593879e-13,6.4273309763155916e-12,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9183673469387755,8.739996999999997,9.29699846938776,9.247434183673471,0.5570014693877621,-0.04956428571428795,field_shift_then_plateau,0.15
PLEKHO1,,1.1696688979591858,0.14674952619411566,7.970512261906622,5.396325795370841e-13,6.598975153748286e-12,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8877551020408163,5.356575999999999,6.5262448979591845,5.744375510204078,1.1696688979591858,-0.7818693877551066,adjacent_specific,0.15
CLIP1,,0.5736904285714273,0.07231192077175236,7.933552621043519,5.5673537180716e-13,6.7993851694729486e-12,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9183673469387755,5.318006000000001,5.891696428571429,5.702215816326531,0.5736904285714273,-0.18948061224489798,non_monotonic,0.15
SH3YL1,,-0.8273618367346938,0.10217203799144256,-8.09773254012991,5.59477936730232e-13,6.828499945733088e-12,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,7.209970000000001,6.382608163265307,7.145581122448978,-0.8273618367346938,0.7629729591836707,adjacent_specific,0.15
SFRS5,,0.6809092244897981,0.08231619720267733,8.271874158779186,5.628244846451332e-13,6.863562600802069e-12,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9081632653061225,7.596751999999998,8.277661224489796,7.388421428571425,0.6809092244897981,-0.8892397959183711,adjacent_specific,0.15
PDE8B,,0.5727748163265285,0.0723268248829646,7.919258411431195,5.63071679750674e-13,6.863562600802069e-12,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9183673469387755,2.841565999999999,3.4143408163265274,3.007998979591836,0.5727748163265285,-0.4063418367346916,non_monotonic,0.15
SNORA74B,,-0.5270440612244904,0.06004297764880194,-8.777780214486194,5.643697761535533e-13,6.874984349304961e-12,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,3.946391,3.4193469387755098,3.4691326530612234,-0.5270440612244904,0.049785714285713656,field_shift_then_plateau,0.15
NUDT7,,-0.5076296326530629,0.06078800394314518,-8.350819236108613,6.018120794192367e-13,7.303060543111706e-12,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9387755102040817,5.758098,5.2504683673469374,4.728326530612245,-0.5076296326530629,-0.5221418367346926,monotonic_down,0.15
NTM,,0.5918101632653068,0.07263862004656649,8.14732112044412,6.304851876736014e-13,7.641271784408257e-12,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9081632653061225,2.797098,3.388908163265307,3.7151724489795943,0.5918101632653068,0.32626428571428745,monotonic_up,0.15
ERBB3,,-0.7114890612244942,0.08920203415504148,-7.976152875481064,6.596741052454048e-13,7.98486647417197e-12,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9387755102040817,7.458286000000002,6.746796938775508,7.054397959183671,-0.7114890612244942,0.3076010204081632,non_monotonic,0.15
CMTM3,,0.5646912857142832,0.07120331504688898,7.9306881335850905,6.922872728526651e-13,8.353073304888937e-12,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8877551020408163,5.2072980000000015,5.771989285714285,6.135164795918366,0.5646912857142832,0.3631755102040817,monotonic_up,0.15
IMPA2,,-0.5005658775510202,0.06343822549179902,-7.890603396775828,6.977427354856711e-13,8.411395832255819e-12,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,8.611772,8.11120612244898,7.278964285714285,-0.5005658775510202,-0.8322418367346947,monotonic_down,0.15
TBX2,,0.5083250612244883,0.06405394447311803,7.9358900596327935,7.489433165796949e-13,8.985432103136353e-12,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8877551020408163,3.514928,4.023253061224488,3.746966326530613,0.5083250612244883,-0.2762867346938753,non_monotonic,0.15
SERPINA1,,-0.9548582040816358,0.12144824723212914,-7.862264181191311,7.644822469196932e-13,9.166084371127807e-12,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8673469387755102,8.759148000000001,7.804289795918366,8.390512244897955,-0.9548582040816358,0.5862224489795897,adjacent_specific,0.15
C2CD4B,,0.8330916734693901,0.10362526228267875,8.039465040839213,7.76304649328993e-13,9.290283169845399e-12,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9387755102040817,4.960841999999999,5.793933673469389,6.742398979591838,0.8330916734693901,0.9484653061224497,monotonic_up,0.15
FOXF2,,0.8595966122448946,0.1089683839625917,7.888495552434638,8.012689851252214e-13,9.55899841903773e-12,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9183673469387755,6.4176340000000005,7.277230612244895,5.643957142857142,0.8595966122448946,-1.6332734693877535,adjacent_specific,0.15
ACER3,,-0.6012278163265288,0.07486271855762995,-8.031071111366314,8.021642129365936e-13,9.563686045280366e-12,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9081632653061225,4.996961999999999,4.39573418367347,3.849647448979592,-0.6012278163265288,-0.546086734693878,monotonic_down,0.15
TRIM22,,0.9109506530612252,0.11510417883028677,7.914140583934486,8.144742875737859e-13,9.704374490240855e-12,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,4.021907,4.932857653061225,4.223754591836735,0.9109506530612252,-0.7091030612244902,adjacent_specific,0.15
SERPINF1,,0.9777933469387801,0.12427930647032015,7.867708427969805,8.169174628982017e-13,9.727397431883528e-12,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8367346938775511,5.757073999999999,6.734867346938779,6.416421428571429,0.9777933469387801,-0.3184459183673507,non_monotonic,0.15
NR1H3,,-0.515008122448978,0.0637718510300156,-8.075790715351484,8.280478177586537e-13,9.841467197331314e-12,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9183673469387755,5.475302,4.960293877551022,4.634722448979593,-0.515008122448978,-0.32557142857142907,monotonic_down,0.15
SPG20,,0.8336361836734678,0.1049056197517688,7.946535044033349,8.599098305511946e-13,1.01693684308663e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8775510204081632,4.193873,5.027509183673468,3.9781714285714282,0.8336361836734678,-1.0493377551020395,adjacent_specific,0.15
C1orf198,,0.5226958367346946,0.06587948577954647,7.934121381636153,8.599000961116175e-13,1.01693684308663e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8775510204081632,5.799696,6.3223918367346945,7.082485714285715,0.5226958367346946,0.7600938775510206,monotonic_up,0.15
CD36,,0.9246443265306121,0.11640015491371404,7.943669209169346,8.789443171623888e-13,1.0381575557550796e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8979591836734694,4.8140220000000005,5.738666326530613,3.1843795918367337,0.9246443265306121,-2.554286734693879,adjacent_specific,0.15
APOM,,-0.792168693877553,0.09144072814095082,-8.66319319610479,8.844948052645097e-13,1.0440657837716221e-11,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,4.457684000000001,3.6655153061224484,3.9703214285714274,-0.792168693877553,0.3048061224489791,non_monotonic,0.15
MAP2,,0.538734530612246,0.06730490176893088,8.0043877407594,8.870262828889748e-13,1.0464052308677868e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,2.4715420000000003,3.0102765306122463,2.525524489795919,0.538734530612246,-0.4847520408163275,non_monotonic,0.15
PLEKHB2,,-0.5655617755101989,0.07069434491959804,-8.000099246317687,8.914184530339354e-13,1.0509354393663237e-11,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9081632653061225,8.186572999999997,7.6210112244897985,6.995234183673468,-0.5655617755101989,-0.6257770408163301,monotonic_down,0.15
ARFIP1,,-0.5559740204081605,0.06837074744526857,-8.131752850196978,8.925094001118428e-13,1.0513209166279682e-11,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,6.066898,5.51092397959184,5.324418877551022,-0.5559740204081605,-0.18650510204081794,monotonic_down,0.15
POLD4,,-0.5006856326530595,0.06392313909652754,-7.832619607384989,9.106294160291162e-13,1.0709316912411594e-11,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8775510204081632,9.618053999999997,9.117368367346938,7.9382510204081616,-0.5006856326530595,-1.1791173469387761,monotonic_down,0.15
FNBP1,,0.6378544285714289,0.08146853372896821,7.8294575755280045,9.260092424927165e-13,1.0883466652506989e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8673469387755102,5.238542000000001,5.87639642857143,4.69913469387755,0.6378544285714289,-1.1772617346938796,adjacent_specific,0.15
GDA,,-0.6751036326530633,0.08575222594865174,-7.87272429589541,9.99867772958202e-13,1.170816875591892e-11,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9183673469387755,5.104622000000001,4.429518367346938,3.5044489795918365,-0.6751036326530633,-0.9250693877551011,monotonic_down,0.15
C14orf50,,-0.6062188571428573,0.07728566859020969,-7.84387155084599,1.001578613554266e-12,1.1720993732067133e-11,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9081632653061225,6.944976000000001,6.338757142857144,5.082239795918366,-0.6062188571428573,-1.2565173469387778,monotonic_down,0.15
ID1,,0.571207102040816,0.07166658674367314,7.970340544943607,1.0039625872252458e-12,1.1741675467302629e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8877551020408163,9.160248,9.731455102040815,9.355267346938772,0.571207102040816,-0.37618775510204294,non_monotonic,0.15
MAL,,0.878892857142858,0.11247851009307627,7.813873569409586,1.0098634543083034e-12,1.1796196423331349e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9183673469387755,3.88895,4.767842857142858,3.4303795918367355,0.878892857142858,-1.3374632653061225,adjacent_specific,0.15
PLEKHO2,,0.6861932244897977,0.08763283161616316,7.830321260134141,1.0242536573325945e-12,1.1956952566286081e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8673469387755102,4.577267999999999,5.263461224489797,5.166835714285715,0.6861932244897977,-0.09662551020408205,field_shift_then_plateau,0.15
SH3BGRL2,,-0.5495619387755077,0.0697538868357203,-7.878585175759444,1.0401821269172844e-12,1.2135458147368318e-11,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9183673469387755,9.290864999999998,8.74130306122449,7.489482653061224,-0.5495619387755077,-1.2518204081632662,monotonic_down,0.15
ADCY4,,0.5412413469387758,0.06739560322310847,8.030810929120017,1.0678505094296334e-12,1.2443007160061334e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,3.379826,3.921067346938776,3.579215306122449,0.5412413469387758,-0.3418520408163266,non_monotonic,0.15
ZNF277,,-0.5255816326530622,0.06309732119435763,-8.329698039543104,1.0727698251333047e-12,1.2485047353629658e-11,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9897959183673469,6.1953,5.669718367346937,6.327509183673469,-0.5255816326530622,0.657790816326532,adjacent_specific,0.15
SLC25A34,,-0.7870600816326503,0.1001779206423189,-7.856622263530659,1.0836132611116419e-12,1.260354092337548e-11,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8877551020408163,6.243105999999999,5.456045918367349,3.4549306122448975,-0.7870600816326503,-2.0011153061224514,monotonic_down,0.15
GPR155,,0.6505379387755101,0.08204624068632406,7.928918294533701,1.1029278938499384e-12,1.2820358424238601e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9387755102040817,3.2657590000000005,3.9162969387755107,3.922885204081632,0.6505379387755101,0.0065882653061213325,field_shift_then_plateau,0.15
PPIL3,,-0.618891469387755,0.0750231774074025,-8.249336948593292,1.104018925162732e-12,1.2825210698656753e-11,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9795918367346939,8.628668000000001,8.009776530612246,8.560577551020407,-0.618891469387755,0.5508010204081604,adjacent_specific,0.15
APIP,,-0.6675256122448987,0.08431570049990908,-7.916978786716224,1.116306170823272e-12,1.2960042373460425e-11,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8775510204081632,8.142145,7.474619387755101,8.131714285714287,-0.6675256122448987,0.657094897959186,adjacent_specific,0.15
ASAM,,0.7526826530612238,0.09349702018005139,8.050338413050483,1.1339900314201733e-12,1.315732492275448e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9183673469387755,2.6157000000000004,3.368382653061224,2.7495816326530607,0.7526826530612238,-0.6188010204081635,adjacent_specific,0.15
FAM45A,,-0.6357603673469407,0.07591454254253757,-8.374684823934782,1.1537478122456633e-12,1.3378415557343136e-11,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,8.243692000000001,7.60793163265306,7.330935714285713,-0.6357603673469407,-0.2769959183673478,monotonic_down,0.15
CACNA1H,,0.9406585306122444,0.11783738327559766,7.982683461429514,1.192658023438683e-12,1.3810095739637512e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9387755102040817,3.767267999999999,4.7079265306122435,4.015480612244897,0.9406585306122444,-0.6924459183673468,adjacent_specific,0.15
KCNJ8,,0.9599642040816327,0.11960162842693442,8.026347272253759,1.2076833825836804e-12,1.3969800488695793e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,2.729496,3.689460204081633,3.8210030612244905,0.9599642040816327,0.13154285714285763,field_shift_then_plateau,0.15
COLEC12,,0.7311093877551018,0.09316048337459495,7.8478488010344165,1.260226432522981e-12,1.4542249257719733e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8571428571428571,6.03041,6.761519387755102,4.897742857142858,0.7311093877551018,-1.8637765306122436,adjacent_specific,0.15
SLC16A4,,0.5028647551020407,0.06453366616985699,7.792285561128147,1.2595767044654252e-12,1.4542249257719733e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,2.600122999999999,3.1029877551020397,3.7771056122448985,0.5028647551020407,0.6741178571428588,monotonic_up,0.15
ZDHHC14,,0.5386412653061212,0.06623441608727576,8.132347156142577,1.283624280931538e-12,1.4785363768261636e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8877551020408163,5.4798219999999995,6.018463265306121,5.5961061224489805,0.5386412653061212,-0.4223571428571402,non_monotonic,0.15
MPDU1,,-0.5718609795918415,0.07258411780527585,-7.878596542648551,1.330001063218568e-12,1.526414722343673e-11,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9591836734693877,7.953087,7.381226020408159,6.7571678571428535,-0.5718609795918415,-0.624058163265305,monotonic_down,0.15
NDRG1,,-1.0889767959183656,0.13100850319251375,-8.312260421128094,1.3401382943450939e-12,1.5371224773693127e-11,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9693877551020408,5.303437,4.214460204081634,3.573842857142857,-1.0889767959183656,-0.640617346938777,monotonic_down,0.15
IER3,,0.7635683265306117,0.0961015480029384,7.945432122563362,1.4439390607374086e-12,1.6502160694141814e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9387755102040817,8.568798000000001,9.332366326530613,10.105879591836732,0.7635683265306117,0.7735132653061196,monotonic_up,0.15
MED12,,0.5284605714285737,0.0634602047988678,8.327432492591043,1.5016355719545477e-12,1.7120443886236282e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8673469387755102,5.216317999999998,5.744778571428571,5.946840816326531,0.5284605714285737,0.20206224489795943,monotonic_up,0.15
RBM4,,0.5326150204081639,0.06799960804817823,7.832618976727074,1.520473260506455e-12,1.7324841938984384e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,3.779335999999999,4.311951020408163,3.9583346938775508,0.5326150204081639,-0.35361632653061204,non_monotonic,0.15
ITGA8,,0.5923853877551002,0.07612189401632334,7.782063168686672,1.586373958905022e-12,1.805413041096929e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8877551020408163,5.163134000000001,5.755519387755101,4.583453061224491,0.5923853877551002,-1.1720663265306106,adjacent_specific,0.15
PDGFRL,,0.7286231020408191,0.09267561949208905,7.862079649794148,1.6312179124442784e-12,1.8542321822650183e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8877551020408163,3.5738820000000002,4.302505102040819,3.94935102040816,0.7286231020408191,-0.35315408163265927,non_monotonic,0.15
LAYN,,0.9784435306122443,0.1239538165410785,7.893613588638367,1.6641990280568443e-12,1.8905936452388016e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9081632653061225,3.1139580000000002,4.0924015306122445,3.8111500000000014,0.9784435306122443,-0.2812515306122432,non_monotonic,0.15
COL4A5,,0.5986034693877551,0.07507589112740237,7.973311543807536,1.6840540886164228e-12,1.9120089354357e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9081632653061225,3.3401700000000005,3.9387734693877556,3.218413265306123,0.5986034693877551,-0.7203602040816328,adjacent_specific,0.15
PNMAL1,,1.0550586938775517,0.13370484240626504,7.890953497942381,1.7779307020028303e-12,2.014988128936541e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8367346938775511,2.7276759999999998,3.7827346938775515,3.4044663265306117,1.0550586938775517,-0.3782683673469398,non_monotonic,0.15
SCHIP1,,1.0293902448979617,0.1302443327734021,7.903531946291171,1.7951938061607478e-12,2.030926326161654e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9285714285714286,4.232421999999999,5.2618122448979605,4.715771938775508,1.0293902448979617,-0.5460403061224524,adjacent_specific,0.15
SNORA30,,-0.6620130000000013,0.07423977263496594,-8.917228279443869,1.8530219503893476e-12,2.0938598181254112e-11,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,1.0,3.6665630000000005,3.004549999999999,3.3767025510204083,-0.6620130000000013,0.3721525510204091,non_monotonic,0.15
TMEM141,,-0.5193656326530558,0.06749892487293546,-7.694428224312384,1.997476192898664e-12,2.2530774118951754e-11,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,9.899833999999998,9.380468367346943,9.241356122448977,-0.5193656326530558,-0.1391122448979658,field_shift_then_plateau,0.15
PRR15L,,-0.7190734693877587,0.09251287013632514,-7.77268577148397,2.0030467605880142e-12,2.258023109626749e-11,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.9387755102040817,9.663949999999998,8.94487653061224,8.544166326530613,-0.7190734693877587,-0.4007102040816264,monotonic_down,0.15
IL20RA,,-0.575618530612247,0.07454006954778736,-7.722269835597888,2.0417757816918114e-12,2.2989598393502122e-11,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8571428571428571,5.446442000000001,4.870823469387754,5.833945408163266,-0.575618530612247,0.9631219387755117,adjacent_specific,0.15
KLHL15,,0.6000096326530624,0.07481803643745456,8.01958539976722,2.0570131304949048e-12,2.3133803901135845e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,4.547071999999999,5.1470816326530615,5.443868367346939,0.6000096326530624,0.2967867346938773,monotonic_up,0.15
CENPA,,-0.8060105102040795,0.10448022812523451,-7.7144788508497575,2.0607961808570414e-12,2.3162667817897325e-11,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8469387755102041,5.231559999999999,4.4255494897959196,6.393386734693876,-0.8060105102040795,1.9678372448979564,adjacent_specific,0.15
SNRPN,,0.8647762448979588,0.11202275933902313,7.719647775152723,2.0888523957125554e-12,2.3464159064523334e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9285714285714286,3.139011,4.003787244897959,3.2363729591836736,0.8647762448979588,-0.7674142857142852,adjacent_specific,0.15
S100B,,0.8933860408163246,0.11488963101563737,7.776037166441311,2.094093541372373e-12,2.3509163341821922e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9183673469387755,3.3035160000000006,4.196902040816325,3.1901265306122455,0.8933860408163246,-1.0067755102040796,adjacent_specific,0.15
CDKN3,,-0.9163071632653024,0.11906956371393604,-7.695561608562917,2.113566876826755e-12,2.3713796897337308e-11,adjacent_normal_vs_healthy,down,unique_gene_symbol,processed_matrix_welch_t,0.8469387755102041,6.793673999999998,5.877366836734696,7.432867346938776,-0.9163071632653024,1.5555005102040802,adjacent_specific,0.15
TUBG2,,0.6287857755102029,0.08115407874124318,7.748048961470728,2.1711578142848592e-12,2.4332085552447187e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8877551020408163,3.8694280000000014,4.498213775510204,4.392901020408161,0.6287857755102029,-0.10531275510204363,field_shift_then_plateau,0.15
ATXN7,,0.5008437142857147,0.0651227541292933,7.690763712040656,2.3136177656355435e-12,2.579114886282245e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.8367346938775511,4.298592,4.799435714285715,4.154935714285715,0.5008437142857147,-0.6444999999999999,adjacent_specific,0.15
KIAA0922,,0.6637160816326562,0.08558033545126544,7.755474176782303,2.3255702913145954e-12,2.590922079966641e-11,adjacent_normal_vs_healthy,up,unique_gene_symbol,processed_matrix_welch_t,0.9489795918367347,4.9620880000000005,5.625804081632657,5.817529591836736,0.6637160816326562,0.1917255102040789,monotonic_up,0.15
