gene_symbol,entrez_id,comparison,log2_fold_change,standard_error,moderated_statistic,p_value,adjusted_p_value,average_expression,confidence_interval_lower,confidence_interval_upper,direction,mapping_status,analysis_provenance_x,adjacent_direction_consistency,healthy,adjacent_normal,tumor,healthy_to_adjacent,adjacent_to_tumor,trajectory_category,rule_tolerance,analysis_provenance_y,deposited_log2fc,deposited_adjusted_p_value,deposited_sign_agreement,outlier_sensitivity_status,analysis_provenance,candidate_rule
TGFBR2,7048,adjacent_vs_healthy,0.537759019288439,0.0676663738718151,7.99845568787234,3.26039401739898e-13,5.07383297458132e-12,6.79545751568492,0.404904806916772,0.670613231660106,up,mapped_unique,raw_cel_rma_limma,0.9183673469387755,6.439373840750683,6.977132860039122,6.943648911069375,0.5377590192884387,-0.03348394896974671,field_shift_then_plateau,0.15,raw_cel_rma,0.5384746326530605,1.1869480775927289e-15,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
CNRIP1,25927,adjacent_vs_healthy,0.652692972685013,0.0822279214336199,7.99700207974922,3.28741345868723e-13,5.09507752314558e-12,4.36723695980875,0.491414836113695,0.81397110925633,up,mapped_unique,raw_cel_rma_limma,0.9285714285714286,3.935048369787594,4.587741342472609,3.7044314475708404,0.6526929726850148,-0.8833098949017684,adjacent_specific,0.15,raw_cel_rma,0.6535532857142852,4.2685711017566663e-16,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
IFI6,2537,adjacent_vs_healthy,1.90265217544398,0.240470702530723,7.98663596065824,3.48664425288249e-13,5.39481608667759e-12,7.24936819128135,1.43190331025018,2.37340104063779,up,mapped_unique,raw_cel_rma_limma,0.9183673469387755,5.989503912946824,7.892156088390801,7.80081200636996,1.9026521754439774,-0.0913440820208411,field_shift_then_plateau,0.15,raw_cel_rma,1.899266979591836,2.9165502381214496e-15,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
SLC39A2,29986,adjacent_vs_healthy,-0.503182533834339,0.0633801845364433,-7.98675566908814,3.48427654432993e-13,5.39481608667759e-12,3.5507736250436,-0.627676679170639,-0.378688388498038,down,mapped_unique,raw_cel_rma_limma,0.9387755102040817,3.8839620596095785,3.3807795257752367,3.75170263509178,-0.5031825338343419,0.37092310931654326,non_monotonic,0.15,raw_cel_rma,-0.5009253061224483,2.8543092039254555e-09,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
EFNA5,1946,adjacent_vs_healthy,0.568510489474666,0.0717358302660154,7.97895436530017,3.64196229388515e-13,5.63042498444284e-12,5.16777104540056,0.427715801383492,0.70930517756584,up,mapped_unique,raw_cel_rma_limma,0.8877551020408163,4.791324910478147,5.359835399952814,3.515794086783056,0.5685104894746678,-1.8440413131697584,adjacent_specific,0.15,raw_cel_rma,0.5696789387755112,3.0107326056561706e-11,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
COL1A1,1277,adjacent_vs_healthy,0.992631336266812,0.126000510191536,7.94679316191653,4.37027087510987e-13,6.71148741534731e-12,3.68245148190104,0.745805941150105,1.23945673138352,up,mapped_unique,raw_cel_rma_limma,0.9285714285714286,3.025168570048686,4.017799906315498,6.935034900954054,0.9926313362668124,2.917234994638556,monotonic_up,0.15,raw_cel_rma,0.9685211020408162,5.0751301958877206e-17,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
NAT8B,51471,adjacent_vs_healthy,-0.603520940250791,0.0765178184294736,-7.94369064276861,4.44774272745168e-13,6.81348492382615e-12,3.92045542101106,-0.753649662946033,-0.453392217555548,down,mapped_unique,raw_cel_rma_limma,0.8877551020408163,4.320084151717668,3.716563211466879,3.3602597991122325,-0.6035209402507893,-0.35630341235464646,monotonic_down,0.15,raw_cel_rma,-0.6029633061224482,5.209422858880581e-10,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
SMARCA1,6594,adjacent_vs_healthy,1.15522342812108,0.146855728210345,7.9370097882281,4.619221982413679e-13,7.06224223633274e-12,4.68340397321165,0.867614183790534,1.44283267245163,up,mapped_unique,raw_cel_rma_limma,0.9591836734693877,3.918458730266607,5.073682158387693,4.822125328680378,1.155223428121086,-0.2515568297073152,non_monotonic,0.15,raw_cel_rma,1.1561193061224495,6.798074592322167e-17,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
SMOC2,64094,adjacent_vs_healthy,0.772345148515739,0.0981065339623688,7.9365185395798,4.63208669116428e-13,7.07244285050599e-12,5.95341039882834,0.580046976077465,0.964643320954012,up,mapped_unique,raw_cel_rma_limma,0.9183673469387755,5.441992665351705,6.214337813867446,6.435931000224896,0.7723451485157407,0.22159318635744985,monotonic_up,0.15,raw_cel_rma,0.7703069387755113,6.18174841196603e-14,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
MGAT4A,11320,adjacent_vs_healthy,-0.686419423692724,0.0871954326974244,-7.9329946902839,4.72541582644514e-13,7.20898833588867e-12,5.61038026465342,-0.857399761084354,-0.515439086301095,down,mapped_unique,raw_cel_rma_limma,0.9183673469387755,6.064901234395891,5.378481810703173,4.29464684263704,-0.6864194236927181,-1.0838349680661326,monotonic_down,0.15,raw_cel_rma,-0.686759204081631,1.545153967990758e-13,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
FRY,10129,adjacent_vs_healthy,0.811057548445552,0.103101315235375,7.93170101739992,4.76014466552933e-13,7.25000616685646e-12,3.58513518385993,0.608998127364736,1.01311696952637,up,mapped_unique,raw_cel_rma_limma,0.9591836734693877,3.0480835639432775,3.8591411123888277,3.490945296416498,0.8110575484455502,-0.36819581597232975,non_monotonic,0.15,raw_cel_rma,0.8107845714285724,1.2267426779395603e-16,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
INHBB,3625,adjacent_vs_healthy,1.0575764959664,0.134633568198314,7.92472744031749,4.95175677317105e-13,7.51090916619629e-12,3.59478796696449,0.79386975888427,1.32128323304854,up,mapped_unique,raw_cel_rma_limma,0.8775510204081632,2.894500827743497,3.9520773237098954,5.193723497631637,1.0575764959663982,1.2416461739217413,monotonic_up,0.15,raw_cel_rma,1.060613469387755,1.5290571282899302e-16,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
RAVER2,55225,adjacent_vs_healthy,-0.519969045241793,0.0660591227528321,-7.92078140900404,5.06354943923342e-13,7.66162267851276e-12,6.03339066354402,-0.649687937366864,-0.390250153116722,down,mapped_unique,raw_cel_rma_limma,0.9489795918367347,6.37769449079872,5.857725445556928,4.743493586238587,-0.5199690452417922,-1.1142318593183402,monotonic_down,0.15,raw_cel_rma,-0.5210240204081646,2.6442163990225683e-14,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
PALLD,23022,adjacent_vs_healthy,1.24899076748004,0.159200166618089,7.9166502280098,5.18326937552732e-13,7.829955126919939e-12,8.87620926487111,0.937237122651347,1.56074441230873,up,mapped_unique,raw_cel_rma_limma,0.9897959183673469,8.049174837755947,9.29816560523599,8.659324566982303,1.2489907674800431,-0.6388410382536875,adjacent_specific,0.15,raw_cel_rma,1.2477017551020406,2.8806115107764504e-17,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
PLCL2,23228,adjacent_vs_healthy,-0.628162008286739,0.0799321587389369,-7.91649815747568,5.18772947139415e-13,7.83029534090432e-12,5.13320639544955,-0.784957048346758,-0.47136696822672,down,mapped_unique,raw_cel_rma_limma,0.9489795918367347,5.549151509044825,4.92098950075808,3.0704796491639623,-0.6281620082867452,-1.8505098515941176,monotonic_down,0.15,raw_cel_rma,-0.6299177551020403,2.6712794179158496e-14,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
INPP5J,27124,adjacent_vs_healthy,-0.533936658899029,0.0679345050558895,-7.91045651357126,5.368038298199229e-13,8.07608040144051e-12,4.16603514128053,-0.667313971055339,-0.40055934674272,down,mapped_unique,raw_cel_rma_limma,0.8979591836734694,4.519587793794755,3.985651134895728,3.633427418348057,-0.5339366588990266,-0.3522237165476714,monotonic_down,0.15,raw_cel_rma,-0.5301363673469388,6.827483265969177e-14,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
LRRC31,79782,adjacent_vs_healthy,-0.871237321601711,0.111135044472666,-7.90583087311209,5.51027514025257e-13,8.26988533630439e-12,6.70199405846965,-1.08899963463,-0.653475008573422,down,mapped_unique,raw_cel_rma_limma,0.9693877551020408,7.2788944470978105,6.407657125496098,5.016719144694113,-0.8712373216017122,-1.3909379808019855,monotonic_down,0.15,raw_cel_rma,-0.8675022857142887,5.78624601046968e-16,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
SERPINI1,5274,adjacent_vs_healthy,0.676256949886366,0.0862491570799742,7.90095929613895,5.66411557095511e-13,8.48012120704129e-12,5.08952258232462,0.507124988236039,0.845388911536692,up,mapped_unique,raw_cel_rma_limma,0.8571428571428571,4.641730818210672,5.317987768097039,5.219024734031894,0.6762569498863673,-0.09896303406514484,field_shift_then_plateau,0.15,raw_cel_rma,0.6763043265306123,1.3678254288143506e-14,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
ABCD3,5825,adjacent_vs_healthy,-0.699588586265899,0.0892360925421993,-7.90098442520346,5.66331119041506e-13,8.48012120704129e-12,6.26408306146132,-0.87455523708971,-0.524621935442088,down,mapped_unique,raw_cel_rma_limma,0.9693877551020408,6.727324152367122,6.02773556610122,5.089903980552434,-0.6995885862659019,-0.9378315855487855,monotonic_down,0.15,raw_cel_rma,-0.7024082857142862,1.2207804943930868e-10,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
AVIL,10677,adjacent_vs_healthy,-0.825171863714329,0.105627301657441,-7.87726233476411,6.47535769528626e-13,9.65559385369701e-12,4.59588850274613,-1.03216830130624,-0.61817542612242,down,mapped_unique,raw_cel_rma_limma,0.9183673469387755,5.14228608817859,4.317114224464258,3.50498654430829,-0.8251718637143322,-0.8121276801559678,monotonic_down,0.15,raw_cel_rma,-0.8247999999999998,1.749732311454378e-10,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
ERI3,79033,adjacent_vs_healthy,-0.561406941286245,0.0717853402845795,-7.87385364695167,6.60115953050345e-13,9.82733009009733e-12,4.74396085916992,-0.702298251814211,-0.420515630758279,down,mapped_unique,raw_cel_rma_limma,0.8877551020408163,5.115703293264868,4.554296351978617,4.78033315024362,-0.5614069412862515,0.2260367982650031,non_monotonic,0.15,raw_cel_rma,-0.5604202448979594,6.591603205354035e-11,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
FMO4,2329,adjacent_vs_healthy,-0.554822259932606,0.0709887352963766,-7.86832067878494,6.81053867386319e-13,1.01146072353197e-11,6.06686560633968,-0.694158983616957,-0.415485536248255,down,mapped_unique,raw_cel_rma_limma,0.9183673469387755,6.434247913592347,5.879425653659742,4.6697098725312145,-0.5548222599326049,-1.2097157811285273,monotonic_down,0.15,raw_cel_rma,-0.5560310612244903,1.6904617397947432e-14,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
RCN2,5955,adjacent_vs_healthy,-0.571455295258598,0.0733231340198253,-7.84761222352667,7.65429457555575e-13,1.1295124237990899e-11,6.31677374238133,-0.715347907013385,-0.427562683503811,down,mapped_unique,raw_cel_rma_limma,0.9081632653061225,6.695169816268777,6.123714521010182,6.912363868884916,-0.5714552952585947,0.7886493478747338,adjacent_specific,0.15,raw_cel_rma,-0.5709483265306128,4.5337586616906797e-13,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
EPHA2,1969,adjacent_vs_healthy,0.846062863591313,0.109039651287483,7.82456695913705,8.71549702992642e-13,1.2759266831618299e-11,4.47429980682004,0.632396533575011,1.05972919360762,up,mapped_unique,raw_cel_rma_limma,0.8775510204081632,3.9140689917393017,4.760131855330614,5.275948101950114,0.8460628635913121,0.5158162466195,monotonic_up,0.15,raw_cel_rma,0.8436614897959176,1.4653570149807967e-16,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
MYOF,26509,adjacent_vs_healthy,0.774685348203231,0.0998633117095512,7.82093921484047,8.89534213376954e-13,1.2991696370726599e-11,7.90624031706982,0.578954084230128,0.970416612176333,up,mapped_unique,raw_cel_rma_limma,0.8877551020408163,7.393272991908222,8.167958340111452,7.807417163936285,0.7746853482032305,-0.36054117617516734,non_monotonic,0.15,raw_cel_rma,0.775560612244897,3.727652667627403e-10,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
DPYSL3,1809,adjacent_vs_healthy,1.47497967380556,0.190567273783965,7.81158633933123,9.3761551971498e-13,1.3650796031126e-11,3.98588330719299,1.10186651377454,1.84809283383657,up,mapped_unique,raw_cel_rma_limma,0.9387755102040817,3.0092075772406592,4.4841872510462135,4.368388997319731,1.4749796738055543,-0.11579825372648234,field_shift_then_plateau,0.15,raw_cel_rma,1.4737528571428573,5.093422563394151e-17,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
CXCL12,6387,adjacent_vs_healthy,1.21525035307577,0.157075835627653,7.80684030071877,9.6299031910415e-13,1.39652478433221e-11,6.21747185941899,0.907651841550231,1.5228488646013,up,mapped_unique,raw_cel_rma_limma,0.8775510204081632,5.412779058058006,6.628029411133776,4.590490217961871,1.2152503530757697,-2.037539193171905,adjacent_specific,0.15,raw_cel_rma,1.214019632653062,2.830058762113986e-16,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
RGS5,8490,adjacent_vs_healthy,1.37654217404817,0.177983087747873,7.80524744899475,9.71658162713778e-13,1.4068879740468098e-11,7.29931490401384,1.02804712329333,1.72503722480302,up,mapped_unique,raw_cel_rma_limma,0.9591836734693877,6.387820761738704,7.764362935786869,7.55144729129126,1.376542174048165,-0.21291564449560862,non_monotonic,0.15,raw_cel_rma,1.375639346938776,5.691534538533191e-16,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
DACT3,147906,adjacent_vs_healthy,1.41311907379267,0.183022246289472,7.7922282901568,1.0454655282694799e-12,1.50902869771294e-11,5.05661010908809,1.05476622627924,1.7714719213061,up,mapped_unique,raw_cel_rma_limma,0.9795918367346939,4.120896127792942,5.5340152015856106,4.219378994715214,1.4131190737926689,-1.3146362068703965,adjacent_specific,0.15,raw_cel_rma,1.406238122448979,1.187552462875508e-16,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
SRPX2,27286,adjacent_vs_healthy,0.678183063396663,0.0877224834981415,7.79089491056172,1.0533313566973899e-12,1.5180122202131498e-11,3.15413669130457,0.50617319544164,0.850192931351687,up,mapped_unique,raw_cel_rma_limma,0.8979591836734694,2.7050695277040817,3.383252591100742,5.885484316181384,0.6781830633966601,2.5022317250806423,monotonic_up,0.15,raw_cel_rma,0.684144081632653,5.430522683228106e-16,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
SESTD1,91404,adjacent_vs_healthy,0.684181777452502,0.0886941506535386,7.77402262303031,1.15807842161227e-12,1.6599772553943198e-11,4.06807596954787,0.510273812974764,0.85808974193024,up,mapped_unique,raw_cel_rma_limma,0.9489795918367347,3.6150366844779733,4.299218461930475,4.7703165038736435,0.6841817774525016,0.4710980419431685,monotonic_up,0.15,raw_cel_rma,0.6847213469387756,7.352289671050044e-14,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
PCDHB4,56131,adjacent_vs_healthy,0.540069248129652,0.0700166322265503,7.76480843528355,1.21957443465766e-12,1.7467026566088398e-11,2.91968731063608,0.402629461499116,0.677509034760189,up,mapped_unique,raw_cel_rma_limma,0.9591836734693877,2.5620738895772566,3.1021431377069066,2.6982327826794816,0.5400692481296501,-0.403910355027425,non_monotonic,0.15,raw_cel_rma,0.5362969795918371,3.239371653949893e-16,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
PBLD,64081,adjacent_vs_healthy,-0.91778962465128,0.119227996330385,-7.76415851404657,1.2240322448268699e-12,1.7517303565672498e-11,8.00147690447143,-1.15137331711346,-0.684205932189104,down,mapped_unique,raw_cel_rma_limma,0.9387755102040817,8.609202466740518,7.691412842089241,5.719598066972268,-0.9177896246512773,-1.9718147751169726,monotonic_down,0.15,raw_cel_rma,-0.9179376734693871,5.788180982254513e-13,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
COL4A5,1287,adjacent_vs_healthy,0.599373454126038,0.0777583646264377,7.76385075083098,1.2261488228133399e-12,1.75340229959928e-11,3.73756016668137,0.446822792573084,0.751924115678993,up,mapped_unique,raw_cel_rma_limma,0.9081632653061225,3.340677744354671,3.9400511984807096,3.218911829971611,0.5993734541260385,-0.7211393685090988,adjacent_specific,0.15,raw_cel_rma,0.5986034693877551,1.91200893543572e-11,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
ADCY4,196883,adjacent_vs_healthy,0.544056052643862,0.0705660033593731,7.76158919825934,1.24181383273762e-12,1.77443104847902e-11,3.7334113702634,0.405544256064124,0.682567849223601,up,mapped_unique,raw_cel_rma_limma,0.9489795918367347,3.3731580381073325,3.9172140907511945,3.576667148773191,0.544056052643862,-0.3405469419780034,non_monotonic,0.15,raw_cel_rma,0.5412413469387753,1.2443007160061756e-11,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
NR1H3,10062,adjacent_vs_healthy,-0.514309198296136,0.0667873475966959,-7.74969932919438,1.32749138211727e-12,1.8924684391170697e-11,5.14212642518235,-0.645448602878317,-0.383169793713955,down,mapped_unique,raw_cel_rma_limma,0.9081632653061225,5.48268251594601,4.968373317649877,4.642828676425703,-0.5143091982961332,-0.32554464122417404,monotonic_down,0.15,raw_cel_rma,-0.5150081224489798,9.841467197329882e-12,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
HSPE1,3336,adjacent_vs_healthy,-0.501628278627103,0.0652130344574589,-7.73986019543885,1.40280110391175e-12,1.9921499547871098e-11,6.52764139799971,-0.629696879276505,-0.373559677977701,down,mapped_unique,raw_cel_rma_limma,0.8979591836734694,6.8598006635771185,6.3581723849500165,7.2047097326158305,-0.501628278627102,0.846537347665814,adjacent_specific,0.15,raw_cel_rma,-0.49850812244898,1.946028896363929e-12,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
METRN,79006,adjacent_vs_healthy,-0.549595697469189,0.0715340042360876,-7.73512735379882,1.44051973848119e-12,2.04257745126666e-11,6.16347971040929,-0.689996511157964,-0.409194883780415,down,mapped_unique,raw_cel_rma_limma,0.8775510204081632,6.527401185760509,5.97780548829132,5.902803391942719,-0.5495956974691891,-0.07500209634860155,field_shift_then_plateau,0.15,raw_cel_rma,-0.5508250816326541,7.7934953927904e-11,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
RFK,55312,adjacent_vs_healthy,-0.627061239129054,0.0816739140519418,-7.73484146527426,1.44283005671633e-12,2.0442856512402297e-11,10.0137035002697,-0.787257475502129,-0.466865002755978,down,mapped_unique,raw_cel_rma_limma,0.8877551020408163,10.428919726179485,9.801858487050444,9.201730273268817,-0.6270612391290413,-0.6001282137816268,monotonic_down,0.15,raw_cel_rma,-0.6293414285714309,1.1290191015473482e-12,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
SYNE1,23345,adjacent_vs_healthy,0.524733761795195,0.0682852289916048,7.73443332291345,1.4461346944213499e-12,2.04739896629791e-11,4.02166480229811,0.390672199195501,0.658795324394889,up,mapped_unique,raw_cel_rma_limma,0.8877551020408163,3.6742059600283197,4.198939721823515,3.4107494565018173,0.5247337617951953,-0.7881902653216977,adjacent_specific,0.15,raw_cel_rma,0.523820530612245,1.9709468376290497e-15,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
IL6R,3570,adjacent_vs_healthy,-0.633733883157824,0.0825566855434782,-7.73392065026153,1.45029631930018e-12,2.0517198885891597e-11,4.47887080732857,-0.79565406571889,-0.471813700596757,down,mapped_unique,raw_cel_rma_limma,0.8877551020408163,4.898505405635773,4.264771522477952,2.8056277432153385,-0.633733883157821,-1.4591437792626136,monotonic_down,0.15,raw_cel_rma,-0.6342918979591836,8.892747296683049e-11,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
PHF3,23469,adjacent_vs_healthy,0.537123590554415,0.0699896568096506,7.72541614002552,1.52108854076878e-12,2.1469410014362398e-11,7.82485450561635,0.399736440860123,0.674510740248707,up,mapped_unique,raw_cel_rma_limma,0.8673469387755102,7.469191587546529,8.006315178100945,7.5212058590768,0.5371235905544154,-0.48510931902414445,non_monotonic,0.15,raw_cel_rma,0.5372715918367366,1.973131908465808e-13,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
IFITM2,10581,adjacent_vs_healthy,0.817411057781148,0.106978710146402,7.70485581553013,1.70669351017028e-12,2.4034092157691198e-11,8.47310945429805,0.607773176646417,1.02704893891588,up,mapped_unique,raw_cel_rma_limma,0.8877551020408163,7.931850780902424,8.74926183868357,9.90496545764827,0.8174110577811451,1.1557036189647008,monotonic_up,0.15,raw_cel_rma,0.8168006734693876,1.2208341926134693e-12,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
MGST1,4257,adjacent_vs_healthy,-0.624662906106993,0.0816882588545529,-7.70391071111309,1.7157447480343899e-12,2.4143166203315e-11,10.9437902162729,-0.784887155504062,-0.464438656709924,down,mapped_unique,raw_cel_rma_limma,0.9693877551020408,11.357418356803185,10.732755450696184,10.185796579326034,-0.6246629061070017,-0.5469588713701494,monotonic_down,0.15,raw_cel_rma,-0.6248556734693889,2.188843381359403e-13,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
ZNF436,80818,adjacent_vs_healthy,-0.517952669664999,0.0677225237926873,-7.69751554086696,1.7782532933923198e-12,2.49657580826303e-11,4.027984204466,-0.650916424387847,-0.384988914942151,down,mapped_unique,raw_cel_rma_limma,0.9183673469387755,4.370952864109041,3.853000194444041,3.549818552182505,-0.5179526696650001,-0.3031816422615359,monotonic_down,0.15,raw_cel_rma,-0.5187771428571426,3.344920821187014e-12,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
SLC15A3,51296,adjacent_vs_healthy,0.648924369781797,0.0849892348110922,7.69356555986966,1.8179834223238898e-12,2.5490289831885896e-11,4.29030407153708,0.482253311067744,0.815595428495849,up,mapped_unique,raw_cel_rma_limma,0.8979591836734694,3.8606109077626463,4.50953527754444,4.513769326230347,0.6489243697817941,0.0042340486859062665,field_shift_then_plateau,0.15,raw_cel_rma,0.6502457142857145,8.500817204637861e-13,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
CLIP3,25999,adjacent_vs_healthy,0.718576884035576,0.094217659834254,7.68779770187431,1.87758290986635e-12,2.6260596069159498e-11,3.02935588410757,0.533877662682082,0.903276105389071,up,mapped_unique,raw_cel_rma_limma,0.9897959183673469,2.553541460894818,3.272118344930395,2.7192540034016184,0.7185768840355773,-0.5528643415287768,adjacent_specific,0.15,raw_cel_rma,0.7198518367346938,1.8075722750359026e-16,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
CP,1356,adjacent_vs_healthy,0.664397833007464,0.0870880046471122,7.68792513338744,1.87624547673362e-12,2.6260596069159498e-11,3.37120514602135,0.493627340517709,0.83516832549722,up,mapped_unique,raw_cel_rma_limma,0.8673469387755102,2.9312660403812707,3.595663873388738,2.5815279398071773,0.6643978330074671,-1.0141359335815605,adjacent_specific,0.15,raw_cel_rma,0.6539921632653058,2.922054778432758e-15,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
HSPB8,26353,adjacent_vs_healthy,2.06345955219666,0.271030660437825,7.68541993146659,1.902712286897e-12,2.6546028285646396e-11,4.62770184565861,1.53291467314012,2.59400443125319,up,mapped_unique,raw_cel_rma_limma,0.9897959183673469,3.2613570070419025,5.32481655923856,3.669047933026673,2.063459552196657,-1.6557686262118865,adjacent_specific,0.15,raw_cel_rma,2.062092163265308,1.1458963087718022e-16,True,no_qc_exclusions_applied,raw_cel_rma_limma_primary,raw FDR<0.05; |log2FC|>=0.5; direction consistency>=0.70; deposited sign agreement
