"accession","archive","member","gsm","extracted_path","compressed_cel_readable","metadata_match"
"GSE44076","GSE44076_RAW.tar","GSM1077610_CLX_RNA_F2123_M.CEL.gz","GSM1077610","data/interim/cel/GSE44076/GSM1077610_CLX_RNA_F2123_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077611_CLX_RNA_F2146_M.CEL.gz","GSM1077611","data/interim/cel/GSE44076/GSM1077611_CLX_RNA_F2146_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077612_CLX_RNA_G2120_M.CEL.gz","GSM1077612","data/interim/cel/GSE44076/GSM1077612_CLX_RNA_G2120_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077613_CLX_RNA_G2143_M.CEL.gz","GSM1077613","data/interim/cel/GSE44076/GSM1077613_CLX_RNA_G2143_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077614_CLX_RNA_H2111_M.CEL.gz","GSM1077614","data/interim/cel/GSE44076/GSM1077614_CLX_RNA_H2111_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077615_CLX_RNA_H2134_M.CEL.gz","GSM1077615","data/interim/cel/GSE44076/GSM1077615_CLX_RNA_H2134_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077616_CLX_RNA_J2106_M.CEL.gz","GSM1077616","data/interim/cel/GSE44076/GSM1077616_CLX_RNA_J2106_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077617_CLX_RNA_J2129_M.CEL.gz","GSM1077617","data/interim/cel/GSE44076/GSM1077617_CLX_RNA_J2129_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077618_CLX_RNA_K2114_M.CEL.gz","GSM1077618","data/interim/cel/GSE44076/GSM1077618_CLX_RNA_K2114_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077619_CLX_RNA_K2137_M.CEL.gz","GSM1077619","data/interim/cel/GSE44076/GSM1077619_CLX_RNA_K2137_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077620_CLX_RNA_L2112_M.CEL.gz","GSM1077620","data/interim/cel/GSE44076/GSM1077620_CLX_RNA_L2112_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077621_CLX_RNA_L2135_M.CEL.gz","GSM1077621","data/interim/cel/GSE44076/GSM1077621_CLX_RNA_L2135_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077622_CLX_RNA_M2121_M.CEL.gz","GSM1077622","data/interim/cel/GSE44076/GSM1077622_CLX_RNA_M2121_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077623_CLX_RNA_M2144_M.CEL.gz","GSM1077623","data/interim/cel/GSE44076/GSM1077623_CLX_RNA_M2144_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077624_CLX_RNA_N2105_M.CEL.gz","GSM1077624","data/interim/cel/GSE44076/GSM1077624_CLX_RNA_N2105_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077625_CLX_RNA_N2128_M.CEL.gz","GSM1077625","data/interim/cel/GSE44076/GSM1077625_CLX_RNA_N2128_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077626_CLX_RNA_P2101_M.CEL.gz","GSM1077626","data/interim/cel/GSE44076/GSM1077626_CLX_RNA_P2101_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077627_CLX_RNA_P2124_M.CEL.gz","GSM1077627","data/interim/cel/GSE44076/GSM1077627_CLX_RNA_P2124_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077628_CLX_RNA_P2147_M.CEL.gz","GSM1077628","data/interim/cel/GSE44076/GSM1077628_CLX_RNA_P2147_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077629_CLX_RNA_Q2109_M.CEL.gz","GSM1077629","data/interim/cel/GSE44076/GSM1077629_CLX_RNA_Q2109_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077630_CLX_RNA_Q2132_M.CEL.gz","GSM1077630","data/interim/cel/GSE44076/GSM1077630_CLX_RNA_Q2132_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077631_CLX_RNA_R2117_M.CEL.gz","GSM1077631","data/interim/cel/GSE44076/GSM1077631_CLX_RNA_R2117_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077632_CLX_RNA_R2140_M.CEL.gz","GSM1077632","data/interim/cel/GSE44076/GSM1077632_CLX_RNA_R2140_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077633_CLX_RNA_S2108_M.CEL.gz","GSM1077633","data/interim/cel/GSE44076/GSM1077633_CLX_RNA_S2108_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077634_CLX_RNA_S2131_M.CEL.gz","GSM1077634","data/interim/cel/GSE44076/GSM1077634_CLX_RNA_S2131_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077635_CLX_RNA_T2116_M.CEL.gz","GSM1077635","data/interim/cel/GSE44076/GSM1077635_CLX_RNA_T2116_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077636_CLX_RNA_T2139_M.CEL.gz","GSM1077636","data/interim/cel/GSE44076/GSM1077636_CLX_RNA_T2139_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077637_CLX_RNA_V2110_M.CEL.gz","GSM1077637","data/interim/cel/GSE44076/GSM1077637_CLX_RNA_V2110_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077638_CLX_RNA_V2133_M.CEL.gz","GSM1077638","data/interim/cel/GSE44076/GSM1077638_CLX_RNA_V2133_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077639_CLX_RNA_W2118_M.CEL.gz","GSM1077639","data/interim/cel/GSE44076/GSM1077639_CLX_RNA_W2118_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077640_CLX_RNA_W2141_M.CEL.gz","GSM1077640","data/interim/cel/GSE44076/GSM1077640_CLX_RNA_W2141_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077641_CLX_RNA_X2103_M.CEL.gz","GSM1077641","data/interim/cel/GSE44076/GSM1077641_CLX_RNA_X2103_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077642_CLX_RNA_X2126_M.CEL.gz","GSM1077642","data/interim/cel/GSE44076/GSM1077642_CLX_RNA_X2126_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077643_CLX_RNA_X2149_M.CEL.gz","GSM1077643","data/interim/cel/GSE44076/GSM1077643_CLX_RNA_X2149_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077644_CLX_RNA_Y2122_M.CEL.gz","GSM1077644","data/interim/cel/GSE44076/GSM1077644_CLX_RNA_Y2122_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077645_CLX_RNA_Y2145_M.CEL.gz","GSM1077645","data/interim/cel/GSE44076/GSM1077645_CLX_RNA_Y2145_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077646_CLX_RNA_Z2107_M.CEL.gz","GSM1077646","data/interim/cel/GSE44076/GSM1077646_CLX_RNA_Z2107_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077647_CLX_RNA_Z2130_M.CEL.gz","GSM1077647","data/interim/cel/GSE44076/GSM1077647_CLX_RNA_Z2130_M.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077648_CLX_RNA_A2004_N.CEL.gz","GSM1077648","data/interim/cel/GSE44076/GSM1077648_CLX_RNA_A2004_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077649_CLX_RNA_A2027_N.CEL.gz","GSM1077649","data/interim/cel/GSE44076/GSM1077649_CLX_RNA_A2027_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077650_CLX_RNA_A2050_N.CEL.gz","GSM1077650","data/interim/cel/GSE44076/GSM1077650_CLX_RNA_A2050_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077651_CLX_RNA_A2096_N.CEL.gz","GSM1077651","data/interim/cel/GSE44076/GSM1077651_CLX_RNA_A2096_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077652_CLX_RNA_B2012_N.CEL.gz","GSM1077652","data/interim/cel/GSE44076/GSM1077652_CLX_RNA_B2012_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077653_CLX_RNA_B2035_N.CEL.gz","GSM1077653","data/interim/cel/GSE44076/GSM1077653_CLX_RNA_B2035_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077654_CLX_RNA_B2058_N.CEL.gz","GSM1077654","data/interim/cel/GSE44076/GSM1077654_CLX_RNA_B2058_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077655_CLX_RNA_B2081_N.CEL.gz","GSM1077655","data/interim/cel/GSE44076/GSM1077655_CLX_RNA_B2081_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077656_CLX_RNA_C2021_N.CEL.gz","GSM1077656","data/interim/cel/GSE44076/GSM1077656_CLX_RNA_C2021_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077657_CLX_RNA_C2044_N.CEL.gz","GSM1077657","data/interim/cel/GSE44076/GSM1077657_CLX_RNA_C2044_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077658_CLX_RNA_C2067_N.CEL.gz","GSM1077658","data/interim/cel/GSE44076/GSM1077658_CLX_RNA_C2067_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077659_CLX_RNA_C2090_N.CEL.gz","GSM1077659","data/interim/cel/GSE44076/GSM1077659_CLX_RNA_C2090_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077660_CLX_RNA_D2010_N.CEL.gz","GSM1077660","data/interim/cel/GSE44076/GSM1077660_CLX_RNA_D2010_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077661_CLX_RNA_D2033_N.CEL.gz","GSM1077661","data/interim/cel/GSE44076/GSM1077661_CLX_RNA_D2033_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077662_CLX_RNA_D2056_N.CEL.gz","GSM1077662","data/interim/cel/GSE44076/GSM1077662_CLX_RNA_D2056_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077663_CLX_RNA_D2079_N.CEL.gz","GSM1077663","data/interim/cel/GSE44076/GSM1077663_CLX_RNA_D2079_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077664_CLX_RNA_E2023_N.CEL.gz","GSM1077664","data/interim/cel/GSE44076/GSM1077664_CLX_RNA_E2023_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077665_CLX_RNA_E2046_N.CEL.gz","GSM1077665","data/interim/cel/GSE44076/GSM1077665_CLX_RNA_E2046_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077666_CLX_RNA_E2069_N.CEL.gz","GSM1077666","data/interim/cel/GSE44076/GSM1077666_CLX_RNA_E2069_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077667_CLX_RNA_E2092_N.CEL.gz","GSM1077667","data/interim/cel/GSE44076/GSM1077667_CLX_RNA_E2092_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077668_CLX_RNA_F2008_N.CEL.gz","GSM1077668","data/interim/cel/GSE44076/GSM1077668_CLX_RNA_F2008_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077669_CLX_RNA_F2031_N.CEL.gz","GSM1077669","data/interim/cel/GSE44076/GSM1077669_CLX_RNA_F2031_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077670_CLX_RNA_F2054_N.CEL.gz","GSM1077670","data/interim/cel/GSE44076/GSM1077670_CLX_RNA_F2054_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077671_CLX_RNA_F2077_N.CEL.gz","GSM1077671","data/interim/cel/GSE44076/GSM1077671_CLX_RNA_F2077_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077672_CLX_RNA_F2100_N.CEL.gz","GSM1077672","data/interim/cel/GSE44076/GSM1077672_CLX_RNA_F2100_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077673_CLX_RNA_G2005_N.CEL.gz","GSM1077673","data/interim/cel/GSE44076/GSM1077673_CLX_RNA_G2005_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077674_CLX_RNA_G2028_N.CEL.gz","GSM1077674","data/interim/cel/GSE44076/GSM1077674_CLX_RNA_G2028_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077675_CLX_RNA_G2051_N.CEL.gz","GSM1077675","data/interim/cel/GSE44076/GSM1077675_CLX_RNA_G2051_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077676_CLX_RNA_G2074_N.CEL.gz","GSM1077676","data/interim/cel/GSE44076/GSM1077676_CLX_RNA_G2074_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077677_CLX_RNA_G2097_N.CEL.gz","GSM1077677","data/interim/cel/GSE44076/GSM1077677_CLX_RNA_G2097_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077678_CLX_RNA_H2019_N.CEL.gz","GSM1077678","data/interim/cel/GSE44076/GSM1077678_CLX_RNA_H2019_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077679_CLX_RNA_H2042_N.CEL.gz","GSM1077679","data/interim/cel/GSE44076/GSM1077679_CLX_RNA_H2042_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077680_CLX_RNA_H2065_N.CEL.gz","GSM1077680","data/interim/cel/GSE44076/GSM1077680_CLX_RNA_H2065_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077681_CLX_RNA_H2088_N.CEL.gz","GSM1077681","data/interim/cel/GSE44076/GSM1077681_CLX_RNA_H2088_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077682_CLX_RNA_J2014_N.CEL.gz","GSM1077682","data/interim/cel/GSE44076/GSM1077682_CLX_RNA_J2014_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077683_CLX_RNA_J2037_N.CEL.gz","GSM1077683","data/interim/cel/GSE44076/GSM1077683_CLX_RNA_J2037_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077684_CLX_RNA_J2060_N.CEL.gz","GSM1077684","data/interim/cel/GSE44076/GSM1077684_CLX_RNA_J2060_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077685_CLX_RNA_J2083_N.CEL.gz","GSM1077685","data/interim/cel/GSE44076/GSM1077685_CLX_RNA_J2083_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077686_CLX_RNA_K2022_N.CEL.gz","GSM1077686","data/interim/cel/GSE44076/GSM1077686_CLX_RNA_K2022_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077687_CLX_RNA_K2045_N.CEL.gz","GSM1077687","data/interim/cel/GSE44076/GSM1077687_CLX_RNA_K2045_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077688_CLX_RNA_K2068_N.CEL.gz","GSM1077688","data/interim/cel/GSE44076/GSM1077688_CLX_RNA_K2068_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077689_CLX_RNA_K2091_N.CEL.gz","GSM1077689","data/interim/cel/GSE44076/GSM1077689_CLX_RNA_K2091_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077690_CLX_RNA_L2020_N.CEL.gz","GSM1077690","data/interim/cel/GSE44076/GSM1077690_CLX_RNA_L2020_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077691_CLX_RNA_L2043_N.CEL.gz","GSM1077691","data/interim/cel/GSE44076/GSM1077691_CLX_RNA_L2043_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077692_CLX_RNA_L2066_N.CEL.gz","GSM1077692","data/interim/cel/GSE44076/GSM1077692_CLX_RNA_L2066_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077693_CLX_RNA_L2089_N.CEL.gz","GSM1077693","data/interim/cel/GSE44076/GSM1077693_CLX_RNA_L2089_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077694_CLX_RNA_M2006_N.CEL.gz","GSM1077694","data/interim/cel/GSE44076/GSM1077694_CLX_RNA_M2006_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077695_CLX_RNA_M2029_N.CEL.gz","GSM1077695","data/interim/cel/GSE44076/GSM1077695_CLX_RNA_M2029_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077696_CLX_RNA_M2052_N.CEL.gz","GSM1077696","data/interim/cel/GSE44076/GSM1077696_CLX_RNA_M2052_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077697_CLX_RNA_M2075_N.CEL.gz","GSM1077697","data/interim/cel/GSE44076/GSM1077697_CLX_RNA_M2075_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077698_CLX_RNA_M2098_N.CEL.gz","GSM1077698","data/interim/cel/GSE44076/GSM1077698_CLX_RNA_M2098_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077699_CLX_RNA_N2013_N.CEL.gz","GSM1077699","data/interim/cel/GSE44076/GSM1077699_CLX_RNA_N2013_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077700_CLX_RNA_N2036_N.CEL.gz","GSM1077700","data/interim/cel/GSE44076/GSM1077700_CLX_RNA_N2036_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077701_CLX_RNA_N2059_N.CEL.gz","GSM1077701","data/interim/cel/GSE44076/GSM1077701_CLX_RNA_N2059_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077702_CLX_RNA_N2082_N.CEL.gz","GSM1077702","data/interim/cel/GSE44076/GSM1077702_CLX_RNA_N2082_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077703_CLX_RNA_P2009_N.CEL.gz","GSM1077703","data/interim/cel/GSE44076/GSM1077703_CLX_RNA_P2009_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077704_CLX_RNA_P2032_N.CEL.gz","GSM1077704","data/interim/cel/GSE44076/GSM1077704_CLX_RNA_P2032_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077705_CLX_RNA_P2055_N.CEL.gz","GSM1077705","data/interim/cel/GSE44076/GSM1077705_CLX_RNA_P2055_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077706_CLX_RNA_P2078_N.CEL.gz","GSM1077706","data/interim/cel/GSE44076/GSM1077706_CLX_RNA_P2078_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077707_CLX_RNA_Q2017_N.CEL.gz","GSM1077707","data/interim/cel/GSE44076/GSM1077707_CLX_RNA_Q2017_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077708_CLX_RNA_Q2040_N.CEL.gz","GSM1077708","data/interim/cel/GSE44076/GSM1077708_CLX_RNA_Q2040_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077709_CLX_RNA_Q2063_N.CEL.gz","GSM1077709","data/interim/cel/GSE44076/GSM1077709_CLX_RNA_Q2063_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077710_CLX_RNA_Q2086_N.CEL.gz","GSM1077710","data/interim/cel/GSE44076/GSM1077710_CLX_RNA_Q2086_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077711_CLX_RNA_R2002_N.CEL.gz","GSM1077711","data/interim/cel/GSE44076/GSM1077711_CLX_RNA_R2002_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077712_CLX_RNA_R2025_N.CEL.gz","GSM1077712","data/interim/cel/GSE44076/GSM1077712_CLX_RNA_R2025_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077713_CLX_RNA_R2048_N.CEL.gz","GSM1077713","data/interim/cel/GSE44076/GSM1077713_CLX_RNA_R2048_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077714_CLX_RNA_R2071_N.CEL.gz","GSM1077714","data/interim/cel/GSE44076/GSM1077714_CLX_RNA_R2071_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077715_CLX_RNA_R2094_N.CEL.gz","GSM1077715","data/interim/cel/GSE44076/GSM1077715_CLX_RNA_R2094_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077716_CLX_RNA_S2016_N.CEL.gz","GSM1077716","data/interim/cel/GSE44076/GSM1077716_CLX_RNA_S2016_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077717_CLX_RNA_S2039_N.CEL.gz","GSM1077717","data/interim/cel/GSE44076/GSM1077717_CLX_RNA_S2039_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077718_CLX_RNA_S2062_N.CEL.gz","GSM1077718","data/interim/cel/GSE44076/GSM1077718_CLX_RNA_S2062_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077719_CLX_RNA_T2001_N.CEL.gz","GSM1077719","data/interim/cel/GSE44076/GSM1077719_CLX_RNA_T2001_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077720_CLX_RNA_T2024_N.CEL.gz","GSM1077720","data/interim/cel/GSE44076/GSM1077720_CLX_RNA_T2024_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077721_CLX_RNA_T2047_N.CEL.gz","GSM1077721","data/interim/cel/GSE44076/GSM1077721_CLX_RNA_T2047_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077722_CLX_RNA_T2070_N.CEL.gz","GSM1077722","data/interim/cel/GSE44076/GSM1077722_CLX_RNA_T2070_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077723_CLX_RNA_T2093_N.CEL.gz","GSM1077723","data/interim/cel/GSE44076/GSM1077723_CLX_RNA_T2093_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077724_CLX_RNA_V2018_N.CEL.gz","GSM1077724","data/interim/cel/GSE44076/GSM1077724_CLX_RNA_V2018_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077725_CLX_RNA_V2041_N.CEL.gz","GSM1077725","data/interim/cel/GSE44076/GSM1077725_CLX_RNA_V2041_N.CEL.gz",TRUE,TRUE
"GSE44076","GSE44076_RAW.tar","GSM1077726_CLX_RNA_V2064_N.CEL.gz","GSM1077726","data/interim/cel/GSE44076/GSM1077726_CLX_RNA_V2064_N.CEL.gz",TRUE,TRUE
