geo_accession,sample_title,original_tissue,tissue_class,patient_id,donor_or_patient_group,pairing_status,platform,cel_filename,cel_present_in_tar,author_included,technical_replicate_candidate,technical_replicate_rule,inclusion_status,exclusion_reason,metadata_parsing_source,metadata_parsing_confidence
GSM1012278,Polyp 00300BR2,Polyp,polyp,300,300,patient_grouped,GPL96,GSM1012278_00300BR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue,"GEO tissue, patient id, and included characteristics",high
GSM1012279,Liver Metastasis 00450UR1,Liver Metastasis,liver_metastasis,450,450,patient_grouped,GPL96,GSM1012279_00450UR1.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012280,Liver Metastasis 00450UR1_ez,Liver Metastasis,liver_metastasis,450,450,patient_grouped,GPL96,GSM1012280_00450UR1_ez.CEL.gz,True,False,True,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes; technical-replicate indicator,"GEO tissue, patient id, and included characteristics",high
GSM1012281,Liver Metastasis 00450UR2,Liver Metastasis,liver_metastasis,450,450,patient_grouped,GPL96,GSM1012281_00450UR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue,"GEO tissue, patient id, and included characteristics",high
GSM1012282,Liver Metastasis 00464UR1,Liver Metastasis,liver_metastasis,464,464,patient_grouped,GPL96,GSM1012282_00464UR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue,"GEO tissue, patient id, and included characteristics",high
GSM1012283,Liver Metastasis 00485UR1,Liver Metastasis,liver_metastasis,485,485,patient_grouped,GPL96,GSM1012283_00485UR1.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012284,Liver Metastasis 00485UR1_ez,Liver Metastasis,liver_metastasis,485,485,patient_grouped,GPL96,GSM1012284_00485UR1_ez.CEL.gz,True,False,True,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes; technical-replicate indicator,"GEO tissue, patient id, and included characteristics",high
GSM1012285,Liver Metastasis 00485UR2,Liver Metastasis,liver_metastasis,485,485,patient_grouped,GPL96,GSM1012285_00485UR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue,"GEO tissue, patient id, and included characteristics",high
GSM1012286,Primary Tumor 00620AR1,Primary Tumor,primary_tumor,620,620,patient_grouped,GPL96,GSM1012286_00620AR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012287,Liver Metastasis 00823UR1,Liver Metastasis,liver_metastasis,823,823,patient_grouped,GPL96,GSM1012287_00823UR1.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012288,Liver Metastasis 00823UR1_ez,Liver Metastasis,liver_metastasis,823,823,patient_grouped,GPL96,GSM1012288_00823UR1_ez.CEL.gz,True,False,True,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes; technical-replicate indicator,"GEO tissue, patient id, and included characteristics",high
GSM1012289,Liver Metastasis 00823UR2,Liver Metastasis,liver_metastasis,823,823,patient_grouped,GPL96,GSM1012289_00823UR2.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012290,Liver Metastasis 00838UR1,Liver Metastasis,liver_metastasis,838,838,patient_grouped,GPL96,GSM1012290_00838UR1.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012291,Liver Metastasis 00838UR1_ez,Liver Metastasis,liver_metastasis,838,838,patient_grouped,GPL96,GSM1012291_00838UR1_ez.CEL.gz,True,False,True,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes; technical-replicate indicator,"GEO tissue, patient id, and included characteristics",high
GSM1012292,Liver Metastasis 00838UR2,Liver Metastasis,liver_metastasis,838,838,patient_grouped,GPL96,GSM1012292_00838UR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue,"GEO tissue, patient id, and included characteristics",high
GSM1012293,Liver Metastasis 00852UR1,Liver Metastasis,liver_metastasis,852,852,patient_grouped,GPL96,GSM1012293_00852UR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue,"GEO tissue, patient id, and included characteristics",high
GSM1012294,Normal Liver 00871KR3,Normal Liver,normal_liver,871,871,patient_grouped,GPL96,GSM1012294_00871KR3.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012295,Polyp 00888BR1,Polyp,polyp,888,888,patient_grouped,GPL96,GSM1012295_00888BR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue,"GEO tissue, patient id, and included characteristics",high
GSM1012296,Liver Metastasis 00947UR1,Liver Metastasis,liver_metastasis,947,947,patient_grouped,GPL96,GSM1012296_00947UR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue,"GEO tissue, patient id, and included characteristics",high
GSM1012297,Primary Tumor 00990AR1,Primary Tumor,primary_tumor,990,990,patient_grouped,GPL96,GSM1012297_00990AR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012298,Normal Lung 01720MR1,Normal Lung,normal_lung,1720,1720,patient_grouped,GPL96,GSM1012298_01720MR1.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012299,Lung Metastasis 01720VR1,Lung Metastasis,lung_metastasis,1720,1720,patient_grouped,GPL96,GSM1012299_01720VR1.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012300,Polyp 01984BR1,Polyp,polyp,1984,1984,patient_grouped,GPL96,GSM1012300_01984BR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue,"GEO tissue, patient id, and included characteristics",high
GSM1012301,Normal Lung 02050MR1,Normal Lung,normal_lung,2050,2050,patient_grouped,GPL96,GSM1012301_02050MR1.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012302,Lung Metastasis 02050VR1,Lung Metastasis,lung_metastasis,2050,2050,patient_grouped,GPL96,GSM1012302_02050VR1.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012303,Primary Tumor 02184AR2,Primary Tumor,primary_tumor,2184,2184,patient_grouped,GPL96,GSM1012303_02184AR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012304,Normal Colon 02184HR2,Normal Colon,normal_colon,2184,2184,patient_grouped,GPL96,GSM1012304_02184HR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012305,Primary Tumor 02189AR1,Primary Tumor,primary_tumor,2189,2189,patient_grouped,GPL96,GSM1012305_02189AR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012306,Normal Colon 02189HR1,Normal Colon,normal_colon,2189,2189,patient_grouped,GPL96,GSM1012306_02189HR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012307,Primary Tumor 02308AR1,Primary Tumor,primary_tumor,2308,2308,patient_grouped,GPL96,GSM1012307_02308AR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012308,Primary Tumor 02500AR1,Primary Tumor,primary_tumor,2500,2500,patient_grouped,GPL96,GSM1012308_02500AR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012309,Polyp 02663BR1,Polyp,polyp,2663,2663,patient_grouped,GPL96,GSM1012309_02663BR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue,"GEO tissue, patient id, and included characteristics",high
GSM1012310,Primary Tumor 02679AR1,Primary Tumor,primary_tumor,2679,2679,patient_grouped,GPL96,GSM1012310_02679AR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012311,Polyp 02679BR1,Polyp,polyp,2679,2679,patient_grouped,GPL96,GSM1012311_02679BR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue,"GEO tissue, patient id, and included characteristics",high
GSM1012312,Primary Tumor 02779AR1,Primary Tumor,primary_tumor,2779,2779,patient_grouped,GPL96,GSM1012312_02779AR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012313,Polyp 02779BR1,Polyp,polyp,2779,2779,patient_grouped,GPL96,GSM1012313_02779BR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue,"GEO tissue, patient id, and included characteristics",high
GSM1012314,Primary Tumor 02815AR1,Primary Tumor,primary_tumor,2815,2815,patient_grouped,GPL96,GSM1012314_02815AR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012315,Normal Colon 02815HR1,Normal Colon,normal_colon,2815,2815,patient_grouped,GPL96,GSM1012315_02815HR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012316,Primary Tumor 02832AR1,Primary Tumor,primary_tumor,2832,2832,patient_grouped,GPL96,GSM1012316_02832AR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012317,Primary Tumor 03023AR1,Primary Tumor,primary_tumor,3023,3023,patient_grouped,GPL96,GSM1012317_03023AR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012318,Normal Colon 03023HR1,Normal Colon,normal_colon,3023,3023,patient_grouped,GPL96,GSM1012318_03023HR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012319,Primary Tumor 03156AR1,Primary Tumor,primary_tumor,3156,3156,patient_grouped,GPL96,GSM1012319_03156AR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012320,Primary Tumor 03283AR1,Primary Tumor,primary_tumor,3283,3283,patient_grouped,GPL96,GSM1012320_03283AR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012321,Lung Metastasis 03358VR1,Lung Metastasis,lung_metastasis,3358,3358,patient_grouped,GPL96,GSM1012321_03358VR1.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012322,Primary Tumor 03393AR1,Primary Tumor,primary_tumor,3393,3393,patient_grouped,GPL96,GSM1012322_03393AR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012323,Polyp 03393BR1,Polyp,polyp,3393,3393,patient_grouped,GPL96,GSM1012323_03393BR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue,"GEO tissue, patient id, and included characteristics",high
GSM1012324,Primary Tumor 03401AR1,Primary Tumor,primary_tumor,3401,3401,patient_grouped,GPL96,GSM1012324_03401AR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012325,Primary Tumor 03465AR3,Primary Tumor,primary_tumor,3465,3465,patient_grouped,GPL96,GSM1012325_03465AR3.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012326,Primary Tumor 03519AR2,Primary Tumor,primary_tumor,3519,3519,patient_grouped,GPL96,GSM1012326_03519AR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012327,Normal Colon 03519HR2,Normal Colon,normal_colon,3519,3519,patient_grouped,GPL96,GSM1012327_03519HR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012328,Primary Tumor 03531AR2,Primary Tumor,primary_tumor,3531,3531,patient_grouped,GPL96,GSM1012328_03531AR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012329,Polyp 03598BR2,Polyp,polyp,3598,3598,patient_grouped,GPL96,GSM1012329_03598BR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue,"GEO tissue, patient id, and included characteristics",high
GSM1012330,Normal Colon 03598HR2,Normal Colon,normal_colon,3598,3598,patient_grouped,GPL96,GSM1012330_03598HR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012331,Primary Tumor 03637AR2,Primary Tumor,primary_tumor,3637,3637,patient_grouped,GPL96,GSM1012331_03637AR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012332,Polyp 03637BR2,Polyp,polyp,3637,3637,patient_grouped,GPL96,GSM1012332_03637BR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue,"GEO tissue, patient id, and included characteristics",high
GSM1012333,Normal Colon 03637HR2,Normal Colon,normal_colon,3637,3637,patient_grouped,GPL96,GSM1012333_03637HR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012334,Primary Tumor 03657AR2,Primary Tumor,primary_tumor,3657,3657,patient_grouped,GPL96,GSM1012334_03657AR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012335,Normal Colon 03657HR2,Normal Colon,normal_colon,3657,3657,patient_grouped,GPL96,GSM1012335_03657HR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012336,Primary Tumor 03706AR2,Primary Tumor,primary_tumor,3706,3706,patient_grouped,GPL96,GSM1012336_03706AR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012337,Normal Colon 03706HR2,Normal Colon,normal_colon,3706,3706,patient_grouped,GPL96,GSM1012337_03706HR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012338,Primary Tumor 03752AR1,Primary Tumor,primary_tumor,3752,3752,patient_grouped,GPL96,GSM1012338_03752AR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012339,Primary Tumor 03753AR1,Primary Tumor,primary_tumor,3753,3753,patient_grouped,GPL96,GSM1012339_03753AR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012340,Normal Colon 03753HR3,Normal Colon,normal_colon,3753,3753,patient_grouped,GPL96,GSM1012340_03753HR3.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012341,Primary Tumor 03777AR2,Primary Tumor,primary_tumor,3777,3777,patient_grouped,GPL96,GSM1012341_03777AR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012342,Normal Colon 03777hr3,Normal Colon,normal_colon,3777,3777,patient_grouped,GPL96,GSM1012342_03777hr3.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012343,Lung Metastasis 03820VR1,Lung Metastasis,lung_metastasis,3820,3820,patient_grouped,GPL96,GSM1012343_03820VR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue,"GEO tissue, patient id, and included characteristics",high
GSM1012344,Primary Tumor 03862AR2,Primary Tumor,primary_tumor,3862,3862,patient_grouped,GPL96,GSM1012344_03862AR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012345,Normal Colon 03862HR2,Normal Colon,normal_colon,3862,3862,patient_grouped,GPL96,GSM1012345_03862HR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012346,Primary Tumor 04176AR2,Primary Tumor,primary_tumor,4176,4176,patient_grouped,GPL96,GSM1012346_04176AR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012347,Normal Colon 04176HR3,Normal Colon,normal_colon,4176,4176,patient_grouped,GPL96,GSM1012347_04176HR3.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012348,Normal Lung 04222MR1,Normal Lung,normal_lung,4222,4222,patient_grouped,GPL96,GSM1012348_04222MR1.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012349,Lung Metastasis 04222VR1,Lung Metastasis,lung_metastasis,4222,4222,patient_grouped,GPL96,GSM1012349_04222VR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue,"GEO tissue, patient id, and included characteristics",high
GSM1012350,Primary Tumor 04276AR2,Primary Tumor,primary_tumor,4276,4276,patient_grouped,GPL96,GSM1012350_04276AR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012351,Normal Colon 04276HR2,Normal Colon,normal_colon,4276,4276,patient_grouped,GPL96,GSM1012351_04276HR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012352,Primary Tumor 04388AR2,Primary Tumor,primary_tumor,4388,4388,patient_grouped,GPL96,GSM1012352_04388AR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012353,Polyp 04449BR4,Polyp,polyp,4449,4449,patient_grouped,GPL96,GSM1012353_04449BR4.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue,"GEO tissue, patient id, and included characteristics",high
GSM1012354,Primary Tumor 04494AR4,Primary Tumor,primary_tumor,4494,4494,patient_grouped,GPL96,GSM1012354_04494AR4.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012355,Normal Colon 04494HR4,Normal Colon,normal_colon,4494,4494,patient_grouped,GPL96,GSM1012355_04494HR4.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012356,Primary Tumor 04549AR4,Primary Tumor,primary_tumor,4549,4549,patient_grouped,GPL96,GSM1012356_04549AR4.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012357,Normal Colon 04549HR4,Normal Colon,normal_colon,4549,4549,patient_grouped,GPL96,GSM1012357_04549HR4.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012358,Primary Tumor 04800AR4,Primary Tumor,primary_tumor,4800,4800,patient_grouped,GPL96,GSM1012358_04800AR4.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012359,Normal Colon 04800hr4,Normal Colon,normal_colon,4800,4800,patient_grouped,GPL96,GSM1012359_04800hr4.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012360,Polyp 04809BR1,Polyp,polyp,4809,4809,patient_grouped,GPL96,GSM1012360_04809BR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue,"GEO tissue, patient id, and included characteristics",high
GSM1012361,Primary Tumor 05025AR4,Primary Tumor,primary_tumor,5025,5025,patient_grouped,GPL96,GSM1012361_05025AR4.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012362,Polyp 05192BR1,Polyp,polyp,5192,5192,patient_grouped,GPL96,GSM1012362_05192BR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue,"GEO tissue, patient id, and included characteristics",high
GSM1012363,Primary Tumor 05334AR4,Primary Tumor,primary_tumor,5334,5334,patient_grouped,GPL96,GSM1012363_05334AR4.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012364,Primary Tumor 05424AR4,Primary Tumor,primary_tumor,5424,5424,patient_grouped,GPL96,GSM1012364_05424AR4.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012365,Polyp 05479BR1,Polyp,polyp,5479,5479,patient_grouped,GPL96,GSM1012365_05479BR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue,"GEO tissue, patient id, and included characteristics",high
GSM1012366,Primary Tumor 05629AR4,Primary Tumor,primary_tumor,5629,5629,patient_grouped,GPL96,GSM1012366_05629AR4.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012367,Primary Tumor 05708AR2,Primary Tumor,primary_tumor,5708,5708,patient_grouped,GPL96,GSM1012367_05708AR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012368,Primary Tumor 05786AR2,Primary Tumor,primary_tumor,5786,5786,patient_grouped,GPL96,GSM1012368_05786AR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012369,Normal Colon 05786hr3,Normal Colon,normal_colon,5786,5786,patient_grouped,GPL96,GSM1012369_05786hr3.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012370,Primary Tumor 05839AR2,Primary Tumor,primary_tumor,5839,5839,patient_grouped,GPL96,GSM1012370_05839AR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012371,Primary Tumor 05885AR2,Primary Tumor,primary_tumor,5885,5885,patient_grouped,GPL96,GSM1012371_05885AR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012372,Lung Metastasis 05969VR1,Lung Metastasis,lung_metastasis,5969,5969,patient_grouped,GPL96,GSM1012372_05969VR1.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012373,Primary Tumor 06051AR2,Primary Tumor,primary_tumor,6051,6051,patient_grouped,GPL96,GSM1012373_06051AR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012374,Primary Tumor 06220AR2,Primary Tumor,primary_tumor,6220,6220,patient_grouped,GPL96,GSM1012374_06220AR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012375,Primary Tumor 06265AR2,Primary Tumor,primary_tumor,6265,6265,patient_grouped,GPL96,GSM1012375_06265AR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012376,Primary Tumor 06314AR2,Primary Tumor,primary_tumor,6314,6314,patient_grouped,GPL96,GSM1012376_06314AR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012377,Lung Metastasis 06432VR1,Lung Metastasis,lung_metastasis,6432,6432,patient_grouped,GPL96,GSM1012377_06432VR1.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012378,Polyp 06572BR1,Polyp,polyp,6572,6572,patient_grouped,GPL96,GSM1012378_06572BR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue,"GEO tissue, patient id, and included characteristics",high
GSM1012379,Primary Tumor 06657AR2,Primary Tumor,primary_tumor,6657,6657,patient_grouped,GPL96,GSM1012379_06657AR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012380,Normal Colon 06657HR3,Normal Colon,normal_colon,6657,6657,patient_grouped,GPL96,GSM1012380_06657HR3.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012381,Primary Tumor 06706AR2,Primary Tumor,primary_tumor,6706,6706,patient_grouped,GPL96,GSM1012381_06706AR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012382,Normal Lung 06764MR3,Normal Lung,normal_lung,6764,6764,patient_grouped,GPL96,GSM1012382_06764MR3.CEL.gz,True,False,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue; GEO author flag included in analysis is not Yes,"GEO tissue, patient id, and included characteristics",high
GSM1012383,Lung Metastasis 06764VR1,Lung Metastasis,lung_metastasis,6764,6764,patient_grouped,GPL96,GSM1012383_06764VR1.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),excluded,not primary external-validation tissue,"GEO tissue, patient id, and included characteristics",high
GSM1012384,Primary Tumor 06840AR2,Primary Tumor,primary_tumor,6840,6840,patient_grouped,GPL96,GSM1012384_06840AR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012385,Primary Tumor 06997AR3,Primary Tumor,primary_tumor,6997,6997,patient_grouped,GPL96,GSM1012385_06997AR3.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
GSM1012386,Primary Tumor 07061AR2,Primary Tumor,primary_tumor,7061,7061,patient_grouped,GPL96,GSM1012386_07061AR2.CEL.gz,True,True,False,(?i)(?:_ez|rehyb),included,,"GEO tissue, patient id, and included characteristics",high
