probe_id,gene_symbol_raw,entrez_id_raw,gene_symbol,entrez_id
202196_s_at,DKK3,27122,DKK3,27122
207875_at,DKK3,27122,DKK3,27122
214247_s_at,DKK3,27122,DKK3,27122
221126_at,DKK3,27122,DKK3,27122
221127_s_at,DKK3,27122,DKK3,27122
206619_at,DKK4,27121,DKK4,27121
220284_at,DKKL1,27120,DKKL1,27120
211150_s_at,DLAT,1737,DLAT,1737
212568_s_at,DLAT,1737,DLAT,1737
213149_at,DLAT,1737,DLAT,1737
210762_s_at,DLC1,10395,DLC1,10395
220511_s_at,DLC1,10395,DLC1,10395
220512_at,DLC1,10395,DLC1,10395
209095_at,DLD,1738,DLD,1738
206798_x_at,DLEC1,9940,DLEC1,9940
207896_s_at,DLEC1,9940,DLEC1,9940
215085_x_at,DLEC1,9940,DLEC1,9940
205677_s_at,DLEU1,10301,DLEU1,10301
216856_s_at,DLEU2,8847,DLEU2,8847
216870_x_at,DLEU2,8847,DLEU2,8847
202514_at,DLG1,1739,DLG1,1739
202515_at,DLG1,1739,DLG1,1739
202516_s_at,DLG1,1739,DLG1,1739
215988_s_at,DLG1,1739,DLG1,1739
217208_s_at,DLG1,1739,DLG1,1739
206253_at,DLG2,1740,DLG2,1740
207732_s_at,DLG3,1741,DLG3,1741
212727_at,DLG3,1741,DLG3,1741
212728_at,DLG3,1741,DLG3,1741
212729_at,DLG3,1741,DLG3,1741
204592_at,DLG4,1742,DLG4,1742
210684_s_at,DLG4,1742,DLG4,1742
201681_s_at,DLG5,9231,DLG5,9231
210469_at,DLG5,9231,DLG5,9231
206489_s_at,DLGAP1,9229,DLGAP1,9229
206490_at,DLGAP1,9229,DLGAP1,9229
210750_s_at,DLGAP1,9229,DLGAP1,9229
210227_at,DLGAP2,9228,DLGAP2,9228
216916_s_at,DLGAP2,9228,DLGAP2,9228
202570_s_at,DLGAP4,22839,DLGAP4,22839
202571_s_at,DLGAP4,22839,DLGAP4,22839
202572_s_at,DLGAP4,22839,DLGAP4,22839
203764_at,DLGAP5,9787,DLGAP5,9787
209560_s_at,DLK1,8788,DLK1,8788
220262_s_at,DLK2,65989,DLK2,65989
219537_x_at,DLL3,10683,DLL3,10683
215210_s_at,DLST,1743,DLST,1743
207147_at,DLX2,1746,DLX2,1746
215685_s_at,DLX2,1746,DLX2,1746
208216_at,DLX4,1748,DLX4,1748
210259_s_at,DLX4,1748,DLX4,1748
213707_s_at,DLX5,1749,DLX5,1749
221289_at,DLX6,1750,DLX6,1750
208250_s_at,DMBT1,1755,DMBT1,1755
208382_s_at,DMC1,11144,DMC1,11144
208386_x_at,DMC1,11144,DMC1,11144
203881_s_at,DMD,1756,DMD,1756
207660_at,DMD,1756,DMD,1756
208086_s_at,DMD,1756,DMD,1756
208175_s_at,DMP1,1758,DMP1,1758
217067_s_at,DMP1,1758,DMP1,1758
217062_at,DMPK,1760,DMPK,1760
217066_s_at,DMPK,1760,DMPK,1760
37996_s_at,DMPK,1760,DMPK,1760
220493_at,DMRT1,1761,DMRT1,1761
203301_s_at,DMTF1,9988,DMTF1,9988
204505_s_at,DMTN,2039,DMTN,2039
213231_at,DMWD,1762,DMWD,1762
33768_at,DMWD,1762,DMWD,1762
203791_at,DMXL1,1657,DMXL1,1657
212820_at,DMXL2,23312,DMXL2,23312
215761_at,DMXL2,23312,DMXL2,23312
213647_at,DNA2,1763,DNA2,1763
215173_at,DNAAF1,123872,DNAAF1,123872
222068_s_at,DNAAF1,123872,DNAAF1,123872
219166_at,DNAAF2,55172,DNAAF2,55172
218460_at,DNAAF5,54919,DNAAF5,54919
214229_at,DNAH17,8632,DNAH17,8632
215840_at,DNAH2,146754,DNAH2,146754
215266_at,DNAH3,55567,DNAH3,55567
216415_at,DNAH3,55567,DNAH3,55567
220725_x_at,DNAH3,55567,DNAH3,55567
215341_at,DNAH6,1768,DNAH6,1768
214222_at,DNAH7,56171,DNAH7,56171
207959_s_at,DNAH9,1770,DNAH9,1770
210345_s_at,DNAH9,1770,DNAH9,1770
220125_at,DNAI1,27019,DNAI1,27019
220636_at,DNAI2,64446,DNAI2,64446
221668_s_at,DNAI2,64446,DNAI2,64446
200880_at,DNAJA1,3301,DNAJA1,3301
200881_s_at,DNAJA1,3301,DNAJA1,3301
209157_at,DNAJA2,10294,DNAJA2,10294
205963_s_at,DNAJA3,9093,DNAJA3,9093
220395_at,DNAJA4,55466,DNAJA4,55466
200664_s_at,DNAJB1,3337,DNAJB1,3337
200666_s_at,DNAJB1,3337,DNAJB1,3337
202865_at,DNAJB12,54788,DNAJB12,54788
202866_at,DNAJB12,54788,DNAJB12,54788
202867_s_at,DNAJB12,54788,DNAJB12,54788
214338_at,DNAJB12,54788,DNAJB12,54788
219237_s_at,DNAJB14,79982,DNAJB14,79982
202500_at,DNAJB2,3300,DNAJB2,3300
203810_at,DNAJB4,11080,DNAJB4,11080
203811_s_at,DNAJB4,11080,DNAJB4,11080
207453_s_at,DNAJB5,25822,DNAJB5,25822
212817_at,DNAJB5,25822,DNAJB5,25822
209015_s_at,DNAJB6,10049,DNAJB6,10049
202842_s_at,DNAJB9,4189,DNAJB9,4189
202843_at,DNAJB9,4189,DNAJB9,4189
218409_s_at,DNAJC1,64215,DNAJC1,64215
221781_s_at,DNAJC10,54431,DNAJC10,54431
221782_at,DNAJC10,54431,DNAJC10,54431
215792_s_at,DNAJC11,55735,DNAJC11,55735
218976_at,DNAJC12,56521,DNAJC12,56521
212467_at,DNAJC13,23317,DNAJC13,23317
218435_at,DNAJC15,29103,DNAJC15,29103
212908_at,DNAJC16,23341,DNAJC16,23341
212911_at,DNAJC16,23341,DNAJC16,23341
217358_at,DNAJC16,23341,DNAJC16,23341
219861_at,DNAJC17,55192,DNAJC17,55192
213097_s_at,DNAJC2,27000,DNAJC2,27000
220441_at,DNAJC22,79962,DNAJC22,79962
213853_at,DNAJC24,120526,DNAJC24,120526
220372_at,DNAJC28,54943,DNAJC28,54943
208499_s_at,DNAJC3,5611,DNAJC3,5611
206781_at,DNAJC4,3338,DNAJC4,3338
206782_s_at,DNAJC4,3338,DNAJC4,3338
213919_at,DNAJC4,3338,DNAJC4,3338
204720_s_at,DNAJC6,9829,DNAJC6,9829
204721_s_at,DNAJC6,9829,DNAJC6,9829
202416_at,DNAJC7,7266,DNAJC7,7266
215252_at,DNAJC7,7266,DNAJC7,7266
205545_x_at,DNAJC8,22826,DNAJC8,22826
212490_at,DNAJC8,22826,DNAJC8,22826
212491_s_at,DNAJC8,22826,DNAJC8,22826
213088_s_at,DNAJC9,23234,DNAJC9,23234
213092_x_at,DNAJC9,23234,DNAJC9,23234
204008_at,DNAL4,10126,DNAL4,10126
205186_at,DNALI1,7802,DNALI1,7802
210165_at,DNASE1,1773,DNASE1,1773
203912_s_at,DNASE1L1,1774,DNASE1L1,1774
207192_at,DNASE1L2,1775,DNASE1L2,1775
205554_s_at,DNASE1L3,1776,DNASE1L3,1776
209831_x_at,DNASE2,1777,DNASE2,1777
214992_s_at,DNASE2,1777,DNASE2,1777
220380_at,DNASE2B,58511,DNASE2B,58511
222070_at,DND1,373863,DND1,373863
57739_at,DND1,373863,DND1,373863
220162_s_at,DNLZ///CARD9,728489///64170,DNLZ///CARD9,728489///64170
215116_s_at,DNM1,1759,DNM1,1759
217341_at,DNM1,1759,DNM1,1759
203105_s_at,DNM1L,10059,DNM1L,10059
202253_s_at,DNM2,1785,DNM2,1785
216024_at,DNM2,1785,DNM2,1785
209839_at,DNM3,26052,DNM3,26052
212838_at,DNMBP,23268,DNMBP,23268
201697_s_at,DNMT1,1786,DNMT1,1786
218457_s_at,DNMT3A,1788,DNMT3A,1788
220668_s_at,DNMT3B,1789,DNMT3B,1789
220139_at,DNMT3L,29947,DNMT3L,29947
201937_s_at,DNPEP,23549,DNPEP,23549
215135_at,DNPEP,23549,DNPEP,23549
38703_at,DNPEP,23549,DNPEP,23549
204238_s_at,DNPH1,10591,DNPH1,10591
213871_s_at,DNPH1,10591,DNPH1,10591
39817_s_at,DNPH1,10591,DNPH1,10591
210487_at,DNTT,1791,DNTT,1791
202776_at,DNTTIP2,30836,DNTTIP2,30836
205744_at,DOC2A,8448,DOC2A,8448
207311_at,DOC2B,8447,DOC2B,8447
203187_at,DOCK1,1793,DOCK1,1793
215151_at,DOCK10,55619,DOCK10,55619
219279_at,DOCK10,55619,DOCK10,55619
213160_at,DOCK2,1794,DOCK2,1794
213482_at,DOCK3,1795,DOCK3,1795
205003_at,DOCK4,9732,DOCK4,9732
215361_at,DOCK5,80005,DOCK5,80005
219921_s_at,DOCK5,80005,DOCK5,80005
221793_at,DOCK6,57572,DOCK6,57572
221794_at,DOCK6,57572,DOCK6,57572
222003_s_at,DOCK6,57572,DOCK6,57572
222004_s_at,DOCK6,57572,DOCK6,57572
55583_at,DOCK6,57572,DOCK6,57572
212538_at,DOCK9,23348,DOCK9,23348
215041_s_at,DOCK9,23348,DOCK9,23348
215237_at,DOCK9,23348,DOCK9,23348
215238_s_at,DOCK9,23348,DOCK9,23348
208141_s_at,DOHH,83475,DOHH,83475
210030_at,DOHH,83475,DOHH,83475
213949_s_at,DOHH,83475,DOHH,83475
211121_s_at,DOK1,1796,DOK1,1796
216835_s_at,DOK1,1796,DOK1,1796
214054_at,DOK2,9046,DOK2,9046
220320_at,DOK3,79930,DOK3,79930
207747_s_at,DOK4,55715,DOK4,55715
209690_s_at,DOK4,55715,DOK4,55715
209691_s_at,DOK4,55715,DOK4,55715
214844_s_at,DOK5,55816,DOK5,55816
204488_at,DOLK,22845,DOLK,22845
221817_at,DOLPP1,57171,DOLPP1,57171
221677_s_at,DONSON,29980,DONSON,29980
213267_at,DOPEY1,23033,DOPEY1,23033
213271_s_at,DOPEY1,23033,DOPEY1,23033
40612_at,DOPEY1,23033,DOPEY1,23033
205248_at,DOPEY2,9980,DOPEY2,9980
215219_at,DOPEY2,9980,DOPEY2,9980
214865_at,DOT1L,84444,DOT1L,84444
209509_s_at,DPAGT1,1798,DPAGT1,1798
205983_at,DPEP1,1800,DPEP1,1800
219452_at,DPEP2,64174,DPEP2,64174
220179_at,DPEP3,64180,DPEP3,64180
206531_at,DPF1,8193,DPF1,8193
202116_at,DPF2,5977,DPF2,5977
219746_at,DPF3,8110,DPF3,8110
204514_at,DPH2,1802,DPH2,1802
219590_x_at,DPH5,51611,DPH5,51611
222360_at,DPH5,51611,DPH5,51611
202673_at,DPM1,8813,DPM1,8813
209391_at,DPM2,8818,DPM2,8818
219373_at,DPM3,54344,DPM3,54344
218567_x_at,DPP3,10072,DPP3,10072
203716_s_at,DPP4,1803,DPP4,1803
203717_at,DPP4,1803,DPP4,1803
211478_s_at,DPP4,1803,DPP4,1803
207789_s_at,DPP6,1804,DPP6,1804
220939_s_at,DPP8,54878,DPP8,54878
219651_at,DPPA4,55211,DPPA4,55211
207977_s_at,DPT,1805,DPT,1805
213068_at,DPT,1805,DPT,1805
213071_at,DPT,1805,DPT,1805
212792_at,DPY19L1,23333,DPY19L1,23333
215433_at,DPY19L1,23333,DPY19L1,23333
215102_at,DPY19L1P1,100129460,DPY19L1P1,100129460
215143_at,DPY19L2P2,349152,DPY19L2P2,349152
213391_at,DPY19L4,286148,DPY19L4,286148
219065_s_at,DPY30///MEMO1,84661///51072,DPY30///MEMO1,84661///51072
204646_at,DPYD,1806,DPYD,1806
206065_s_at,DPYS,1807,DPYS,1807
200762_at,DPYSL2,1808,DPYSL2,1808
201430_s_at,DPYSL3,1809,DPYSL3,1809
201431_s_at,DPYSL3,1809,DPYSL3,1809
205492_s_at,DPYSL4,10570,DPYSL4,10570
205493_s_at,DPYSL4,10570,DPYSL4,10570
214301_s_at,DPYSL4,10570,DPYSL4,10570
207654_x_at,DR1,1810,DR1,1810
209187_at,DR1,1810,DR1,1810
209188_x_at,DR1,1810,DR1,1810
216652_s_at,DR1,1810,DR1,1810
216653_at,DR1,1810,DR1,1810
218627_at,DRAM1,55332,DRAM1,55332
203258_at,DRAP1,10589,DRAP1,10589
208140_s_at,DRC3,83450,DRC3,83450
214652_at,DRD1,1812,DRD1,1812
206590_x_at,DRD2,1813,DRD2,1813
211624_s_at,DRD2,1813,DRD2,1813
216924_s_at,DRD2,1813,DRD2,1813
216938_x_at,DRD2,1813,DRD2,1813
211625_s_at,DRD3,1814,DRD3,1814
214559_at,DRD3,1814,DRD3,1814
208215_x_at,DRD4,1815,DRD4,1815
208486_at,DRD5,1816,DRD5,1816
202810_at,DRG1,4733,DRG1,4733
203267_s_at,DRG2,1819,DRG2,1819
203268_s_at,DRG2,1819,DRG2,1819
221108_at,DRICH1,51233,DRICH1,51233
218269_at,DROSHA,29102,DROSHA,29102
207648_at,DRP2,1821,DRP2,1821
207324_s_at,DSC1,1823,DSC1,1823
204750_s_at,DSC2,1824,DSC2,1824
204751_x_at,DSC2,1824,DSC2,1824
206032_at,DSC3,1825,DSC3,1825
206033_s_at,DSC3,1825,DSC3,1825
211484_s_at,DSCAM,1826,DSCAM,1826
216646_at,DSCC1,79075,DSCC1,79075
219000_s_at,DSCC1,79075,DSCC1,79075
203635_at,DSCR3,10311,DSCR3,10311
217309_s_at,DSCR3,10311,DSCR3,10311
207258_at,DSCR4,10281,DSCR4,10281
218854_at,DSE,29940,DSE,29940
217671_at,DSERG1,751816,DSERG1,751816
206642_at,DSG1,1828,DSG1,1828
217901_at,DSG2,1829,DSG2,1829
205595_at,DSG3,1830,DSG3,1830
219512_at,DSN1,79980,DSN1,79980
200606_at,DSP,1832,DSP,1832
221681_s_at,DSPP,1834,DSPP,1834
204455_at,DST,667,DST,667
212253_x_at,DST,667,DST,667
212254_s_at,DST,667,DST,667
215016_x_at,DST,667,DST,667
215810_x_at,DST,667,DST,667
215814_at,DST,667,DST,667
216918_s_at,DST,667,DST,667
220154_at,DST,667,DST,667
201021_s_at,DSTN,11034,DSTN,11034
201022_s_at,DSTN,11034,DSTN,11034
211325_x_at,DSTNP2,171220,DSTNP2,171220
211514_at,DSTYK,25778,DSTYK,25778
211515_s_at,DSTYK,25778,DSTYK,25778
214663_at,DSTYK,25778,DSTYK,25778
218585_s_at,DTL,51514,DTL,51514
205741_s_at,DTNA,1837,DTNA,1837
208430_s_at,DTNA,1837,DTNA,1837
210091_s_at,DTNA,1837,DTNA,1837
210611_s_at,DTNA,1837,DTNA,1837
210736_x_at,DTNA,1837,DTNA,1837
211493_x_at,DTNA,1837,DTNA,1837
214253_s_at,DTNB,1838,DTNB,1838
215295_at,DTNB,1838,DTNB,1838
219291_at,DTWD1,56986,DTWD1,56986
179_at,DTX2P1-UPK3BP1-PMS2P11,441263,DTX2P1-UPK3BP1-PMS2P11,441263
210707_x_at,DTX2P1-UPK3BP1-PMS2P11,441263,DTX2P1-UPK3BP1-PMS2P11,441263
221835_at,DTX3,196403,DTX3,196403
222022_at,DTX3,196403,DTX3,196403
49049_at,DTX3,196403,DTX3,196403
49051_g_at,DTX3,196403,DTX3,196403
212611_at,DTX4,23220,DTX4,23220
203270_at,DTYMK,1841,DTYMK,1841
215800_at,DUOX1,53905,DUOX1,53905
219597_s_at,DUOX1,53905,DUOX1,53905
219727_at,DUOX2,50506,DUOX2,50506
217912_at,DUS1L,64118,DUS1L,64118
219486_at,DUS2,54920,DUS2,54920
47105_at,DUS2,54920,DUS2,54920
205761_s_at,DUS4L,11062,DUS4L,11062
205762_s_at,DUS4L,11062,DUS4L,11062
201041_s_at,DUSP1,1843,DUSP1,1843
201044_x_at,DUSP1,1843,DUSP1,1843
215501_s_at,DUSP10,11221,DUSP10,11221
221563_at,DUSP10,11221,DUSP10,11221
202703_at,DUSP11,8446,DUSP11,8446
218576_s_at,DUSP12,11266,DUSP12,11266
219963_at,DUSP13,51207,DUSP13,51207
203367_at,DUSP14,11072,DUSP14,11072
204794_at,DUSP2,1844,DUSP2,1844
220515_at,DUSP21,63904,DUSP21,63904
218845_at,DUSP22,56940,DUSP22,56940
219144_at,DUSP26,78986,DUSP26,78986
201536_at,DUSP3,1845,DUSP3,1845
201537_s_at,DUSP3,1845,DUSP3,1845
201538_s_at,DUSP3,1845,DUSP3,1845
204014_at,DUSP4,1846,DUSP4,1846
204015_s_at,DUSP4,1846,DUSP4,1846
209457_at,DUSP5,1847,DUSP5,1847
208891_at,DUSP6,1848,DUSP6,1848
208892_s_at,DUSP6,1848,DUSP6,1848
208893_s_at,DUSP6,1848,DUSP6,1848
213848_at,DUSP7,1849,DUSP7,1849
214793_at,DUSP7,1849,DUSP7,1849
205777_at,DUSP9,1852,DUSP9,1852
208955_at,DUT,1854,DUT,1854
208956_x_at,DUT,1854,DUT,1854
209932_s_at,DUT,1854,DUT,1854
208176_at,DUX1,26584,DUX1,26584
208582_s_at,DUX1///DUX3///DUX5,26584///26582///26581,DUX1///DUX3///DUX5,26584///26582///26581
216473_x_at,DUX4L24///DBET///LOC100291626///DUX4///LOC100288289///DUX4L2///DUX4L3///DUX4L5///DUX4L6///DUX4L7///LOC652301///DUX4L4///DUX4L8///DUX4L1,102723449///100419743///100291626///100288687///100288289///728410///653548///653545///653544///653543///652301///441056///26583///22947,DUX4L24///DBET///LOC100291626///DUX4///LOC100288289///DUX4L2///DUX4L3///DUX4L5///DUX4L6///DUX4L7///LOC652301///DUX4L4///DUX4L8///DUX4L1,102723449///100419743///100291626///100288687///100288289///728410///653548///653545///653544///653543///652301///441056///26583///22947
208201_at,DUX4L24///DBET///LOC100291626///DUX4///LOC100288289///LOC100287823///LOC100133400///DUX4L2///DUX4L3///DUX4L5///DUX4L6///DUX4L7///LOC652301///DUX4L4///DUX4L8///DUX3///DUX4L1,102723449///100419743///100291626///100288687///100288289///100287823///100133400///728410///653548///653545///653544///653543///652301///441056///26583///26582///22947,DUX4L24///DBET///LOC100291626///DUX4///LOC100288289///LOC100287823///LOC100133400///DUX4L2///DUX4L3///DUX4L5///DUX4L6///DUX4L7///LOC652301///DUX4L4///DUX4L8///DUX3///DUX4L1,102723449///100419743///100291626///100288687///100288289///100287823///100133400///728410///653548///653545///653544///653543///652301///441056///26583///26582///22947
203230_at,DVL1,1855,DVL1,1855
218759_at,DVL2,1856,DVL2,1856
57532_at,DVL2,1856,DVL2,1856
201907_x_at,DVL3,1857,DVL3,1857
201908_at,DVL3,1857,DVL3,1857
204522_at,DXO,1797,DXO,1797
215982_s_at,DXO,1797,DXO,1797
38157_at,DXO,1797,DXO,1797
220774_at,DYM,54808,DYM,54808
211928_at,DYNC1H1,1778,DYNC1H1,1778
205348_s_at,DYNC1I1,1780,DYNC1I1,1780
211684_s_at,DYNC1I2,1781,DYNC1I2,1781
217976_s_at,DYNC1LI1,51143,DYNC1LI1,51143
203590_at,DYNC1LI2,1783,DYNC1LI2,1783
213162_at,DYNC1LI2,1783,DYNC1LI2,1783
219469_at,DYNC2H1,79659,DYNC2H1,79659
203762_s_at,DYNC2LI1,51626,DYNC2LI1,51626
203763_at,DYNC2LI1,51626,DYNC2LI1,51626
200703_at,DYNLL1,8655,DYNLL1,8655
217917_s_at,DYNLRB1,83658,DYNLRB1,83658
217918_at,DYNLRB1,83658,DYNLRB1,83658
201999_s_at,DYNLT1,6993,DYNLT1,6993
203303_at,DYNLT3,6990,DYNLT3,6990
209033_s_at,DYRK1A,1859,DYRK1A,1859
211079_s_at,DYRK1A,1859,DYRK1A,1859
211541_s_at,DYRK1A,1859,DYRK1A,1859
215234_at,DYRK1A,1859,DYRK1A,1859
204954_s_at,DYRK1B,9149,DYRK1B,9149
217270_s_at,DYRK1B,9149,DYRK1B,9149
202968_s_at,DYRK2,8445,DYRK2,8445
202969_at,DYRK2,8445,DYRK2,8445
202970_at,DYRK2,8445,DYRK2,8445
202971_s_at,DYRK2,8445,DYRK2,8445
210151_s_at,DYRK3,8444,DYRK3,8444
212954_at,DYRK4,8798,DYRK4,8798
218660_at,DYSF,8291,DYSF,8291
214151_s_at,DYX1C1-CCPG1///CCPG1,100533483///9236,DYX1C1-CCPG1///CCPG1,100533483///9236
214152_at,DYX1C1-CCPG1///CCPG1,100533483///9236,DYX1C1-CCPG1///CCPG1,100533483///9236
221511_x_at,DYX1C1-CCPG1///CCPG1,100533483///9236,DYX1C1-CCPG1///CCPG1,100533483///9236
222156_x_at,DYX1C1-CCPG1///CCPG1,100533483///9236,DYX1C1-CCPG1///CCPG1,100533483///9236
219951_s_at,DZANK1,55184,DZANK1,55184
204556_s_at,DZIP1,22873,DZIP1,22873
204557_s_at,DZIP1,22873,DZIP1,22873
207231_at,DZIP3,9666,DZIP3,9666
207232_s_at,DZIP3,9666,DZIP3,9666
213186_at,DZIP3,9666,DZIP3,9666
2028_s_at,E2F1,1869,E2F1,1869
204947_at,E2F1,1869,E2F1,1869
207042_at,E2F2,1870,E2F2,1870
203692_s_at,E2F3,1871,E2F3,1871
203693_s_at,E2F3,1871,E2F3,1871
202248_at,E2F4,1874,E2F4,1874
38707_r_at,E2F4,1874,E2F4,1874
221586_s_at,E2F5,1875,E2F5,1875
222051_s_at,E2F5,1875,E2F5,1875
203957_at,E2F6,1876,E2F6,1876
219990_at,E2F8,79733,E2F8,79733
218524_at,E4F1,1877,E4F1,1877
219551_at,EAF2,55840,EAF2,55840
202623_at,EAPP,55837,EAPP,55837
204274_at,EBAG9,9166,EBAG9,9166
204278_s_at,EBAG9,9166,EBAG9,9166
220392_at,EBF2,64641,EBF2,64641
219424_at,EBI3,10148,EBI3,10148
219906_at,EBLN2,55096,EBLN2,55096
202735_at,EBP,10682,EBP,10682
213787_s_at,EBP,10682,EBP,10682
213789_at,EBP,10682,EBP,10682
203013_at,ECD,11319,ECD,11319
201749_at,ECE1,1889,ECE1,1889
201750_s_at,ECE1,1889,ECE1,1889
206728_at,ECE2,9718,ECE2,9718
219914_at,ECEL1,9427,ECEL1,9427
200789_at,ECH1,1891,ECH1,1891
219974_x_at,ECHDC1,55862,ECHDC1,55862
218552_at,ECHDC2,55268,ECHDC2,55268
219298_at,ECHDC3,79746,ECHDC3,79746
201135_at,ECHS1,1892,ECHS1,1892
209759_s_at,ECI1,1632,ECI1,1632
218025_s_at,ECI2,10455,ECI2,10455
209365_s_at,ECM1,1893,ECM1,1893
206101_at,ECM2,1842,ECM2,1842
216667_at,ECRP,643332,ECRP,643332
218225_at,ECSIT,51295,ECSIT,51295
219787_s_at,ECT2,1894,ECT2,1894
206217_at,EDA,1896,EDA,1896
211127_x_at,EDA,1896,EDA,1896
211128_at,EDA,1896,EDA,1896
211129_x_at,EDA,1896,EDA,1896
211130_x_at,EDA,1896,EDA,1896
211131_s_at,EDA,1896,EDA,1896
221399_at,EDA2R,60401,EDA2R,60401
220048_at,EDAR,10913,EDAR,10913
219207_at,EDC3,80153,EDC3,80153
202496_at,EDC4,23644,EDC4,23644
208142_at,EDDM3A,10876,EDDM3A,10876
208143_s_at,EDDM3A,10876,EDDM3A,10876
217568_at,EDDM3A,10876,EDDM3A,10876
220759_at,EDDM3B,64184,EDDM3B,64184
203279_at,EDEM1,9695,EDEM1,9695
218282_at,EDEM2,55741,EDEM2,55741
220342_x_at,EDEM3,80267,EDEM3,80267
220926_s_at,EDEM3,80267,EDEM3,80267
209058_at,EDF1,8721,EDF1,8721
209059_s_at,EDF1,8721,EDF1,8721
207379_at,EDIL3,10085,EDIL3,10085
218995_s_at,EDN1,1906,EDN1,1906
206758_at,EDN2,1907,EDN2,1907
208399_s_at,EDN3,1908,EDN3,1908
217154_s_at,EDN3,1908,EDN3,1908
204463_s_at,EDNRA,1909,EDNRA,1909
204464_s_at,EDNRA,1909,EDNRA,1909
216235_s_at,EDNRA,1909,EDNRA,1909
204271_s_at,EDNRB,1910,EDNRB,1910
204273_at,EDNRB,1910,EDNRB,1910
206701_x_at,EDNRB,1910,EDNRB,1910
208115_x_at,EDRF1,26098,EDRF1,26098
213410_at,EDRF1,26098,EDRF1,26098
215072_x_at,EDRF1,26098,EDRF1,26098
204840_s_at,EEA1,8411,EEA1,8411
204841_s_at,EEA1,8411,EEA1,8411
209572_s_at,EED,8726,EED,8726
210656_at,EED,8726,EED,8726
204892_x_at,EEF1A1,1915,EEF1A1,1915
213477_x_at,EEF1A1,1915,EEF1A1,1915
213583_x_at,EEF1A1,1915,EEF1A1,1915
213614_x_at,EEF1A1,1915,EEF1A1,1915
204540_at,EEF1A2,1917,EEF1A2,1917
203113_s_at,EEF1D,1936,EEF1D,1936
213087_s_at,EEF1D,1936,EEF1D,1936
214394_x_at,EEF1D,1936,EEF1D,1936
214395_x_at,EEF1D,1936,EEF1D,1936
204905_s_at,EEF1E1,9521,EEF1E1,9521
213907_at,EEF1E1,9521,EEF1E1,9521
200094_s_at,EEF2,1938,EEF2,1938
204102_s_at,EEF2,1938,EEF2,1938
222013_x_at,EEF2KMT,196483,EEF2KMT,196483
220156_at,EFCAB1,79645,EFCAB1,79645
210525_x_at,EFCAB11,90141,EFCAB11,90141
214264_s_at,EFCAB11,90141,EFCAB11,90141
201775_s_at,EFCAB14,9813,EFCAB14,9813
201776_s_at,EFCAB14,9813,EFCAB14,9813
201777_s_at,EFCAB14,9813,EFCAB14,9813
201778_s_at,EFCAB14,9813,EFCAB14,9813
207572_at,EFCAB2,84288,EFCAB2,84288
211200_s_at,EFCAB2,84288,EFCAB2,84288
220271_x_at,EFCAB6,64800,EFCAB6,64800
220006_at,EFCC1,79825,EFCC1,79825
201842_s_at,EFEMP1,2202,EFEMP1,2202
201843_s_at,EFEMP1,2202,EFEMP1,2202
206580_s_at,EFEMP2,30008,EFEMP2,30008
209356_x_at,EFEMP2,30008,EFEMP2,30008
219833_s_at,EFHC1,114327,EFHC1,114327
220523_at,EFHC2,80258,EFHC2,80258
220591_s_at,EFHC2,80258,EFHC2,80258
209343_at,EFHD1,80303,EFHD1,80303
217992_s_at,EFHD2,79180,EFHD2,79180
218973_at,EFL1,79631,EFL1,79631
202023_at,EFNA1,1942,EFNA1,1942
208256_at,EFNA2,1943,EFNA2,1943
210132_at,EFNA3,1944,EFNA3,1944
205107_s_at,EFNA4,1945,EFNA4,1945
207301_at,EFNA5,1946,EFNA5,1946
214036_at,EFNA5,1946,EFNA5,1946
202711_at,EFNB1,1947,EFNB1,1947
202668_at,EFNB2,1948,EFNB2,1948
202669_s_at,EFNB2,1948,EFNB2,1948
205031_at,EFNB3,1949,EFNB3,1949
210883_x_at,EFNB3,1949,EFNB3,1949
212149_at,EFR3A,23167,EFR3A,23167
212150_at,EFR3A,23167,EFR3A,23167
215328_at,EFR3B,22979,EFR3B,22979
215334_at,EFR3B,22979,EFR3B,22979
204400_at,EFS,10278,EFS,10278
210880_s_at,EFS,10278,EFS,10278
206254_at,EGF,1950,EGF,1950
219454_at,EGFL6,25975,EGFL6,25975
218825_at,EGFL7,51162,EGFL7,51162
209490_s_at,EGFL8///PPT2,80864///9374,EGFL8///PPT2,80864///9374
201983_s_at,EGFR,1956,EGFR,1956
201984_s_at,EGFR,1956,EGFR,1956
210984_x_at,EGFR,1956,EGFR,1956
211550_at,EGFR,1956,EGFR,1956
211551_at,EGFR,1956,EGFR,1956
211607_x_at,EGFR,1956,EGFR,1956
221497_x_at,EGLN1,54583,EGLN1,54583
219232_s_at,EGLN3,112399,EGLN3,112399
222314_x_at,EGOT,100126791,EGOT,100126791
201693_s_at,EGR1,1958,EGR1,1958
201694_s_at,EGR1,1958,EGR1,1958
205249_at,EGR2,1959,EGR2,1959
206115_at,EGR3,1960,EGR3,1960
207767_s_at,EGR4,1961,EGR4,1961
207768_at,EGR4,1961,EGR4,1961
212650_at,EHBP1,23301,EHBP1,23301
212653_s_at,EHBP1,23301,EHBP1,23301
221755_at,EHBP1L1,254102,EHBP1L1,254102
91703_at,EHBP1L1,254102,EHBP1L1,254102
208112_x_at,EHD1,10938,EHD1,10938
209037_s_at,EHD1,10938,EHD1,10938
