"probe_id","gene_symbol","entrez_id","symbol_count","entrez_count","mapping_status"
"200073_s_at","HNRNPD","3184",1,1,"mapped_unique"
"200074_s_at","RPL14","9045",1,1,"mapped_unique"
"200075_s_at","GUK1","2987",1,1,"mapped_unique"
"200076_s_at","KXD1","79036",1,1,"mapped_unique"
"200077_s_at","OAZ1","4946",1,1,"mapped_unique"
"200078_s_at","ATP6V0B","533",1,1,"mapped_unique"
"200079_s_at","KARS1","3735",1,1,"mapped_unique"
"200080_s_at","H3-3A","3020",2,2,"ambiguous"
"200080_s_at","H3P6","440926",2,2,"ambiguous"
"200081_s_at","RPS6","6194",1,1,"mapped_unique"
"200082_s_at","RPS7","6201",1,1,"mapped_unique"
"200083_at","USP22","23326",1,1,"mapped_unique"
"200084_at","C11orf58","10944",1,1,"mapped_unique"
"200085_s_at","ELOB","6923",1,1,"mapped_unique"
"200086_s_at","COX4I1","1327",1,1,"mapped_unique"
"200087_s_at","TMED2","10959",1,1,"mapped_unique"
"200088_x_at","NBEAL1","65065",2,2,"ambiguous"
"200088_x_at","RPL12","6136",2,2,"ambiguous"
"200089_s_at","RPL4","6124",1,1,"mapped_unique"
"200090_at","FNTA","2339",1,1,"mapped_unique"
"200091_s_at","RPS25","6230",1,1,"mapped_unique"
"200092_s_at","RPL37","6167",1,1,"mapped_unique"
"200093_s_at","HINT1","3094",1,1,"mapped_unique"
"200094_s_at","EEF2","1938",1,1,"mapped_unique"
"200095_x_at","RPS10","6204",3,3,"ambiguous"
"200095_x_at","RPS10-NUDT3","100529239",3,3,"ambiguous"
"200095_x_at","RPS10P19","100271350",3,3,"ambiguous"
"200096_s_at","ATP6V0E1","8992",1,1,"mapped_unique"
"200097_s_at","HNRNPK","3190",1,1,"mapped_unique"
"200098_s_at","ANAPC5","51433",1,1,"mapped_unique"
"200099_s_at","RPS3A","6189",1,1,"mapped_unique"
"200593_s_at","HNRNPU","3192",1,1,"mapped_unique"
"200594_x_at","HNRNPU","3192",1,1,"mapped_unique"
"200595_s_at","EIF3A","8661",1,1,"mapped_unique"
"200596_s_at","EIF3A","8661",1,1,"mapped_unique"
"200597_at","EIF3A","8661",1,1,"mapped_unique"
"200598_s_at","HSP90B1","7184",1,1,"mapped_unique"
"200599_s_at","HSP90B1","7184",1,1,"mapped_unique"
"200600_at","MSN","4478",1,1,"mapped_unique"
"200601_at","ACTN4","81",1,1,"mapped_unique"
"200602_at","APP","351",1,1,"mapped_unique"
"200603_at","PRKAR1A","5573",1,1,"mapped_unique"
"200604_s_at","PRKAR1A","5573",1,1,"mapped_unique"
"200605_s_at","PRKAR1A","5573",1,1,"mapped_unique"
"200606_at","DSP","1832",1,1,"mapped_unique"
"200607_s_at","RAD21","5885",1,1,"mapped_unique"
"200608_s_at","RAD21","5885",1,1,"mapped_unique"
"200609_s_at","WDR1","9948",1,1,"mapped_unique"
"200610_s_at","NCL","4691",1,1,"mapped_unique"
"200611_s_at","WDR1","9948",1,1,"mapped_unique"
"200612_s_at","AP2B1","163",1,1,"mapped_unique"
"200613_at","AP2M1","1173",1,1,"mapped_unique"
"200614_at","CLTC","1213",1,1,"mapped_unique"
"200615_s_at","AP2B1","163",1,1,"mapped_unique"
"200616_s_at","MLEC","9761",1,1,"mapped_unique"
"200617_at","MLEC","9761",1,1,"mapped_unique"
"200618_at","LASP1","3927",1,1,"mapped_unique"
"200619_at","SF3B2","10992",1,1,"mapped_unique"
"200620_at","TMEM59","9528",1,1,"mapped_unique"
"200621_at","CSRP1","1465",1,1,"mapped_unique"
"200622_x_at","CALM2","805",2,2,"ambiguous"
"200622_x_at","CALM3","808",2,2,"ambiguous"
"200623_s_at","CALM2","805",2,2,"ambiguous"
"200623_s_at","CALM3","808",2,2,"ambiguous"
"200624_s_at","MATR3","9782",1,1,"mapped_unique"
"200625_s_at","CAP1","10487",1,1,"mapped_unique"
"200626_s_at","MATR3","9782",1,1,"mapped_unique"
"200627_at","PTGES3","10728",1,1,"mapped_unique"
"200628_s_at","WARS1","7453",1,1,"mapped_unique"
"200629_at","WARS1","7453",1,1,"mapped_unique"
"200630_x_at","SET","6418",1,1,"mapped_unique"
"200631_s_at","SET","6418",1,1,"mapped_unique"
"200632_s_at","NDRG1","10397",1,1,"mapped_unique"
"200633_at","UBB","7314",1,1,"mapped_unique"
"200634_at","PFN1","5216",1,1,"mapped_unique"
"200635_s_at","PTPRF","5792",1,1,"mapped_unique"
"200636_s_at","PTPRF","5792",1,1,"mapped_unique"
"200637_s_at","PTPRF","5792",1,1,"mapped_unique"
"200638_s_at","YWHAZ","7534",1,1,"mapped_unique"
"200639_s_at","YWHAZ","7534",1,1,"mapped_unique"
"200640_at","YWHAZ","7534",1,1,"mapped_unique"
"200641_s_at","YWHAZ","7534",1,1,"mapped_unique"
"200642_at","SOD1","6647",1,1,"mapped_unique"
"200643_at","HDLBP","3069",1,1,"mapped_unique"
"200644_at","MARCKSL1","65108",1,1,"mapped_unique"
"200645_at","GABARAP","11337",1,1,"mapped_unique"
"200646_s_at","NUCB1","4924",1,1,"mapped_unique"
"200647_x_at","EIF3C","8663",2,2,"ambiguous"
"200647_x_at","EIF3CL","728689",2,2,"ambiguous"
"200648_s_at","GLUL","2752",1,1,"mapped_unique"
"200649_at","NUCB1","4924",1,1,"mapped_unique"
"200650_s_at","LDHA","3939",1,1,"mapped_unique"
"200651_at","RACK1","10399",1,1,"mapped_unique"
"200652_at","SSR2","6746",1,1,"mapped_unique"
"200653_s_at","CALM1","801",2,2,"ambiguous"
"200653_s_at","CALM2","805",2,2,"ambiguous"
"200654_at","P4HB","5034",1,1,"mapped_unique"
"200655_s_at","CALM1","801",2,2,"ambiguous"
"200655_s_at","CALM2","805",2,2,"ambiguous"
"200656_s_at","P4HB","5034",1,1,"mapped_unique"
"200657_at","SLC25A5","292",1,1,"mapped_unique"
"200658_s_at","PHB1","5245",1,1,"mapped_unique"
"200659_s_at","PHB1","5245",1,1,"mapped_unique"
"200660_at","S100A11","6282",1,1,"mapped_unique"
"200661_at","CTSA","5476",1,1,"mapped_unique"
"200662_s_at","TOMM20","9804",1,1,"mapped_unique"
"200663_at","CD63","967",1,1,"mapped_unique"
"200664_s_at","DNAJB1","3337",1,1,"mapped_unique"
"200665_s_at","SPARC","6678",1,1,"mapped_unique"
"200666_s_at","DNAJB1","3337",1,1,"mapped_unique"
"200667_at","UBE2D3","7323",1,1,"mapped_unique"
"200668_s_at","UBE2D3","7323",1,1,"mapped_unique"
"200669_s_at","UBE2D3","7323",1,1,"mapped_unique"
"200670_at","XBP1","7494",1,1,"mapped_unique"
"200671_s_at","SPTBN1","6711",1,1,"mapped_unique"
"200672_x_at","SPTBN1","6711",1,1,"mapped_unique"
"200673_at","LAPTM4A","9741",1,1,"mapped_unique"
"200674_s_at","RPL32","6161",1,1,"mapped_unique"
"200675_at","CD81","975",1,1,"mapped_unique"
"200676_s_at","UBE2L3","7332",1,1,"mapped_unique"
"200677_at","PTTG1IP","754",1,1,"mapped_unique"
"200678_x_at","GRN","2896",1,1,"mapped_unique"
"200679_x_at","HMGB1","3146",1,1,"mapped_unique"
"200680_x_at","HMGB1","3146",1,1,"mapped_unique"
"200681_at","GLO1","2739",1,1,"mapped_unique"
"200682_s_at","UBE2L3","7332",1,1,"mapped_unique"
"200683_s_at","UBE2L3","7332",1,1,"mapped_unique"
"200684_s_at","UBE2L3","7332",1,1,"mapped_unique"
"200685_at","SRSF11","9295",1,1,"mapped_unique"
"200686_s_at","SRSF11","9295",1,1,"mapped_unique"
"200687_s_at","SF3B3","23450",1,1,"mapped_unique"
"200688_at","SF3B3","23450",1,1,"mapped_unique"
"200689_x_at","EEF1G","1937",1,1,"mapped_unique"
"200690_at","HSPA9","3313",1,1,"mapped_unique"
"200691_s_at","HSPA9","3313",1,1,"mapped_unique"
"200692_s_at","HSPA9","3313",1,1,"mapped_unique"
"200693_at","YWHAQ","10971",1,1,"mapped_unique"
"200694_s_at","DDX24","57062",1,1,"mapped_unique"
"200695_at","PPP2R1A","5518",1,1,"mapped_unique"
"200696_s_at","GSN","2934",1,1,"mapped_unique"
"200697_at","HK1","3098",1,1,"mapped_unique"
"200698_at","KDELR2","11014",1,1,"mapped_unique"
"200699_at","KDELR2","11014",1,1,"mapped_unique"
"200700_s_at","KDELR2","11014",1,1,"mapped_unique"
"200701_at","NPC2","10577",1,1,"mapped_unique"
"200702_s_at","DDX24","57062",1,1,"mapped_unique"
"200703_at","DYNLL1","8655",1,1,"mapped_unique"
"200704_at","LITAF","9516",1,1,"mapped_unique"
"200705_s_at","EEF1B2","1933",1,1,"mapped_unique"
"200706_s_at","LITAF","9516",1,1,"mapped_unique"
"200707_at","PRKCSH","5589",1,1,"mapped_unique"
"200708_at","GOT2","2806",1,1,"mapped_unique"
"200709_at","FKBP1A","2280",1,1,"mapped_unique"
"200710_at","ACADVL","37",1,1,"mapped_unique"
"200711_s_at","SKP1","6500",1,1,"mapped_unique"
"200712_s_at","MAPRE1","22919",1,1,"mapped_unique"
"200713_s_at","MAPRE1","22919",1,1,"mapped_unique"
"200714_x_at","OS9","10956",1,1,"mapped_unique"
"200715_x_at","RPL13A","23521",1,1,"mapped_unique"
"200716_x_at","RPL13A","23521",1,1,"mapped_unique"
"200717_x_at","RPL7","6129",1,1,"mapped_unique"
"200718_s_at","SKP1","6500",1,1,"mapped_unique"
"200719_at","SKP1","6500",1,1,"mapped_unique"
"200720_s_at","ACTR1A","10121",1,1,"mapped_unique"
"200721_s_at","ACTR1A","10121",1,1,"mapped_unique"
"200722_s_at","CAPRIN1","4076",1,1,"mapped_unique"
"200723_s_at","CAPRIN1","4076",1,1,"mapped_unique"
"200724_at","RPL10","6134",1,1,"mapped_unique"
"200725_x_at","RPL10","6134",1,1,"mapped_unique"
"200726_at","PPP1CC","5501",1,1,"mapped_unique"
"200727_s_at","ACTR2","10097",1,1,"mapped_unique"
"200728_at","ACTR2","10097",1,1,"mapped_unique"
"200729_s_at","ACTR2","10097",1,1,"mapped_unique"
"200730_s_at","PTP4A1","7803",1,1,"mapped_unique"
"200731_s_at","PTP4A1","7803",1,1,"mapped_unique"
"200732_s_at","PTP4A1","7803",1,1,"mapped_unique"
"200733_s_at","PTP4A1","7803",1,1,"mapped_unique"
"200734_s_at","ARF3","377",1,1,"mapped_unique"
"200735_x_at","NACA","4666",1,1,"mapped_unique"
"200736_s_at","GPX1","2876",1,1,"mapped_unique"
"200737_at","PGK1","5230",1,1,"mapped_unique"
"200738_s_at","PGK1","5230",1,1,"mapped_unique"
"200739_s_at","SUMO3","6612",1,1,"mapped_unique"
"200740_s_at","SUMO3","6612",1,1,"mapped_unique"
"200741_s_at","RPS27","6232",1,1,"mapped_unique"
"200742_s_at","TPP1","1200",1,1,"mapped_unique"
"200743_s_at","TPP1","1200",1,1,"mapped_unique"
"200744_s_at","GNB1","2782",1,1,"mapped_unique"
"200745_s_at","GNB1","2782",1,1,"mapped_unique"
"200746_s_at","GNB1","2782",1,1,"mapped_unique"
"200747_s_at","NUMA1","4926",1,1,"mapped_unique"
"200748_s_at","FTH1","2495",1,1,"mapped_unique"
"200749_at","RAN","5901",1,1,"mapped_unique"
"200750_s_at","RAN","5901",1,1,"mapped_unique"
"200751_s_at","HNRNPC","3183",1,1,"mapped_unique"
"200752_s_at","CAPN1","823",1,1,"mapped_unique"
"200753_x_at","SRSF2","6427",1,1,"mapped_unique"
"200754_x_at","SRSF2","6427",1,1,"mapped_unique"
"200755_s_at","CALU","813",1,1,"mapped_unique"
"200756_x_at","CALU","813",1,1,"mapped_unique"
"200757_s_at","CALU","813",1,1,"mapped_unique"
"200758_s_at","NFE2L1","4779",1,1,"mapped_unique"
"200759_x_at","NFE2L1","4779",1,1,"mapped_unique"
"200760_s_at","ARL6IP5","10550",1,1,"mapped_unique"
"200761_s_at","ARL6IP5","10550",1,1,"mapped_unique"
"200762_at","DPYSL2","1808",1,1,"mapped_unique"
"200763_s_at","RPLP1","6176",1,1,"mapped_unique"
"200764_s_at","CTNNA1","1495",1,1,"mapped_unique"
"200765_x_at","CTNNA1","1495",1,1,"mapped_unique"
"200766_at","CTSD","1509",1,1,"mapped_unique"
"200767_s_at","FAM120A","23196",1,1,"mapped_unique"
"200768_s_at","MAT2A","4144",1,1,"mapped_unique"
"200769_s_at","MAT2A","4144",1,1,"mapped_unique"
"200770_s_at","LAMC1","3915",1,1,"mapped_unique"
"200771_at","LAMC1","3915",1,1,"mapped_unique"
"200772_x_at","PTMA","5757",1,1,"mapped_unique"
"200773_x_at","PTMA","5757",1,1,"mapped_unique"
"200774_at","FAM120A","23196",1,1,"mapped_unique"
"200775_s_at","HNRNPK","3190",1,1,"mapped_unique"
"200776_s_at","BZW1","9689",1,1,"mapped_unique"
"200777_s_at","BZW1","9689",1,1,"mapped_unique"
"200778_s_at","SEPTIN2","4735",1,1,"mapped_unique"
"200779_at","ATF4","468",1,1,"mapped_unique"
"200780_x_at","GNAS","2778",1,1,"mapped_unique"
"200781_s_at","RPS15A","6210",1,1,"mapped_unique"
"200782_at","ANXA5","308",1,1,"mapped_unique"
"200783_s_at","STMN1","3925",1,1,"mapped_unique"
"200784_s_at","LRP1","4035",1,1,"mapped_unique"
"200785_s_at","LRP1","4035",1,1,"mapped_unique"
"200786_at","PSMB7","5695",1,1,"mapped_unique"
"200787_s_at","PEA15","8682",1,1,"mapped_unique"
"200788_s_at","PEA15","8682",1,1,"mapped_unique"
"200789_at","ECH1","1891",1,1,"mapped_unique"
"200790_at","ODC1","4953",1,1,"mapped_unique"
"200791_s_at","IQGAP1","8826",1,1,"mapped_unique"
"200792_at","XRCC6","2547",1,1,"mapped_unique"
"200793_s_at","ACO2","50",1,1,"mapped_unique"
"200794_x_at","DAZAP2","9802",1,1,"mapped_unique"
"200795_at","SPARCL1","8404",1,1,"mapped_unique"
"200796_s_at","MCL1","4170",1,1,"mapped_unique"
"200797_s_at","MCL1","4170",1,1,"mapped_unique"
"200798_x_at","MCL1","4170",1,1,"mapped_unique"
"200799_at","HSPA1A","3303",2,2,"ambiguous"
"200799_at","HSPA1B","3304",2,2,"ambiguous"
"200800_s_at","HSPA1A","3303",2,2,"ambiguous"
"200800_s_at","HSPA1B","3304",2,2,"ambiguous"
"200801_x_at","ACTB","60",1,1,"mapped_unique"
"200802_at","SARS1","6301",1,1,"mapped_unique"
"200803_s_at","TMBIM6","7009",1,1,"mapped_unique"
"200804_at","TMBIM6","7009",1,1,"mapped_unique"
"200805_at","LMAN2","10960",1,1,"mapped_unique"
"200806_s_at","HSPD1","3329",1,1,"mapped_unique"
"200807_s_at","HSPD1","3329",1,1,"mapped_unique"
"200808_s_at","ZYX","7791",1,1,"mapped_unique"
"200809_x_at","RPL12","6136",1,1,"mapped_unique"
"200810_s_at","CIRBP","1153",1,1,"mapped_unique"
"200811_at","CIRBP","1153",1,1,"mapped_unique"
"200812_at","CCT7","10574",1,1,"mapped_unique"
"200813_s_at","PAFAH1B1","5048",1,1,"mapped_unique"
"200814_at","PSME1","5720",1,1,"mapped_unique"
"200815_s_at","PAFAH1B1","5048",1,1,"mapped_unique"
"200816_s_at","PAFAH1B1","5048",1,1,"mapped_unique"
"200817_x_at","RPS10","6204",1,1,"mapped_unique"
"200818_at","ATP5PO","539",1,1,"mapped_unique"
"200819_s_at","RPS15","6209",1,1,"mapped_unique"
"200820_at","PSMD8","5714",1,1,"mapped_unique"
"200821_at","LAMP2","3920",1,1,"mapped_unique"
"200822_x_at","TPI1","7167",1,1,"mapped_unique"
"200823_x_at","RPL29","6159",1,1,"mapped_unique"
"200824_at","GSTP1","2950",1,1,"mapped_unique"
"200825_s_at","HYOU1","10525",1,1,"mapped_unique"
"200826_at","SNRPD2","6633",1,1,"mapped_unique"
"200827_at","PLOD1","5351",1,1,"mapped_unique"
"200828_s_at","ZNF207","7756",1,1,"mapped_unique"
"200829_x_at","ZNF207","7756",1,1,"mapped_unique"
"200830_at","PSMD2","5708",1,1,"mapped_unique"
"200831_s_at","SCD","6319",1,1,"mapped_unique"
"200832_s_at","SCD","6319",1,1,"mapped_unique"
"200833_s_at","RAP1B","5908",1,1,"mapped_unique"
"200834_s_at","RPS21","6227",1,1,"mapped_unique"
"200835_s_at","MAP4","4134",1,1,"mapped_unique"
"200836_s_at","MAP4","4134",1,1,"mapped_unique"
"200837_at","BCAP31","10134",1,1,"mapped_unique"
"200838_at","CTSB","1508",1,1,"mapped_unique"
"200839_s_at","CTSB","1508",1,1,"mapped_unique"
"200840_at","KARS1","3735",1,1,"mapped_unique"
"200841_s_at","EPRS1","2058",1,1,"mapped_unique"
"200842_s_at","EPRS1","2058",1,1,"mapped_unique"
"200843_s_at","EPRS1","2058",1,1,"mapped_unique"
"200844_s_at","PRDX6","9588",1,1,"mapped_unique"
"200845_s_at","PRDX6","9588",1,1,"mapped_unique"
"200846_s_at","PPP1CA","5499",1,1,"mapped_unique"
"200847_s_at","SARAF","51669",1,1,"mapped_unique"
"200848_at","AHCYL1","10768",1,1,"mapped_unique"
"200849_s_at","AHCYL1","10768",1,1,"mapped_unique"
"200850_s_at","AHCYL1","10768",1,1,"mapped_unique"
"200851_s_at","IST1","9798",1,1,"mapped_unique"
"200852_x_at","GNB2","2783",1,1,"mapped_unique"
"200853_at","H2AZ1","3015",1,1,"mapped_unique"
"200854_at","NCOR1","9611",1,1,"mapped_unique"
"200855_at","NCOR1","9611",1,1,"mapped_unique"
"200856_x_at","NCOR1","9611",1,1,"mapped_unique"
"200857_s_at","NCOR1","9611",1,1,"mapped_unique"
"200858_s_at","RPS8","6202",1,1,"mapped_unique"
"200859_x_at","FLNA","2316",1,1,"mapped_unique"
"200860_s_at","CNOT1","23019",1,1,"mapped_unique"
"200861_at","CNOT1","23019",1,1,"mapped_unique"
"200862_at","DHCR24","1718",1,1,"mapped_unique"
"200863_s_at","RAB11A","8766",1,1,"mapped_unique"
"200864_s_at","RAB11A","8766",1,1,"mapped_unique"
"200865_at","EIF3F","8665",1,1,"mapped_unique"
"200866_s_at","PSAP","5660",1,1,"mapped_unique"
"200867_at","RNF114","55905",1,1,"mapped_unique"
"200868_s_at","RNF114","55905",1,1,"mapped_unique"
"200869_at","RPL18A","6142",1,1,"mapped_unique"
"200870_at","STRAP","11171",1,1,"mapped_unique"
"200871_s_at","PSAP","5660",1,1,"mapped_unique"
"200872_at","S100A10","6281",1,1,"mapped_unique"
"200873_s_at","CCT8","10694",1,1,"mapped_unique"
"200874_s_at","NOP56","10528",1,1,"mapped_unique"
"200875_s_at","NOP56","10528",1,1,"mapped_unique"
"200876_s_at","PSMB1","5689",1,1,"mapped_unique"
"200877_at","CCT4","10575",1,1,"mapped_unique"
"200878_at","EPAS1","2034",1,1,"mapped_unique"
"200879_s_at","EPAS1","2034",1,1,"mapped_unique"
"200880_at","DNAJA1","3301",1,1,"mapped_unique"
"200881_s_at","DNAJA1","3301",1,1,"mapped_unique"
"200882_s_at","PSMD4","5710",1,1,"mapped_unique"
"200883_at","UQCRC2","7385",1,1,"mapped_unique"
"200884_at","CKB","1152",1,1,"mapped_unique"
"200885_at","PPM1J","333926",2,2,"ambiguous"
"200885_at","RHOC","389",2,2,"ambiguous"
"200886_s_at","PGAM1","5223",1,1,"mapped_unique"
"200887_s_at","STAT1","6772",1,1,"mapped_unique"
"200888_s_at","RPL23","9349",1,1,"mapped_unique"
"200889_s_at","SSR1","6745",1,1,"mapped_unique"
"200890_s_at","SSR1","6745",1,1,"mapped_unique"
"200891_s_at","SSR1","6745",1,1,"mapped_unique"
"200892_s_at","TRA2B","6434",1,1,"mapped_unique"
"200893_at","TRA2B","6434",1,1,"mapped_unique"
"200894_s_at","FKBP4","2288",1,1,"mapped_unique"
"200895_s_at","FKBP4","2288",1,1,"mapped_unique"
"200896_x_at","HDGF","3068",1,1,"mapped_unique"
"200897_s_at","PALLD","23022",1,1,"mapped_unique"
"200898_s_at","OGA","10724",1,1,"mapped_unique"
"200899_s_at","OGA","10724",1,1,"mapped_unique"
"200900_s_at","M6PR","4074",1,1,"mapped_unique"
"200901_s_at","M6PR","4074",1,1,"mapped_unique"
"200902_at","SELENOF","9403",1,1,"mapped_unique"
"200903_s_at","AHCY","191",1,1,"mapped_unique"
"200904_at","HLA-E","3133",1,1,"mapped_unique"
"200905_x_at","HLA-E","3133",1,1,"mapped_unique"
"200906_s_at","PALLD","23022",1,1,"mapped_unique"
"200907_s_at","PALLD","23022",1,1,"mapped_unique"
"200908_s_at","RPLP2","6181",1,1,"mapped_unique"
"200909_s_at","RPLP2","6181",1,1,"mapped_unique"
"200910_at","CCT3","7203",1,1,"mapped_unique"
"200911_s_at","TACC1","6867",1,1,"mapped_unique"
"200912_s_at","EIF4A2","1974",1,1,"mapped_unique"
"200913_at","PPM1G","5496",1,1,"mapped_unique"
"200914_x_at","KTN1","3895",1,1,"mapped_unique"
"200915_x_at","KTN1","3895",1,1,"mapped_unique"
"200916_at","TAGLN2","8407",1,1,"mapped_unique"
"200917_s_at","SRPRA","6734",1,1,"mapped_unique"
"200918_s_at","SRPRA","6734",1,1,"mapped_unique"
"200919_at","PHC2","1912",1,1,"mapped_unique"
"200920_s_at","BTG1","694",1,1,"mapped_unique"
"200921_s_at","BTG1","694",1,1,"mapped_unique"
"200922_at","KDELR1","10945",1,1,"mapped_unique"
"200923_at","LGALS3BP","3959",1,1,"mapped_unique"
"200924_s_at","SLC3A2","6520",1,1,"mapped_unique"
"200925_at","COX6A1","1337",1,1,"mapped_unique"
"200926_at","RPS23","6228",1,1,"mapped_unique"
"200927_s_at","RAB14","51552",1,1,"mapped_unique"
"200928_s_at","RAB14","51552",1,1,"mapped_unique"
"200929_at","TMED10","10972",1,1,"mapped_unique"
"200930_s_at","VCL","7414",1,1,"mapped_unique"
"200931_s_at","VCL","7414",1,1,"mapped_unique"
"200932_s_at","DCTN2","10540",1,1,"mapped_unique"
"200933_x_at","RPS4X","6191",1,1,"mapped_unique"
"200934_at","DEK","7913",1,1,"mapped_unique"
"200935_at","CALR","811",1,1,"mapped_unique"
